gene,kNN_max_score,nearest_fda_target,FDA_drugs_targeting_nearest_gene,is_fda_target,n_downstream_z3,culture_condition
SETD6,0.220924362540245,ITGB2,EFALIZUMAB; LIFITEGRAST,False,35,Stim8hr
TESK1,0.2209135293960571,BRD4,PELABRESIB,False,33,Stim8hr
MFSD2A,0.2208052277565002,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,24,Stim8hr
FEZ2,0.2207031100988388,AHR,TAPINAROF,False,31,Stim8hr
SP100,0.2206624150276184,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,283,Stim8hr
PKIA,0.2206363230943679,CD2,ALEFACEPT,False,9,Stim8hr
PIGU,0.2205350548028946,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,82,Stim8hr
LPIN2,0.2205262184143066,CD2,ALEFACEPT,False,11,Stim8hr
SDCBP,0.2204993814229965,PRKCA,MIDOSTAURIN,False,24,Stim8hr
NR3C1,0.2203923761844635,CD2,ALEFACEPT,True,24,Stim8hr
SMYD3,0.2203908562660217,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,43,Stim8hr
PTGER4,0.2203681468963623,PNP,FORODESINE HYDROCHLORIDE,False,38,Stim8hr
SDF2L1,0.2203290164470672,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,59,Stim8hr
DRAM2,0.2203242033720016,PNP,FORODESINE HYDROCHLORIDE,False,68,Stim8hr
PCNX3,0.2202972769737243,CD3D,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,143,Stim8hr
RLIM,0.2202498614788055,AHR,TAPINAROF,False,37,Stim8hr
NDEL1,0.2201797366142273,PARP2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; OLAPARIB; PAMIPARIB; RUCAPARIB; RUCAPARIB CAMSYLATE; TALAZOPARIB; TALAZOPARIB TOSYLATE; VELIPARIB,False,115,Stim8hr
NCK1,0.2201616466045379,CD2,ALEFACEPT,False,46,Stim8hr
OASL,0.2201519757509231,CD2,ALEFACEPT,False,20,Stim8hr
ZFYVE16,0.2201008945703506,AHR,TAPINAROF,False,23,Stim8hr
NF1,0.2200742959976196,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,27,Stim8hr
IFT27,0.2200688123703003,AHR,TAPINAROF,False,17,Stim8hr
ZFP64,0.2200641185045242,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,54,Stim8hr
PRKCH,0.2200284898281097,AHR,TAPINAROF,True,60,Stim8hr
FANCD2,0.2200194895267486,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,158,Stim8hr
FANCM,0.2199978679418563,ATP1B3,ACETYLDIGITOXIN; DESLANOSIDE; DIGITOXIN; DIGOXIN; LANATOSIDE C,False,170,Stim8hr
SAYSD1,0.2198710739612579,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,9,Stim8hr
ESD,0.2198469787836074,IFNGR1,INTERFERON GAMMA-1B,False,56,Stim8hr
WDR44,0.2198420464992523,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,151,Stim8hr
PIGK,0.2197837084531784,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,12,Stim8hr
STAT3,0.2196947038173675,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,855,Stim8hr
OS9,0.2196927517652511,PNP,FORODESINE HYDROCHLORIDE,False,67,Stim8hr
MAF,0.2196240425109863,AHR,TAPINAROF,False,61,Stim8hr
DNAJA4,0.2195800542831421,PARP2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; OLAPARIB; PAMIPARIB; RUCAPARIB; RUCAPARIB CAMSYLATE; TALAZOPARIB; TALAZOPARIB TOSYLATE; VELIPARIB,False,59,Stim8hr
RNF144A,0.2195639014244079,PRKCA,MIDOSTAURIN,False,10,Stim8hr
SNRPB2,0.219533622264862,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,186,Stim8hr
IGSF9B,0.2194838225841522,PRKAB2,ACADESINE,False,28,Stim8hr
ZNF304,0.2194180339574813,AHR,TAPINAROF,False,22,Stim8hr
UBAP2L,0.2193938195705413,GPD2,METFORMIN; METFORMIN HYDROCHLORIDE,False,556,Stim8hr
KYAT3,0.2193886786699295,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,83,Stim8hr
YTHDF3,0.2193883955478668,ITGB2,EFALIZUMAB; LIFITEGRAST,False,57,Stim8hr
WDR53,0.2193770706653595,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,19,Stim8hr
YRDC,0.2193562984466552,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,100,Stim8hr
RCC1L,0.2193544656038284,PPARA,BEZAFIBRATE; CHOLINE FENOFIBRATE; CIPROFIBRATE; CLOFIBRATE; ELAFIBRANOR; FENOFIBRATE; FENOFIBRIC ACID; GEMFIBROZIL; PEMAFIBRATE; SAROGLITAZAR,False,96,Stim8hr
MB21D2,0.2193516790866851,CCR4,MOGAMULIZUMAB,False,27,Stim8hr
SLC25A28,0.2193439453840255,ATP1B3,ACETYLDIGITOXIN; DESLANOSIDE; DIGITOXIN; DIGOXIN; LANATOSIDE C,False,80,Stim8hr
PRR12,0.2192543745040893,AHR,TAPINAROF,False,71,Stim8hr
SEC24B,0.2192147374153137,CD2,ALEFACEPT,False,58,Stim8hr
TTPAL,0.2190288305282592,PRKAB2,ACADESINE,False,23,Stim8hr
CPT1A,0.2189399600028991,BRD4,PELABRESIB,False,20,Stim8hr
SAMHD1,0.218912735581398,PRKCA,MIDOSTAURIN,False,22,Stim8hr
ARHGAP17,0.2189127206802368,PPARA,BEZAFIBRATE; CHOLINE FENOFIBRATE; CIPROFIBRATE; CLOFIBRATE; ELAFIBRANOR; FENOFIBRATE; FENOFIBRIC ACID; GEMFIBROZIL; PEMAFIBRATE; SAROGLITAZAR,False,16,Stim8hr
KDM5D,0.2188332229852676,CD2,ALEFACEPT,False,21,Stim8hr
CDK16,0.2187968790531158,PRKAB2,ACADESINE,False,36,Stim8hr
ATP5ME,0.2187276929616928,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,177,Stim8hr
POLL,0.2187250852584839,BRD4,PELABRESIB,False,32,Stim8hr
PARP9,0.2187168598175048,AHR,TAPINAROF,False,92,Stim8hr
ARPC1B,0.2186943888664245,CCR5,MARAVIROC,False,99,Stim8hr
ZNF227,0.2186784148216247,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,38,Stim8hr
OTUD4,0.2185895889997482,AHR,TAPINAROF,False,91,Stim8hr
AKAP10,0.2185700237751007,SLAMF7,ELOTUZUMAB,False,115,Stim8hr
BRD1,0.2185556143522262,PRKAB2,ACADESINE,False,252,Stim8hr
KIF20A,0.2185429781675338,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,1046,Stim8hr
SNX33,0.218491181731224,TUBB4B,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,False,54,Stim8hr
CBR1,0.2184614688158035,BRD4,PELABRESIB,False,18,Stim8hr
USP45,0.2184370309114456,CCR5,MARAVIROC,False,28,Stim8hr
SIKE1,0.2184293717145919,BRD4,PELABRESIB,False,59,Stim8hr
ZNF280B,0.2183822989463806,BRD4,PELABRESIB,False,22,Stim8hr
CACUL1,0.2183431684970855,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,33,Stim8hr
RAD23A,0.2183257490396499,BRD4,PELABRESIB,False,109,Stim8hr
POLE4,0.2182770818471908,TOP2B,AMSACRINE; DEXRAZOXANE; DEXRAZOXANE HYDROCHLORIDE; ETOPOSIDE; PAZUFLOXACIN; TENIPOSIDE; VOSAROXIN,False,118,Stim8hr
NDRG1,0.2182719260454177,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,211,Stim8hr
MCMBP,0.2182145565748214,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,72,Stim8hr
CNNM2,0.2181633412837982,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,87,Stim8hr
NDUFAF3,0.2181346267461776,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,True,42,Stim8hr
LIN37,0.2181305736303329,PSENEN,NIROGACESTAT; NIROGACESTAT HYDROBROMIDE,False,259,Stim8hr
C18orf32,0.2180198580026626,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,147,Stim8hr
SCRN3,0.2179249376058578,CCR4,MOGAMULIZUMAB,False,156,Stim8hr
MRFAP1L1,0.2177918255329132,CD2,ALEFACEPT,False,24,Stim8hr
TFG,0.2177668511867523,HDAC3,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,363,Stim8hr
ACTR3,0.2177330702543258,CCR5,MARAVIROC,False,230,Stim8hr
DFFA,0.217730239033699,AHR,TAPINAROF,False,25,Stim8hr
SKI,0.2177192270755767,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,34,Stim8hr
PSD4,0.2176863998174667,AHR,TAPINAROF,False,100,Stim8hr
RAB3GAP2,0.2176830470561981,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,32,Stim8hr
ABHD17B,0.2176775634288787,TUBB4B,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,False,45,Stim8hr
TERF2IP,0.2176069319248199,ITGB2,EFALIZUMAB; LIFITEGRAST,False,17,Stim8hr
GNB1,0.2175943702459335,ADA,AUTOLOGOUS CD34+ ENRICHED CELL FRACTION THAT CONTAINS CD34+ CELLS TRANSDUCED WITH RETROVIRAL VECTOR THAT ENCODES FOR THE HUMAN ADA CDNA SEQUENCE; PENTOSTATIN,False,113,Stim8hr
TADA2A,0.2175238132476806,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,116,Stim8hr
UBE2H,0.2174919843673706,CD3D,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,217,Stim8hr
STK39,0.2174919247627258,PRKCA,MIDOSTAURIN,False,19,Stim8hr
METTL8,0.2174877524375915,BRD4,PELABRESIB,False,72,Stim8hr
CTSS,0.2174381613731384,CD2,ALEFACEPT,False,19,Stim8hr
PUM1,0.2173935920000076,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,222,Stim8hr
GCH1,0.2173666805028915,PPARA,BEZAFIBRATE; CHOLINE FENOFIBRATE; CIPROFIBRATE; CLOFIBRATE; ELAFIBRANOR; FENOFIBRATE; FENOFIBRIC ACID; GEMFIBROZIL; PEMAFIBRATE; SAROGLITAZAR,False,51,Stim8hr
CANT1,0.2173160314559936,CD2,ALEFACEPT,False,39,Stim8hr
INPP5A,0.2173056602478027,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,47,Stim8hr
P2RX7,0.2173023670911789,ITGB2,EFALIZUMAB; LIFITEGRAST,False,15,Stim8hr
GEMIN7,0.2172736525535583,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,143,Stim8hr
RNF2,0.217234805226326,PRKAB2,ACADESINE,False,86,Stim8hr
SLC7A5,0.2171702980995178,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,40,Stim8hr
ASXL1,0.2171568125486374,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,147,Stim8hr
DMAC2,0.2171538323163986,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,50,Stim8hr
ANKRD16,0.2171434760093689,CD2,ALEFACEPT,False,75,Stim8hr
SLC27A5,0.2170904278755188,PSMB9,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,False,62,Stim8hr
CEACAM21,0.2170203179121017,CD2,ALEFACEPT,False,28,Stim8hr
MGAT4B,0.2169991433620453,TOP2B,AMSACRINE; DEXRAZOXANE; DEXRAZOXANE HYDROCHLORIDE; ETOPOSIDE; PAZUFLOXACIN; TENIPOSIDE; VOSAROXIN,False,55,Stim8hr
GTPBP1,0.2168848812580108,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,25,Stim8hr
DNAJC27,0.2168498188257217,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,29,Stim8hr
OFD1,0.216803565621376,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,28,Stim8hr
SLC12A4,0.2167885154485702,TUBB4B,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,False,24,Stim8hr
MT1E,0.2167356759309768,PRKCA,MIDOSTAURIN,False,33,Stim8hr
GBP5,0.2167229652404785,ITGB2,EFALIZUMAB; LIFITEGRAST,False,30,Stim8hr
FAM107B,0.216719388961792,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,67,Stim8hr
UBE2V2,0.2166997790336609,TYK2,DELGOCITINIB; DEUCRAVACITINIB; DEURUXOLITINIB PHOSPHATE; FILGOTINIB; FILGOTINIB MALEATE; RUXOLITINIB; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,143,Stim8hr
RCOR3,0.216680034995079,PARP2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; OLAPARIB; PAMIPARIB; RUCAPARIB; RUCAPARIB CAMSYLATE; TALAZOPARIB; TALAZOPARIB TOSYLATE; VELIPARIB,False,68,Stim8hr
CYTH1,0.2166454195976257,PRKAB2,ACADESINE,False,18,Stim8hr
IPO9,0.2166028171777725,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,342,Stim8hr
TRMU,0.2165555208921432,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,29,Stim8hr
ZBTB48,0.2165270447731018,CD2,ALEFACEPT,False,89,Stim8hr
VPS45,0.2164606750011444,AHR,TAPINAROF,False,133,Stim8hr
OTUD7B,0.2163883298635482,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,20,Stim8hr
MAP4K1,0.2162655293941497,AHR,TAPINAROF,False,161,Stim8hr
TSR3,0.216263011097908,ITGB2,EFALIZUMAB; LIFITEGRAST,False,59,Stim8hr
SSBP2,0.2162545025348663,PRKCA,MIDOSTAURIN,False,31,Stim8hr
ANGEL2,0.2162541300058365,PRKCA,MIDOSTAURIN,False,20,Stim8hr
FBXL15,0.2162439823150634,AHR,TAPINAROF,False,203,Stim8hr
MTHFD1L,0.2162249386310577,PRKCA,MIDOSTAURIN,False,97,Stim8hr
STK35,0.2162040174007415,BRD4,PELABRESIB,False,131,Stim8hr
THRAP3,0.216177761554718,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,491,Stim8hr
PUDP,0.2160853594541549,ITGB2,EFALIZUMAB; LIFITEGRAST,False,126,Stim8hr
NCKAP1,0.2160559296607971,CD3D,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,41,Stim8hr
MAP2K4,0.2160327136516571,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,50,Stim8hr
ALMS1,0.2159716337919235,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,63,Stim8hr
FAM78A,0.2159536629915237,AHR,TAPINAROF,False,29,Stim8hr
NUMB,0.2158671021461486,SLAMF7,ELOTUZUMAB,False,67,Stim8hr
SMDT1,0.2157865166664123,CCR4,MOGAMULIZUMAB,False,51,Stim8hr
NAA80,0.2157482504844665,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,79,Stim8hr
ERP29,0.2157281637191772,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,27,Stim8hr
FAM50A,0.2157031595706939,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,23,Stim8hr
IFIT5,0.2156090140342712,PPARA,BEZAFIBRATE; CHOLINE FENOFIBRATE; CIPROFIBRATE; CLOFIBRATE; ELAFIBRANOR; FENOFIBRATE; FENOFIBRIC ACID; GEMFIBROZIL; PEMAFIBRATE; SAROGLITAZAR,False,11,Stim8hr
BCR,0.2155970335006714,ITGB2,EFALIZUMAB; LIFITEGRAST,True,24,Stim8hr
TPRA1,0.2155954986810684,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,19,Stim8hr
ATRX,0.2155891954898834,PDE3B,AMINOPHYLLINE; ANAGRELIDE; ANAGRELIDE HYDROCHLORIDE; DIPYRIDAMOLE; ENOXIMONE; ENSIFENTRINE; LEVOSIMENDAN; OXTRIPHYLLINE; PENTOXIFYLLINE; THEOPHYLLINE,False,538,Stim8hr
NAMPT,0.215585395693779,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,103,Stim8hr
MTA1,0.2155522853136062,AHR,TAPINAROF,False,74,Stim8hr
VAT1,0.2154793292284011,CD2,ALEFACEPT,False,12,Stim8hr
LDB1,0.2154702246189117,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,42,Stim8hr
IDH3B,0.2154323458671569,CD2,ALEFACEPT,False,22,Stim8hr
SLC5A3,0.2153846621513366,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,95,Stim8hr
HAPLN3,0.215334951877594,CD2,ALEFACEPT,False,52,Stim8hr
ZNF189,0.2152965813875198,AHR,TAPINAROF,False,81,Stim8hr
SPAG7,0.2152762413024902,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,102,Stim8hr
ZBTB9,0.21524478495121,CD79B,POLATUZUMAB VEDOTIN,False,52,Stim8hr
HSPA1B,0.2152118980884552,CCR4,MOGAMULIZUMAB,False,80,Stim8hr
ARHGEF39,0.2152115851640701,PPARA,BEZAFIBRATE; CHOLINE FENOFIBRATE; CIPROFIBRATE; CLOFIBRATE; ELAFIBRANOR; FENOFIBRATE; FENOFIBRIC ACID; GEMFIBROZIL; PEMAFIBRATE; SAROGLITAZAR,False,39,Stim8hr
SNAP23,0.2151823490858078,ITGB2,EFALIZUMAB; LIFITEGRAST,False,101,Stim8hr
EDEM1,0.2151721119880676,PRKAB2,ACADESINE,False,76,Stim8hr
SFXN4,0.215164378285408,CD2,ALEFACEPT,False,28,Stim8hr
APOL2,0.2151585072278976,CCR5,MARAVIROC,False,58,Stim8hr
IGF2R,0.2151141762733459,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,19,Stim8hr
ANAPC15,0.2151038944721222,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,23,Stim8hr
CDCA7L,0.2150808274745941,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,53,Stim8hr
GGNBP2,0.2150012999773025,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,50,Stim8hr
ACSL1,0.2149113863706588,AHR,TAPINAROF,False,66,Stim8hr
CD99L2,0.2148419767618179,CD2,ALEFACEPT,False,112,Stim8hr
CSRNP1,0.2148088961839676,ACVR1,DIBOTERMIN ALFA; EPTOTERMIN ALFA; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE,False,65,Stim8hr
BCL3,0.2148015350103378,PDE7B,DIPYRIDAMOLE; FLAVOXATE; FLAVOXATE HYDROCHLORIDE; PENTOXIFYLLINE,False,171,Stim8hr
HPS1,0.2147687822580337,SLC29A1,DIPYRIDAMOLE,False,299,Stim8hr
SKIC3,0.214728370308876,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,164,Stim8hr
RETSAT,0.2146422564983368,BRD4,PELABRESIB,False,62,Stim8hr
