gene,kNN_max_score,nearest_fda_target,FDA_drugs_targeting_nearest_gene,is_fda_target,n_downstream_z3,culture_condition
SETDB2,0.1024333611130714,TOP2B,AMSACRINE; DEXRAZOXANE; DEXRAZOXANE HYDROCHLORIDE; ETOPOSIDE; PAZUFLOXACIN; TENIPOSIDE; VOSAROXIN,False,29,Stim8hr
DNAJC5,0.1024214625358581,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,18,Stim8hr
MBNL2,0.1023798733949661,IDH2,ENASIDENIB MESYLATE; VORASIDENIB,False,11,Stim8hr
GLA,0.1023585274815559,VEGFA,ABICIPAR PEGOL; AFLIBERCEPT; BEVACIZUMAB; BEVACIZUMAB GAMMA; BROLUCIZUMAB; FARICIMAB; PEGAPTANIB SODIUM; RANIBIZUMAB,False,22,Stim8hr
CCNYL1,0.1023181080818176,SRC,BOSUTINIB; DASATINIB ANHYDROUS; TIRBANIBULIN; VANDETANIB,False,43,Stim8hr
MACO1,0.1023146361112594,HDAC3,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,49,Stim8hr
EIF1B,0.1023040264844894,NDUFB5,METFORMIN; METFORMIN HYDROCHLORIDE,False,33,Stim8hr
ZNF202,0.1022283732891082,TUBB4B,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,False,61,Stim8hr
CLTA,0.1022274643182754,IL17RA,BRODALUMAB,False,24,Stim8hr
SLC25A23,0.1021889150142669,TOP2B,AMSACRINE; DEXRAZOXANE; DEXRAZOXANE HYDROCHLORIDE; ETOPOSIDE; PAZUFLOXACIN; TENIPOSIDE; VOSAROXIN,False,10,Stim8hr
APOBEC3G,0.1021736487746238,TYK2,DELGOCITINIB; DEUCRAVACITINIB; DEURUXOLITINIB PHOSPHATE; FILGOTINIB; FILGOTINIB MALEATE; RUXOLITINIB; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,29,Stim8hr
APOOL,0.1021651923656463,AHR,TAPINAROF,False,11,Stim8hr
MYL5,0.1020772159099578,IL17RA,BRODALUMAB,False,63,Stim8hr
PRDX2,0.1020473837852478,IL17RA,BRODALUMAB,False,22,Stim8hr
SELENOO,0.1019836962223053,NDUFC1,METFORMIN; METFORMIN HYDROCHLORIDE,False,13,Stim8hr
CIITA,0.1017888188362121,SRC,BOSUTINIB; DASATINIB ANHYDROUS; TIRBANIBULIN; VANDETANIB,False,23,Stim8hr
NREP,0.1017882525920867,IL4R,DUPILUMAB,False,20,Stim8hr
ZNF169,0.1017728075385093,AHR,TAPINAROF,False,20,Stim8hr
DSTN,0.1017670109868049,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,18,Stim8hr
RAB30,0.1017656475305557,S1PR4,ETRASIMOD; ETRASIMOD ARGININE; FINGOLIMOD; FINGOLIMOD HYDROCHLORIDE; FINGOLIMOD LAURYL SULFATE,False,12,Stim8hr
ARHGAP11B,0.1017378866672515,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,32,Stim8hr
ZNF714,0.1017280668020248,ODC1,EFLORNITHINE; EFLORNITHINE HYDROCHLORIDE,False,20,Stim8hr
PPP6R1,0.1017020344734191,ATP1B3,ACETYLDIGITOXIN; DESLANOSIDE; DIGITOXIN; DIGOXIN; LANATOSIDE C,False,20,Stim8hr
C4orf3,0.1016938909888267,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,21,Stim8hr
STRBP,0.1016665250062942,NR3C1,ALCLOMETASONE DIPROPIONATE; AMCINONIDE; BECLOMETHASONE DIPROPIONATE; BETAMETHASONE; BETAMETHASONE ACETATE; BETAMETHASONE BENZOATE; BETAMETHASONE DIPROPIONATE; BETAMETHASONE SODIUM PHOSPHATE; BETAMETHASONE VALERATE; BUDESONIDE; CICLESONIDE; CLOBETASOL PROPIONATE; CORTISONE ACETATE; DEFLAZACORT; DESONIDE; DESOXIMETASONE; DEXAMETHASONE; DEXAMETHASONE SODIUM PHOSPHATE; DIFLORASONE DIACETATE; DIFLUPREDNATE; FLUMETHASONE PIVALATE; FLUNISOLIDE; FLUOCINOLONE ACETONIDE; FLUOCINONIDE; FLUOROMETHOLONE; FLUPREDNISOLONE; FLURANDRENOLIDE; FLUTICASONE FUROATE; FLUTICASONE PROPIONATE; HALCINONIDE; HALOBETASOL PROPIONATE; HYDROCORTAMATE; HYDROCORTISONE; HYDROCORTISONE ACETATE; HYDROCORTISONE BUTYRATE; HYDROCORTISONE PROBUTATE; HYDROCORTISONE SODIUM SUCCINATE; LOTEPREDNOL ETABONATE; MEDRYSONE; MEPREDNISONE; METHYLPREDNISOLONE; METHYLPREDNISOLONE ACETATE; METHYLPREDNISOLONE SODIUM SUCCINATE; MIFEPRISTONE; MOMETASONE FUROATE; PREDNICARBATE; PREDNISOLONE; PREDNISOLONE ACETATE; PREDNISOLONE SODIUM PHOSPHATE; PREDNISONE; RIMEXOLONE; TRIAMCINOLONE; TRIAMCINOLONE ACETONIDE; TRIAMCINOLONE HEXACETONIDE; VAMOROLONE,False,54,Stim8hr
ITSN2,0.1016420274972915,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,48,Stim8hr
ZGPAT,0.1015888452529907,AHR,TAPINAROF,False,10,Stim8hr
BDH1,0.1015780642628669,NDUFS3,METFORMIN; METFORMIN HYDROCHLORIDE,False,15,Stim8hr
TRPS1,0.1014944389462471,CSNK1E,UMBRALISIB; UMBRALISIB TOSYLATE,False,8,Stim8hr
KDELR1,0.1014768555760383,AHR,TAPINAROF,False,52,Stim8hr
STX7,0.101475290954113,NDUFA10,METFORMIN; METFORMIN HYDROCHLORIDE,False,9,Stim8hr
SLC35B3,0.1014600321650505,AHR,TAPINAROF,False,15,Stim8hr
WSB2,0.1014348715543747,ITGB2,EFALIZUMAB; LIFITEGRAST,False,31,Stim8hr
PEPD,0.1014188379049301,CD274,ATEZOLIZUMAB; AVELUMAB; COSIBELIMAB; DURVALUMAB; SUGEMALIMAB,False,36,Stim8hr
CCL28,0.1014009565114975,PRKCD,MIDOSTAURIN,False,40,Stim8hr
SLC26A6,0.1013764590024948,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,10,Stim8hr
FASTKD1,0.1013101488351821,AHR,TAPINAROF,False,23,Stim8hr
EHBP1L1,0.1012991294264793,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,49,Stim8hr
ATG7,0.1012842133641243,CCR5,MARAVIROC,False,23,Stim8hr
RASSF3,0.1012771725654602,CCDC6,PRALSETINIB; SELPERCATINIB,False,40,Stim8hr
ZNF273,0.1012718901038169,ATP1B3,ACETYLDIGITOXIN; DESLANOSIDE; DIGITOXIN; DIGOXIN; LANATOSIDE C,False,20,Stim8hr
BMAL1,0.1012706905603408,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,26,Stim8hr
E2F5,0.1012516990303993,NDUFB5,METFORMIN; METFORMIN HYDROCHLORIDE,False,22,Stim8hr
MINK1,0.1012324765324592,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,9,Stim8hr
MEF2D,0.1012238338589668,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,99,Stim8hr
AP4B1,0.1011694371700286,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,25,Stim8hr
GALNT10,0.1011374369263649,BCL2L1,NAVITOCLAX,False,19,Stim8hr
GPX7,0.1011004522442817,SRC,BOSUTINIB; DASATINIB ANHYDROUS; TIRBANIBULIN; VANDETANIB,False,33,Stim8hr
SRSF6,0.1010986864566803,PDE3B,AMINOPHYLLINE; ANAGRELIDE; ANAGRELIDE HYDROCHLORIDE; DIPYRIDAMOLE; ENOXIMONE; ENSIFENTRINE; LEVOSIMENDAN; OXTRIPHYLLINE; PENTOXIFYLLINE; THEOPHYLLINE,False,125,Stim8hr
TTC39B,0.1010380163788795,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,6,Stim8hr
ASH1L,0.1010247841477394,AHR,TAPINAROF,False,26,Stim8hr
SSR2,0.1010022908449173,IGF1R,MASOPROCOL; MECASERMIN; TEPROTUMUMAB,False,82,Stim8hr
ZNF260,0.1009962260723114,VEGFA,ABICIPAR PEGOL; AFLIBERCEPT; BEVACIZUMAB; BEVACIZUMAB GAMMA; BROLUCIZUMAB; FARICIMAB; PEGAPTANIB SODIUM; RANIBIZUMAB,False,16,Stim8hr
PSMB6,0.100991740822792,ATP1B3,ACETYLDIGITOXIN; DESLANOSIDE; DIGITOXIN; DIGOXIN; LANATOSIDE C,True,65,Stim8hr
SIT1,0.1009693518280983,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,6,Stim8hr
FCSK,0.1009653136134147,BRD4,PELABRESIB,False,14,Stim8hr
PICK1,0.1009608507156372,ITGB2,EFALIZUMAB; LIFITEGRAST,False,9,Stim8hr
MCPH1,0.1008999049663543,IL4R,DUPILUMAB,False,71,Stim8hr
CSTB,0.1008968651294708,IFNGR2,INTERFERON GAMMA-1B,False,35,Stim8hr
ABHD2,0.1008875370025634,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,19,Stim8hr
SPTY2D1,0.1008612737059593,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,50,Stim8hr
ATF1,0.1007472351193428,ITGAL,EFALIZUMAB; LIFITEGRAST; ODULIMOMAB,False,27,Stim8hr
CDCA4,0.1005795001983642,HDAC1,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,13,Stim8hr
GTPBP3,0.1005677431821823,S1PR4,ETRASIMOD; ETRASIMOD ARGININE; FINGOLIMOD; FINGOLIMOD HYDROCHLORIDE; FINGOLIMOD LAURYL SULFATE,False,44,Stim8hr
GZMM,0.1005032211542129,NDUFV1,METFORMIN; METFORMIN HYDROCHLORIDE,False,22,Stim8hr
GPR180,0.1004605144262313,NDUFS3,METFORMIN; METFORMIN HYDROCHLORIDE,False,26,Stim8hr
PRRC2A,0.1004342511296272,PPAT,AZATHIOPRINE; AZATHIOPRINE SODIUM; MERCAPTOPURINE,False,163,Stim8hr
PARP6,0.1003277748823165,PNP,FORODESINE HYDROCHLORIDE,False,14,Stim8hr
MIEN1,0.1003091409802436,HDAC3,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,34,Stim8hr
ZNF626,0.1002866998314857,PDE3B,AMINOPHYLLINE; ANAGRELIDE; ANAGRELIDE HYDROCHLORIDE; DIPYRIDAMOLE; ENOXIMONE; ENSIFENTRINE; LEVOSIMENDAN; OXTRIPHYLLINE; PENTOXIFYLLINE; THEOPHYLLINE,False,30,Stim8hr
KLHL18,0.100207544863224,PSENEN,NIROGACESTAT; NIROGACESTAT HYDROBROMIDE,False,21,Stim8hr
CD58,0.1001835092902183,CD79B,POLATUZUMAB VEDOTIN,False,13,Stim8hr
SZRD1,0.1001167744398117,NDUFB2,METFORMIN; METFORMIN HYDROCHLORIDE,False,125,Stim8hr
PBX3,0.100084975361824,AHR,TAPINAROF,False,15,Stim8hr
SMAP1,0.1000577807426452,PDE3B,AMINOPHYLLINE; ANAGRELIDE; ANAGRELIDE HYDROCHLORIDE; DIPYRIDAMOLE; ENOXIMONE; ENSIFENTRINE; LEVOSIMENDAN; OXTRIPHYLLINE; PENTOXIFYLLINE; THEOPHYLLINE,False,19,Stim8hr
DNAJB12,0.1000465527176857,NDUFB8,METFORMIN; METFORMIN HYDROCHLORIDE,False,20,Stim8hr
MICAL3,0.1000460684299469,CCR5,MARAVIROC,False,25,Stim8hr
IGSF8,0.0999727621674537,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,25,Stim8hr
TAPT1,0.0999145433306694,PPARA,BEZAFIBRATE; CHOLINE FENOFIBRATE; CIPROFIBRATE; CLOFIBRATE; ELAFIBRANOR; FENOFIBRATE; FENOFIBRIC ACID; GEMFIBROZIL; PEMAFIBRATE; SAROGLITAZAR,False,42,Stim8hr
PPM1B,0.0998581945896148,CYSLTR1,MONTELUKAST; MONTELUKAST SODIUM; PRANLUKAST; ZAFIRLUKAST,False,8,Stim8hr
TRIM35,0.0997869968414306,BCR,ASCIMINIB; ASCIMINIB HYDROCHLORIDE; BOSUTINIB; BOSUTINIB MONOHYDRATE; DASATINIB; DASATINIB ANHYDROUS; IMATINIB; IMATINIB MESYLATE; NILOTINIB; NILOTINIB HYDROCHLORIDE MONOHYDRATE; PONATINIB; PONATINIB HYDROCHLORIDE,False,16,Stim8hr
HLCS,0.0997760072350502,HDAC6,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,17,Stim8hr
FKBP15,0.0997274369001388,TYK2,DELGOCITINIB; DEUCRAVACITINIB; DEURUXOLITINIB PHOSPHATE; FILGOTINIB; FILGOTINIB MALEATE; RUXOLITINIB; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,74,Stim8hr
LRRFIP1,0.0997214838862419,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,23,Stim8hr
PRKAG1,0.0997024849057197,FLT1,AXITINIB; CEDIRANIB; FRUQUINTINIB; LENVATINIB; LENVATINIB MESYLATE; NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB; SORAFENIB; SORAFENIB TOSYLATE; SUNITINIB; SUNITINIB MALATE; SURUFATINIB; TIVOZANIB; TIVOZANIB HYDROCHLORIDE; VANDETANIB,True,9,Stim8hr
CIB1,0.0996327176690101,IL4R,DUPILUMAB,False,51,Stim8hr
ZBTB25,0.0996115282177925,CD2,ALEFACEPT,False,52,Stim8hr
CST7,0.0996079444885253,PRKAB2,ACADESINE,False,6,Stim8hr
SETX,0.0996046513319015,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,21,Stim8hr
SPPL2A,0.0995835438370704,SLC29A1,DIPYRIDAMOLE,False,18,Stim8hr
ZBTB45,0.099548652768135,NTRK2,CENEGERMIN; ENTRECTINIB; LAROTRECTINIB; LAROTRECTINIB SULFATE; LESTAURTINIB; REPOTRECTINIB,False,11,Stim8hr
LPIN1,0.0995434075593948,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,30,Stim8hr
TSHZ1,0.0995096862316131,NDUFS3,METFORMIN; METFORMIN HYDROCHLORIDE,False,18,Stim8hr
BIN2,0.0994143187999725,PSEN1,NIROGACESTAT; NIROGACESTAT HYDROBROMIDE,False,24,Stim8hr
YPEL3,0.0994006618857383,IFNGR1,INTERFERON GAMMA-1B,False,29,Stim8hr
KIF13B,0.099389337003231,NDUFS7,METFORMIN; METFORMIN HYDROCHLORIDE,False,9,Stim8hr
ARHGAP26,0.0993737578392028,GSK3B,LITHIUM CARBONATE; LITHIUM CITRATE,False,40,Stim8hr
TRIP11,0.0993131101131439,ITGB2,EFALIZUMAB; LIFITEGRAST,False,20,Stim8hr
CLCN3,0.0991755798459053,CD79B,POLATUZUMAB VEDOTIN,False,16,Stim8hr
OXCT1,0.0991697758436203,PSMC5,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,False,33,Stim8hr
TMEM187,0.0991553589701652,CD79B,POLATUZUMAB VEDOTIN,False,16,Stim8hr
RGL2,0.0991010516881942,TUBB4B,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,False,26,Stim8hr
TDP2,0.0990199893712997,IDH2,ENASIDENIB MESYLATE; VORASIDENIB,False,18,Stim8hr
IL9R,0.0990089178085327,IMPA1,LITHIUM CARBONATE; LITHIUM CITRATE,False,18,Stim8hr
ZNF25,0.0989007875323295,NDUFV3,METFORMIN; METFORMIN HYDROCHLORIDE,False,6,Stim8hr
IDH3G,0.0988904163241386,RARA,ACITRETIN; ADAPALENE; ALITRETINOIN; ETRETINATE; ISOTRETINOIN; TAZAROTENE; TRETINOIN,False,20,Stim8hr
FOXO4,0.0988874435424804,BRD4,PELABRESIB,False,38,Stim8hr
TRIM59,0.0988868698477745,GSK3B,LITHIUM CARBONATE; LITHIUM CITRATE,False,23,Stim8hr
DIPK2A,0.0988664776086807,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,26,Stim8hr
CTSB,0.098846323788166,CCR4,MOGAMULIZUMAB,False,14,Stim8hr
HES6,0.0988405644893646,CRBN,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,15,Stim8hr
ZGRF1,0.0988395735621452,NTRK2,CENEGERMIN; ENTRECTINIB; LAROTRECTINIB; LAROTRECTINIB SULFATE; LESTAURTINIB; REPOTRECTINIB,False,10,Stim8hr
FUT8,0.098783478140831,PPAT,AZATHIOPRINE; AZATHIOPRINE SODIUM; MERCAPTOPURINE,False,18,Stim8hr
MTFR2,0.0987493917346,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,35,Stim8hr
CTNS,0.098701998591423,VEGFA,ABICIPAR PEGOL; AFLIBERCEPT; BEVACIZUMAB; BEVACIZUMAB GAMMA; BROLUCIZUMAB; FARICIMAB; PEGAPTANIB SODIUM; RANIBIZUMAB,False,51,Stim8hr
BFAR,0.0986992418766021,IL15RA,NOGAPENDEKIN ALFA INBAKICEPT,False,21,Stim8hr
SUB1,0.0986728221178054,PSEN1,NIROGACESTAT; NIROGACESTAT HYDROBROMIDE,False,19,Stim8hr
NDRG3,0.0986724868416786,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,48,Stim8hr
RBM23,0.0985734909772872,GSK3A,LITHIUM CARBONATE; LITHIUM CITRATE,False,17,Stim8hr
CEP128,0.0985701903700828,NR3C1,ALCLOMETASONE DIPROPIONATE; AMCINONIDE; BECLOMETHASONE DIPROPIONATE; BETAMETHASONE; BETAMETHASONE ACETATE; BETAMETHASONE BENZOATE; BETAMETHASONE DIPROPIONATE; BETAMETHASONE SODIUM PHOSPHATE; BETAMETHASONE VALERATE; BUDESONIDE; CICLESONIDE; CLOBETASOL PROPIONATE; CORTISONE ACETATE; DEFLAZACORT; DESONIDE; DESOXIMETASONE; DEXAMETHASONE; DEXAMETHASONE SODIUM PHOSPHATE; DIFLORASONE DIACETATE; DIFLUPREDNATE; FLUMETHASONE PIVALATE; FLUNISOLIDE; FLUOCINOLONE ACETONIDE; FLUOCINONIDE; FLUOROMETHOLONE; FLUPREDNISOLONE; FLURANDRENOLIDE; FLUTICASONE FUROATE; FLUTICASONE PROPIONATE; HALCINONIDE; HALOBETASOL PROPIONATE; HYDROCORTAMATE; HYDROCORTISONE; HYDROCORTISONE ACETATE; HYDROCORTISONE BUTYRATE; HYDROCORTISONE PROBUTATE; HYDROCORTISONE SODIUM SUCCINATE; LOTEPREDNOL ETABONATE; MEDRYSONE; MEPREDNISONE; METHYLPREDNISOLONE; METHYLPREDNISOLONE ACETATE; METHYLPREDNISOLONE SODIUM SUCCINATE; MIFEPRISTONE; MOMETASONE FUROATE; PREDNICARBATE; PREDNISOLONE; PREDNISOLONE ACETATE; PREDNISOLONE SODIUM PHOSPHATE; PREDNISONE; RIMEXOLONE; TRIAMCINOLONE; TRIAMCINOLONE ACETONIDE; TRIAMCINOLONE HEXACETONIDE; VAMOROLONE,False,18,Stim8hr
TNFSF11,0.0985472574830055,PRKCA,MIDOSTAURIN,True,38,Stim8hr
CASP10,0.098529115319252,TGFB1,LUSPATERCEPT,False,31,Stim8hr
KIF4A,0.0985121130943298,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,54,Stim8hr
LRRC8D,0.098448596894741,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,18,Stim8hr
STAU2,0.0984445139765739,BRD4,PELABRESIB,False,14,Stim8hr
VWA5A,0.0984344780445098,NDUFA10,METFORMIN; METFORMIN HYDROCHLORIDE,False,22,Stim8hr
EOGT,0.09842249751091,CCR4,MOGAMULIZUMAB,False,16,Stim8hr
ERF,0.0983579456806182,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,42,Stim8hr
ZNF519,0.0983381420373916,PIK3CD,COPANLISIB; COPANLISIB HYDROCHLORIDE; DUVELISIB; DUVELISIB MONOHYDRATE; IDELALISIB; LENIOLISIB; LENIOLISIB PHOSPHATE; PARSACLISIB; UMBRALISIB; UMBRALISIB TOSYLATE,False,18,Stim8hr
USP20,0.0982335805892944,IL4R,DUPILUMAB,False,11,Stim8hr
UBE3D,0.0982134193181991,PARP2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; OLAPARIB; PAMIPARIB; RUCAPARIB; RUCAPARIB CAMSYLATE; TALAZOPARIB; TALAZOPARIB TOSYLATE; VELIPARIB,False,322,Stim8hr
RAB8B,0.0981493443250656,PRKCH,MIDOSTAURIN,False,15,Stim8hr
POFUT2,0.0981460139155387,ACVR1,DIBOTERMIN ALFA; EPTOTERMIN ALFA; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE,False,35,Stim8hr
YIPF5,0.0981248989701271,ACVR1,DIBOTERMIN ALFA; EPTOTERMIN ALFA; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE,False,20,Stim8hr
MTRF1,0.0981180146336555,PDE7B,DIPYRIDAMOLE; FLAVOXATE; FLAVOXATE HYDROCHLORIDE; PENTOXIFYLLINE,False,15,Stim8hr
STARD7,0.0980912074446678,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,36,Stim8hr
SECISBP2,0.0980776771903038,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,34,Stim8hr
PDIK1L,0.098052330315113,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,18,Stim8hr
ABCB8,0.0980340540409088,PPARA,BEZAFIBRATE; CHOLINE FENOFIBRATE; CIPROFIBRATE; CLOFIBRATE; ELAFIBRANOR; FENOFIBRATE; FENOFIBRIC ACID; GEMFIBROZIL; PEMAFIBRATE; SAROGLITAZAR,False,20,Stim8hr
FNIP1,0.0979989394545555,PSMB5,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,False,30,Stim8hr
FKBP11,0.0979958474636077,NDUFA10,METFORMIN; METFORMIN HYDROCHLORIDE,False,32,Stim8hr
DHX34,0.0979913026094436,CD2,ALEFACEPT,False,46,Stim8hr
SH2D4A,0.0979775115847587,PSMB10,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,False,57,Stim8hr
KPNA6,0.0979024395346641,TYK2,DELGOCITINIB; DEUCRAVACITINIB; DEURUXOLITINIB PHOSPHATE; FILGOTINIB; FILGOTINIB MALEATE; RUXOLITINIB; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,54,Stim8hr
RASSF2,0.0978488326072692,AHR,TAPINAROF,False,27,Stim8hr
ADAR,0.0977685302495956,PRKCH,MIDOSTAURIN,False,58,Stim8hr
PDE8A,0.097763180732727,PRKCA,MIDOSTAURIN,True,18,Stim8hr
DDHD2,0.0977611169219017,PPP3CA,VOCLOSPORIN,False,24,Stim8hr
GFOD1,0.0977602079510688,PRKCI,MIDOSTAURIN,False,14,Stim8hr
