gene,kNN_max_score,nearest_approved_target,is_approved_target,n_downstream_z3,culture_condition
PLCXD1,0.11768984794616699,NDUFAF3,False,39,Stim48hr
SH2D1A,0.11768107116222382,CD2,False,12,Stim48hr
TPR,0.1176690086722374,IMPDH2,False,71,Stim48hr
TDRD3,0.11766058951616287,NDUFB8,False,23,Stim48hr
STAU2,0.1176290363073349,CD2,False,11,Stim48hr
ABHD8,0.11759226769208908,IL2RB,False,15,Stim48hr
CHPF,0.11756432056427002,PRKCA,False,15,Stim48hr
RAB5B,0.11750785261392593,IL2RB,False,78,Stim48hr
PPARG,0.11744686216115952,NDUFA13,True,13,Stim48hr
LAPTM5,0.1174064576625824,NDUFS2,False,10,Stim48hr
RSU1,0.117377869784832,NDUFB6,False,36,Stim48hr
SAFB,0.11718785762786865,RXRB,False,42,Stim48hr
KCTD13,0.1171337142586708,ITK,False,8,Stim48hr
PXYLP1,0.1171313151717186,VKORC1,False,18,Stim48hr
GIMAP6,0.11711272597312927,NDUFAF4,False,13,Stim48hr
ZNF490,0.11703735589981079,INSR,False,22,Stim48hr
SLC29A1,0.11701193451881409,AHR,True,40,Stim48hr
FRS2,0.11698251217603683,NDUFB6,False,21,Stim48hr
TRAFD1,0.11695347726345062,RRM2B,False,20,Stim48hr
PTGIR,0.11693229526281357,PDE6D,True,22,Stim48hr
ZC3H7A,0.11693188548088074,UGCG,False,83,Stim48hr
EIF4ENIF1,0.11692511290311813,PDE6D,False,45,Stim48hr
MDC1,0.11690118908882141,PSMB9,False,35,Stim48hr
LARP1B,0.1168786808848381,NDUFA8,False,17,Stim48hr
KANSL1L,0.11684239655733109,PIK3CA,False,16,Stim48hr
CHURC1,0.11681666225194931,TNFRSF8,False,51,Stim48hr
CCM2,0.1167813241481781,IL4R,False,25,Stim48hr
ARPC1A,0.11676350980997086,INSR,False,37,Stim48hr
ADIPOR1,0.11674625426530838,DPP4,False,15,Stim48hr
STX3,0.11669620871543884,PRKCA,False,25,Stim48hr
DENND1B,0.1166260838508606,PIK3CG,False,35,Stim48hr
MAP3K2,0.1165883019566536,RRM2B,False,18,Stim48hr
BMPR1A,0.1165652796626091,CCR5,False,12,Stim48hr
FBXL17,0.11653279513120651,PRKCD,False,41,Stim48hr
CERS6,0.11650688201189041,PRKCD,False,23,Stim48hr
TBC1D22B,0.11649194359779358,PDE6D,False,34,Stim48hr
AUH,0.11648858338594437,INSR,False,10,Stim48hr
VEZF1,0.11647851765155792,IDH1,False,96,Stim48hr
SYNCRIP,0.11644577980041504,INSR,False,115,Stim48hr
SIRT5,0.1164376437664032,CUL4A,False,13,Stim48hr
CCDC85C,0.11642616242170334,IDH2,False,7,Stim48hr
SYNJ2BP,0.11639534682035446,PRKAG1,False,8,Stim48hr
PDE7A,0.11639075726270676,LAG3,True,24,Stim48hr
NIPSNAP3A,0.11637342721223831,IL17RA,False,27,Stim48hr
BATF3,0.11634039133787155,RRM2B,False,34,Stim48hr
ZNF717,0.11631105840206146,IL2RB,False,34,Stim48hr
TRAPPC13,0.11619848012924194,NDUFB2,False,36,Stim48hr
TM7SF3,0.11618579179048538,NDUFB9,False,8,Stim48hr
AP4E1,0.11616324633359909,NDUFAF3,False,10,Stim48hr
CLU,0.11613324284553528,RXRB,False,32,Stim48hr
LBHD1,0.11612406373023987,CD2,False,10,Stim48hr
GPT2,0.11608372628688812,NDUFB9,False,55,Stim48hr
MEAF6,0.11606284976005554,PDE6D,False,300,Stim48hr
CPLANE1,0.11598972231149673,NDUFB8,False,23,Stim48hr
ZNF445,0.11597587913274765,THRA,False,22,Stim48hr
CSNK1D,0.1158963069319725,AHR,False,45,Stim48hr
BRCC3,0.11580600589513779,PRKCD,False,25,Stim48hr
CPPED1,0.11579415202140808,DPP4,False,15,Stim48hr
BAG1,0.11574861407279968,RRM2B,False,28,Stim48hr
VIPAS39,0.11574801802635193,ITK,False,19,Stim48hr
CSNK1G3,0.11572229862213135,CD2,False,40,Stim48hr
KHK,0.11567500978708267,HDAC6,False,23,Stim48hr
LLPH,0.1156294047832489,CD274,False,19,Stim48hr
BTG2,0.11558356136083603,IL4R,False,16,Stim48hr
SEL1L3,0.11557268351316452,PSMB9,False,33,Stim48hr
DHX9,0.1155686005949974,HDAC7,False,227,Stim48hr
CTSW,0.11555705219507217,INSR,False,17,Stim48hr
TMEM102,0.11552640050649643,GSK3A,False,18,Stim48hr
CAMSAP2,0.11547372490167618,CUL4A,False,15,Stim48hr
ADPGK,0.11547345668077469,TNF,False,6,Stim48hr
GNPTG,0.11542345583438873,PIK3CD,False,28,Stim48hr
SPG7,0.11540412157773972,KCNQ5,False,31,Stim48hr
MAN1B1,0.11536668986082077,PRKAB1,False,19,Stim48hr
JPT2,0.11534112691879272,IL2RB,False,22,Stim48hr
CDK17,0.11529913544654846,PARP1,False,24,Stim48hr
ADRM1,0.11528615653514862,CD274,True,82,Stim48hr
ANO8,0.11528454720973969,PIK3CD,False,12,Stim48hr
GOT2,0.11525655537843704,CCR5,False,18,Stim48hr
TUBA1C,0.11525365710258484,NDUFC1,True,28,Stim48hr
SWI5,0.11523177474737167,VKORC1,False,7,Stim48hr
DUSP19,0.11522196233272552,RXRB,False,10,Stim48hr
ATG2A,0.11516300588846207,CUL4A,False,41,Stim48hr
SNX14,0.1151358112692833,PRKCA,False,34,Stim48hr
GRAMD2B,0.11500505357980728,PRKAG1,False,16,Stim48hr
CD83,0.11499488353729248,ODC1,False,24,Stim48hr
DYNLT3,0.11498154699802399,INSR,False,7,Stim48hr
DNAJB1,0.11495823413133621,AHR,False,22,Stim48hr
MKS1,0.11491605639457703,IL6ST,False,43,Stim48hr
SELENOF,0.11489421129226685,GPD2,False,48,Stim48hr
RP2,0.11487282067537308,NDUFA4,False,27,Stim48hr
TM9SF3,0.11470004171133041,THRA,False,124,Stim48hr
CHAC2,0.11465539783239365,CCR5,False,40,Stim48hr
NCKIPSD,0.1145692840218544,CD2,False,28,Stim48hr
FZD3,0.11450674384832382,NDUFB2,False,31,Stim48hr
ZNF362,0.1144849881529808,ACVR1,False,29,Stim48hr
FKBP5,0.114482581615448,DPP4,False,33,Stim48hr
YIPF2,0.11443299800157547,PDE6D,False,31,Stim48hr
MAIP1,0.11440207809209824,ATP1B3,False,34,Stim48hr
ACVR1C,0.1143844872713089,NDUFV2,False,23,Stim48hr
SPICE1,0.11435598134994507,IL2RB,False,26,Stim48hr
ZMYM4,0.11430041491985321,EML4,False,29,Stim48hr
NFXL1,0.11427026987075806,ITK,False,22,Stim48hr
AKAP9,0.11426284164190292,IL2RB,False,18,Stim48hr
B4GALT7,0.11425526440143585,TYK2,False,23,Stim48hr
LST1,0.11424298584461212,CUL4A,False,19,Stim48hr
CEP41,0.11422795802354813,NDUFB6,False,28,Stim48hr
MRM1,0.11413770914077759,NDUFS8,False,32,Stim48hr
IRGQ,0.11410292983055115,PIK3CG,False,39,Stim48hr
SLC10A7,0.11405307799577713,PDE7B,False,40,Stim48hr
GOLGA2,0.11403387784957886,PSMB8,False,20,Stim48hr
LMAN2L,0.11399052292108536,RXRB,False,24,Stim48hr
RWDD1,0.11397673934698105,PRKCH,False,70,Stim48hr
MBTD1,0.11396531760692596,INSR,False,12,Stim48hr
VKORC1L1,0.11394506692886353,CD2,False,44,Stim48hr
PPP2CB,0.11391457915306091,GSK3A,False,30,Stim48hr
DNAJB12,0.11385611444711685,PIK3CG,False,20,Stim48hr
CYBA,0.11380723118782043,NDUFB6,False,24,Stim48hr
MIF,0.11380228400230408,IMPDH2,True,19,Stim48hr
TMEM167B,0.11378547549247742,CD2,False,18,Stim48hr
PPP1R9B,0.11370532959699631,HDAC6,False,70,Stim48hr
BRPF3,0.1136949360370636,APH1B,False,25,Stim48hr
MLH1,0.11367443948984146,GPD2,False,30,Stim48hr
RIOX1,0.113632932305336,INSR,False,23,Stim48hr
SWAP70,0.11361407488584518,DPP4,False,10,Stim48hr
BTBD3,0.11359603703022003,ITGAL,False,18,Stim48hr
DNAJC12,0.11358346045017242,DPP4,False,23,Stim48hr
ASAH1,0.1135752946138382,TYK2,False,26,Stim48hr
GRN,0.1135474368929863,INSR,False,23,Stim48hr
LEMD2,0.11353050917387009,PRKAB1,False,21,Stim48hr
RABEP1,0.1135028526186943,RARA,False,50,Stim48hr
RBM6,0.11349329352378845,NDUFA8,False,78,Stim48hr
PDCD6,0.11345697939395905,NDUFA6,False,16,Stim48hr
UBE2D4,0.11344986408948898,RXRB,False,29,Stim48hr
PUS3,0.11327613145112991,PNP,False,25,Stim48hr
SPHK2,0.11325336992740631,RXRB,False,23,Stim48hr
TMEM116,0.1132342740893364,CD3E,False,12,Stim48hr
FAN1,0.11318919062614441,THRA,False,13,Stim48hr
BTN3A2,0.11318165808916092,NDUFB6,False,17,Stim48hr
H2BC9,0.11317769438028336,RXRB,False,26,Stim48hr
SECISBP2,0.1131342276930809,GSK3A,False,24,Stim48hr
ODF2,0.11310340464115143,PRKCA,False,14,Stim48hr
CSTB,0.1131010502576828,NDUFA13,False,28,Stim48hr
PHF1,0.11309349536895752,DPP4,False,17,Stim48hr
MORC4,0.11308488994836807,SIGMAR1,False,16,Stim48hr
PARP11,0.11306294053792953,ITK,False,11,Stim48hr
FNBP1,0.11300539970397949,NDUFB8,False,41,Stim48hr
KCNK5,0.11299335956573486,APH1B,False,39,Stim48hr
BAZ2A,0.1129707470536232,AHR,False,21,Stim48hr
ACAA2,0.11295923590660095,CD2,False,19,Stim48hr
SMDT1,0.1129380315542221,RRM2B,False,32,Stim48hr
ZXDC,0.11293268948793411,ITK,False,18,Stim48hr
AFTPH,0.11290233582258224,CSF2RB,False,32,Stim48hr
CHI3L2,0.1128939688205719,PRKAB1,False,21,Stim48hr
USP53,0.11288626492023468,RXRB,False,19,Stim48hr
TRAF2,0.11287287622690201,CXCR4,False,90,Stim48hr
ZNF346,0.11283566057682037,RRM2B,False,25,Stim48hr
PDIK1L,0.11281979829072952,PRKCQ,False,20,Stim48hr
TMSB15B,0.11281178146600723,NDUFA4,False,21,Stim48hr
ST3GAL5,0.1128041222691536,NDUFS2,False,14,Stim48hr
TMEM170A,0.11274634301662445,TEC,False,35,Stim48hr
NELFCD,0.1126793622970581,INSR,False,144,Stim48hr
TMEM35B,0.11267022788524628,CD3G,False,31,Stim48hr
STN1,0.1126335859298706,PRKAG1,False,39,Stim48hr
SLC38A9,0.11262670159339905,PDE3B,False,17,Stim48hr
HSPA14,0.11256866902112961,VKORC1,False,43,Stim48hr
PUS7,0.11254507303237915,PRKCA,False,23,Stim48hr
ASCC1,0.11252733319997787,CD3E,False,41,Stim48hr
SLC25A5,0.11247923225164413,TYK2,False,14,Stim48hr
GATD1,0.1124696433544159,BCR,False,7,Stim48hr
GSK3B,0.11245884746313095,BRD3,True,32,Stim48hr
ZNF707,0.11241016536951065,PRKCA,False,13,Stim48hr
BIN1,0.11239226162433624,AHR,False,16,Stim48hr
KIAA1328,0.1123788133263588,INSR,False,18,Stim48hr
TMEM115,0.11234091222286224,BRD2,False,26,Stim48hr
BCL7B,0.11233814805746078,CUL4A,False,10,Stim48hr
CLN6,0.11229930073022842,IL23A,False,15,Stim48hr
C15orf61,0.11229177564382553,PRKCA,False,32,Stim48hr
GAB3,0.11210250109434128,DPP4,False,20,Stim48hr
DCP1B,0.11208713799715042,GPD2,False,31,Stim48hr
PITHD1,0.11206085979938507,INSR,False,34,Stim48hr
IFRD1,0.11205588281154633,PDE6D,False,15,Stim48hr
TMEM187,0.11202266067266464,AHR,False,16,Stim48hr
DHRS7B,0.11199086904525757,NDUFAF3,False,11,Stim48hr
IRAK4,0.11198106408119202,IL2RB,False,26,Stim48hr
FLNB,0.11194455623626709,ITK,False,15,Stim48hr
GCC2,0.11188791692256927,ITGB2,False,11,Stim48hr
PPID,0.11188341677188873,DPP4,False,30,Stim48hr
TEX30,0.11187250167131424,AHR,False,18,Stim48hr
USP11,0.11184220761060715,IDH2,False,17,Stim48hr
TOLLIP,0.11184018105268478,IL4R,False,29,Stim48hr
TOE1,0.11181586980819702,IL2RB,False,115,Stim48hr
IQCB1,0.11179537326097488,PPP3CA,False,8,Stim48hr
COTL1,0.11159577965736389,NDUFB6,False,19,Stim48hr
IL17RA,0.1115734651684761,CD274,True,25,Stim48hr
STC2,0.11156562715768814,IL17RA,False,23,Stim48hr
ARF3,0.11151405423879623,PRKAB2,False,24,Stim48hr
FUOM,0.11150751262903214,INSR,False,18,Stim48hr
ALAS1,0.11149360984563828,IL2RB,False,61,Stim48hr
SETBP1,0.11144012212753296,NDUFS8,False,21,Stim48hr
FASLG,0.11136344820261002,PRKCA,False,16,Stim48hr
ERMP1,0.11135296523571014,PRKCA,False,50,Stim48hr
UBE2H,0.11130841821432114,CD2,False,90,Stim48hr
IFRD2,0.11128981411457062,NDUFA8,False,35,Stim48hr
TMEM200A,0.11125853657722473,ITGAL,False,19,Stim48hr
DUSP3,0.11111356317996979,IL4R,False,14,Stim48hr
SBNO1,0.11107885092496872,PDE6D,False,88,Stim48hr
AGO3,0.11107458174228668,DPP4,False,20,Stim48hr
PILRB,0.11105498671531677,HDAC2,False,20,Stim48hr
ANKRD52,0.11104854196310043,THRA,False,46,Stim48hr
PLA2G4A,0.11100505292415619,CD3E,False,27,Stim48hr
SPNS1,0.11100345849990845,PSMB10,False,23,Stim48hr
STRAP,0.11099351942539215,CD3E,False,532,Stim48hr
MTMR2,0.11086110025644302,DPP4,False,42,Stim48hr
MYCBP,0.11082591116428375,PDE6D,False,17,Stim48hr
ACP2,0.1107618659734726,AHR,False,16,Stim48hr
TPCN1,0.11075138300657272,TEC,False,42,Stim48hr
STK39,0.11074277013540268,RRM2B,False,9,Stim48hr
MTFR1L,0.11053735762834549,INSR,False,24,Stim48hr
PPP2R5A,0.11050982773303986,KIF5B,False,18,Stim48hr
IFNGR1,0.11048952490091324,AHR,True,38,Stim48hr
PCGF6,0.1104876920580864,S1PR4,False,107,Stim48hr
MAPKAPK3,0.11044536530971527,IL4R,False,12,Stim48hr
EBPL,0.11039690673351288,TYK2,False,7,Stim48hr
MEF2D,0.11038591712713242,HDAC8,False,89,Stim48hr
SCAMP3,0.11036449670791626,RXRB,False,16,Stim48hr
TRAF3IP3,0.1103331670165062,PRKCA,False,22,Stim48hr
IDH3B,0.11031486839056015,NDUFS7,False,18,Stim48hr
ZFR,0.11028163880109787,PDE6D,False,75,Stim48hr
MYADM,0.1102280393242836,RRM2B,False,14,Stim48hr
JAML,0.11020488291978836,IL4R,False,24,Stim48hr
IGSF9B,0.11018247902393341,BCR,False,14,Stim48hr
DDX55,0.11018039286136627,IL2RB,False,53,Stim48hr
ZNF224,0.11013472080230713,VKORC1,False,16,Stim48hr
TMCC1,0.1101251170039177,PARP2,False,12,Stim48hr
COA8,0.11003859341144562,CCR5,False,45,Stim48hr
SOCS1,0.11002075672149658,NDUFB8,False,39,Stim48hr
KRTCAP2,0.11000877618789673,ALOX5,False,9,Stim48hr
FARP2,0.11000259220600128,PDE6D,False,14,Stim48hr
MPV17L2,0.10999644547700882,PNP,False,36,Stim48hr
DDX39B,0.10990164428949356,RRM2B,False,146,Stim48hr
AMN1,0.10989236831665039,CD274,False,29,Stim48hr
MFSD9,0.10987158864736557,RRM2B,False,19,Stim48hr
KIF3C,0.10986869782209396,PIK3CA,False,27,Stim48hr
INPP5E,0.10983623564243317,CUL4A,False,26,Stim48hr
PXK,0.10977901518344879,CD79B,False,13,Stim48hr
TMEM256,0.10975633561611176,CD52,False,25,Stim48hr
LXN,0.10972391068935394,CD2,False,15,Stim48hr
UBE2V1,0.10966945439577103,HDAC3,False,43,Stim48hr
SCARF1,0.10963097214698792,NDUFS3,False,24,Stim48hr
OTUB2,0.10962612181901932,IMPDH2,False,11,Stim48hr
C12orf76,0.10959845036268234,TYK2,False,16,Stim48hr
MARCHF8,0.10955286771059036,IL2RB,False,41,Stim48hr
CEP295,0.10955123603343964,CD3E,False,58,Stim48hr
GMPPA,0.1095447838306427,IDH1,False,12,Stim48hr
ITM2B,0.1095198541879654,LCK,False,56,Stim48hr
SLC2A13,0.1094551831483841,LAG3,False,19,Stim48hr
ZNF771,0.10941459238529205,NR3C1,False,20,Stim48hr
PIGW,0.10939741134643555,SIGMAR1,False,31,Stim48hr
IP6K2,0.10939709097146988,ITK,False,45,Stim48hr
BRD7,0.10933999717235565,RRM2B,False,53,Stim48hr
ZDHHC20,0.10929642617702484,EML4,False,23,Stim48hr
TMEM120A,0.10923470556735992,IDH2,False,20,Stim48hr
FUBP1,0.10922550410032272,CSF2RB,False,702,Stim48hr
STEEP1,0.10921704024076462,PDE6D,False,25,Stim48hr
SLC38A7,0.10920599102973938,BRD4,False,7,Stim48hr
PCBD1,0.10912778973579407,PRKCA,False,25,Stim48hr
AGTPBP1,0.1091114804148674,IL4R,False,40,Stim48hr
SNAPIN,0.10905428230762482,FLT1,False,28,Stim48hr
REEP4,0.1090361475944519,AHR,False,32,Stim48hr
RCCD1,0.10903150588274002,ACVR1,False,41,Stim48hr
LIN7B,0.10902827233076096,IL2RB,False,45,Stim48hr
ACTR5,0.10894307494163513,IL2RB,False,345,Stim48hr
WWC3,0.10893158614635468,IL3RA,False,34,Stim48hr
GBP4,0.10891608148813248,ITGAL,False,9,Stim48hr
PARP9,0.10887259989976883,CXCR4,False,44,Stim48hr
REXO4,0.10874354094266891,VKORC1,False,22,Stim48hr
RAB11FIP5,0.1086815595626831,PDE6D,False,56,Stim48hr
NRDC,0.10866136103868484,PDE6D,False,13,Stim48hr
RAB27A,0.10865609347820282,BCL2L1,False,25,Stim48hr
CRYBG1,0.10865262150764465,NDUFAF3,False,17,Stim48hr
TMCO1,0.10865253955125809,CSF2RB,False,56,Stim48hr
ARHGAP12,0.10864351689815521,SIGMAR1,False,18,Stim48hr
RNPEP,0.1086275577545166,AHR,False,14,Stim48hr
CD46,0.1086081713438034,BRD3,False,19,Stim48hr
LRP12,0.10859518498182297,LCK,False,24,Stim48hr
HERC3,0.10856889933347702,INSR,False,24,Stim48hr
RENBP,0.10854581743478775,NDUFB8,False,38,Stim48hr
CBS,0.10854387283325195,ROCK2,False,15,Stim48hr
ATG13,0.10849694162607193,PDE6D,False,20,Stim48hr
SELPLG,0.10846772789955139,AHR,False,8,Stim48hr
WHAMM,0.10846693068742752,KCNA3,False,26,Stim48hr
LOXL2,0.10836214572191238,IRAK1,False,84,Stim48hr
RSRC2,0.10834518820047379,HDAC7,False,24,Stim48hr
STRADA,0.10831290483474731,EML4,False,26,Stim48hr
GALC,0.10829077661037445,INSR,False,28,Stim48hr
SDR39U1,0.10825362801551819,NDUFA4,False,37,Stim48hr
ZNF438,0.10821352899074554,PIK3CA,False,13,Stim48hr
ZMAT3,0.10813044756650925,IL4R,False,22,Stim48hr
FBXO31,0.10809998959302902,PDCD1,False,27,Stim48hr
SLC25A46,0.10801972448825836,ITGB2,False,22,Stim48hr
TSEN15,0.10797004401683807,ITGB2,False,22,Stim48hr
RCN3,0.1078631579875946,NDUFS7,False,26,Stim48hr
TGFB1,0.10771916061639786,SIGMAR1,True,39,Stim48hr
CHD8,0.1077105700969696,RARA,False,86,Stim48hr
ZNF566,0.10764022916555405,HDAC7,False,37,Stim48hr
GOLIM4,0.10762626677751541,NDUFAF2,False,44,Stim48hr
RELA,0.10760615766048431,ITGAL,False,105,Stim48hr
LATS1,0.1075868085026741,IL2RB,False,11,Stim48hr
PPP1R7,0.10748710483312607,NDUFB10,False,515,Stim48hr
ARHGEF2,0.10745755583047867,NDUFV3,False,20,Stim48hr
SH3BP5L,0.10735360532999039,TEC,False,13,Stim48hr
XPO4,0.10732027143239975,CD3E,False,37,Stim48hr
DXO,0.10731381177902222,VKORC1,False,18,Stim48hr
SMAP1,0.10724833607673645,ITK,False,15,Stim48hr
UBAC2,0.10724686831235886,ITGAL,False,18,Stim48hr
ADAM15,0.10717738419771194,IRAK1,False,32,Stim48hr
TMEM131,0.10717680305242538,ROCK1,False,81,Stim48hr
TRIB1,0.10708396881818771,VKORC1,False,25,Stim48hr
ZNF473,0.10707395523786545,ADORA2A,False,13,Stim48hr
TXK,0.10704231262207031,IL4R,True,7,Stim48hr
MIER3,0.10703500360250473,HDAC2,False,37,Stim48hr
DAP3,0.10690054297447205,INSR,False,31,Stim48hr
SHPRH,0.10689757764339447,ITGAL,False,21,Stim48hr
ZBTB49,0.10688704252243042,PIK3CA,False,16,Stim48hr
CCNB1IP1,0.10685340315103531,HDAC7,False,50,Stim48hr
KLHDC7B,0.1068490743637085,BCL2L1,False,25,Stim48hr
TTC17,0.10679216682910919,JAK2,False,23,Stim48hr
RIMOC1,0.1066761463880539,CUL4A,False,15,Stim48hr
CDK16,0.10661841928958893,IDH1,False,18,Stim48hr
ADARB1,0.10660852491855621,NDUFS3,False,21,Stim48hr
SLC25A20,0.1066080629825592,CUL4A,False,12,Stim48hr
ZNF451,0.10656842589378357,TNF,False,32,Stim48hr
PDE8A,0.10656461119651794,GSK3A,True,24,Stim48hr
CXorf65,0.10653218626976013,IL2RB,False,14,Stim48hr
SNRPA,0.10651969164609909,DPP4,False,46,Stim48hr
VCPKMT,0.10644099861383438,IL2RB,False,13,Stim48hr
DBF4,0.10632892698049545,IL3RA,False,72,Stim48hr
TRIM46,0.10629507154226303,CD2,False,31,Stim48hr
POMGNT1,0.10623148828744888,INSR,False,8,Stim48hr
CHPF2,0.10619860887527466,NDUFA9,False,23,Stim48hr
FIS1,0.10619552433490753,RXRB,False,59,Stim48hr
ZNF646,0.10613126307725906,PDE6D,False,18,Stim48hr
BTF3L4,0.10613051056861877,IL4R,False,18,Stim48hr
PCSK7,0.10605969280004501,MAP2K2,False,30,Stim48hr
ZDHHC8,0.10604690760374069,TEC,False,24,Stim48hr
LAPTM4B,0.1060372143983841,GPD2,False,37,Stim48hr
TMEM68,0.10598114132881165,HDAC7,False,19,Stim48hr
FAM13B,0.10589706152677536,CDK4,False,88,Stim48hr
ACP1,0.10586456954479218,BRD4,False,13,Stim48hr
PRDX2,0.10584578663110733,ITK,False,16,Stim48hr
FRYL,0.10579127073287964,AHR,False,20,Stim48hr
SIVA1,0.10574659705162048,BCL2L1,False,27,Stim48hr
TNFAIP8L2,0.10573626309633255,PNP,False,22,Stim48hr
PITPNA,0.10569944977760315,NDUFAF3,False,12,Stim48hr
MIDN,0.10564585030078888,CCDC6,False,41,Stim48hr
DPCD,0.10563718527555466,RXRB,False,24,Stim48hr
NPHP3,0.10559909045696259,NDUFS7,False,25,Stim48hr
S1PR4,0.10558708012104034,NDUFS5,True,53,Stim48hr
ERG28,0.10558243840932846,CD2,False,15,Stim48hr
SNX18,0.1055748388171196,GSK3A,False,20,Stim48hr
ZBED2,0.10555599629878998,ROCK1,False,36,Stim48hr
ZNF180,0.10548972338438034,CD274,False,43,Stim48hr
PPP6R2,0.10548756271600723,DPP4,False,33,Stim48hr
SLC35F5,0.10535964369773865,ADORA2A,False,20,Stim48hr
RNF146,0.10531455278396606,ACVR1,False,15,Stim48hr
CDK5RAP2,0.1053052470088005,NDUFAF3,False,13,Stim48hr
IVD,0.10530365258455276,NDUFA4,False,27,Stim48hr
TGOLN2,0.10528043657541275,HDAC4,False,16,Stim48hr
TBPL1,0.10526224970817566,PSMB8,False,103,Stim48hr
PKP4,0.10522200167179108,NDUFB11,False,15,Stim48hr
KCTD12,0.10517203062772751,NDUFAF3,False,17,Stim48hr
RFFL,0.10514289140701294,GSK3A,False,20,Stim48hr
GATAD1,0.10507030785083771,CCR5,False,171,Stim48hr
CHDH,0.1050165519118309,AHR,False,12,Stim48hr
PPIA,0.10499472916126251,DPP4,True,20,Stim48hr
RO60,0.10493545234203339,NDUFC1,False,328,Stim48hr
ZBED1,0.1049276813864708,INSR,False,93,Stim48hr
CREB3,0.10492362827062607,PRKCA,False,15,Stim48hr
PTTG1IP,0.10492002964019775,BCR,False,27,Stim48hr
EDEM3,0.104885995388031,GPD2,False,15,Stim48hr
MARK3,0.10483279824256897,HDAC4,False,33,Stim48hr
ZFP69B,0.10480726510286331,INSR,False,30,Stim48hr
PRR5,0.1047884151339531,PRKCD,False,22,Stim48hr
STX6,0.10472916066646576,PDE6D,False,10,Stim48hr
AIM2,0.10468576103448868,CUL4A,False,27,Stim48hr
ARMC1,0.10466904193162918,PNP,False,18,Stim48hr
TXNDC12,0.10450723767280579,IMPA1,False,22,Stim48hr
NRBF2,0.10449033975601196,TYK2,False,14,Stim48hr
MYO1C,0.1044774204492569,IL2RB,False,25,Stim48hr
MICAL2,0.10447124391794205,INSR,False,44,Stim48hr
ZBTB5,0.10439502447843552,DPP4,False,19,Stim48hr
RFX1,0.1043928861618042,RXRB,False,208,Stim48hr
AP1G1,0.1043374165892601,CD274,False,25,Stim48hr
COG7,0.10429076105356216,IDH1,False,62,Stim48hr
GSTO2,0.104280486702919,HDAC7,False,102,Stim48hr
FADS2,0.10419594496488571,IL2RB,False,17,Stim48hr
ELP1,0.1041782945394516,ATP1B3,False,187,Stim48hr
EEFSEC,0.10411129146814346,PRKD3,False,46,Stim48hr
CLN3,0.10410969704389572,NDUFAF3,False,17,Stim48hr
FASTK,0.1040690690279007,RRM2B,False,25,Stim48hr
CYSLTR1,0.10390176624059677,CUL4A,True,18,Stim48hr
RMND5A,0.10386427491903305,NDUFA6,False,50,Stim48hr
CDKN3,0.103800468146801,FCGRT,False,18,Stim48hr
CLEC16A,0.1037992462515831,PRKCD,False,24,Stim48hr
TRAF6,0.10373226553201675,NDUFC1,False,93,Stim48hr
PTGR2,0.10372962802648544,PDE7A,False,29,Stim48hr
ELL2,0.10366987437009811,ITK,False,12,Stim48hr
TMED7,0.10363207012414932,NDUFAF3,False,42,Stim48hr
ARF5,0.1036258414387703,IMPA1,False,20,Stim48hr
CD200,0.10348829627037048,CD2,False,16,Stim48hr
NUMB,0.10346496850252151,IFNAR1,False,46,Stim48hr
MTCL3,0.10344520956277847,GART,False,27,Stim48hr
CYP2R1,0.10343275219202042,KCNC4,False,27,Stim48hr
BIN2,0.10338439047336578,PIK3CA,False,21,Stim48hr
SUGP2,0.1033395379781723,EZH2,False,14,Stim48hr
NBEAL1,0.10321880131959915,GPD2,False,18,Stim48hr
ZNF383,0.10316909104585648,CDK4,False,42,Stim48hr
GNAQ,0.10313969850540161,NDUFS7,False,10,Stim48hr
AP3M1,0.10307237505912781,IL4R,False,15,Stim48hr
PPP4R1,0.10299728810787201,NDUFS2,False,34,Stim48hr
MAP3K10,0.10297612100839615,NDUFV2,False,4,Stim48hr
NSMAF,0.10296198725700378,PPP3CA,False,37,Stim48hr
WBP2,0.10285219550132751,IL13,False,25,Stim48hr
SPAG9,0.10282345861196518,PIK3CD,False,21,Stim48hr
HMGXB4,0.10278456658124924,AHR,False,72,Stim48hr
CCSAP,0.10274118930101395,DPP4,False,40,Stim48hr
ZBTB3,0.10273914784193039,THRA,False,18,Stim48hr
SOAT1,0.10265865176916122,CDK4,False,16,Stim48hr
GIN1,0.10264570266008377,RXRB,False,23,Stim48hr
RGCC,0.10247261822223663,DPP4,False,22,Stim48hr
GPR108,0.10244990140199661,ATP1B3,False,46,Stim48hr
IL1RAP,0.10243792086839676,HDAC2,True,12,Stim48hr
ZFP14,0.10239225625991821,DPP4,False,32,Stim48hr
TSC22D2,0.10239046066999435,PSMB8,False,39,Stim48hr
HELZ,0.10237468779087067,IGF1R,False,56,Stim48hr
CENPV,0.10237283259630203,INSR,False,42,Stim48hr
UHRF2,0.1023581251502037,INSR,False,16,Stim48hr
ABHD17B,0.1023499146103859,TYK2,False,15,Stim48hr
GIPC1,0.10232387483119965,CSF2RB,False,24,Stim48hr
TCHP,0.10230473428964615,NDUFAF3,False,12,Stim48hr
EYA3,0.10230346024036407,PRKCA,False,21,Stim48hr
