ensg,gene,n_reg,coef_beta,se_beta,p_beta,signed_log10p,fdr
ENSG00000112297,CRYBG1,10840,0.02455391153361595,0.009552443447914826,0.010170391552914902,1.9926623267235795,0.3864917533434759
ENSG00000147133,TAF1,10840,0.024547025531066535,0.009552487233086599,0.010191910278864636,1.9917444081607565,0.3864917533434759
ENSG00000152457,DCLRE1C,10840,0.02452841436551431,0.009552397205567421,0.010248617161097612,1.989334729712556,0.3864917533434759
ENSG00000152061,RABGAP1L,10840,0.02452352016585502,0.009553262146106488,0.010270642765710629,1.9884023761820677,0.3864917533434759
ENSG00000118680,MYL12B,10840,0.024503224306538052,0.009552740558113948,0.010329534552767696,1.9859192472818086,0.3864917533434759
ENSG00000155265,GOLGA7B,10840,0.024507956904180173,0.009556038067681403,0.010341140021351648,1.985431581388039,0.3864917533434759
ENSG00000162073,PAQR4,10840,0.024465146402429607,0.009552870856055601,0.010449786756417653,1.9808925718932178,0.3864917533434759
ENSG00000043093,DCUN1D1,10840,0.02443810943963727,0.009554033984192998,0.010544607250209337,1.9769695915758334,0.3870768548544056
ENSG00000161542,PRPSAP1,10840,0.024408223317127935,0.009552347064379466,0.010626004614271925,1.9736299998367466,0.3870768548544056
ENSG00000145850,TIMD4,10840,0.02440749972899546,0.00955321235499917,0.010635380698995557,1.9732469596856652,0.3870768548544056
ENSG00000105383,CD33,10840,0.024354082819417158,0.009552995515771726,0.010805547933275896,1.9663532057946538,0.3898338380699746
ENSG00000137145,DENND4C,10840,0.024283881323545663,0.009553744518552936,0.011041558543131198,1.9569696205462455,0.3967108138811971
ENSG00000177917,ARL6IP6,10840,0.024271000469428594,0.009552454582758094,0.011073332385129699,1.9557216637926935,0.3967108138811971
ENSG00000142347,MYO1F,10840,0.024197992500833706,0.00955241336501641,0.011317236416640385,1.9462596116223414,0.3972632278983539
ENSG00000083097,DOP1A,10840,0.024200498248553158,0.009554383183788186,0.011325629055406189,1.9459376667805095,0.3972632278983539
ENSG00000149311,ATM,10840,0.024182825677361103,0.009553140282550157,0.011374816306767727,1.944055608086349,0.3972632278983539
ENSG00000167716,WDR81,10840,0.024127106729017214,0.009552454816002866,0.011559313645707045,1.9370679521379284,0.3972632278983539
ENSG00000197056,ZMYM1,10840,0.024114530764146117,0.009552424287025121,0.011602407227468624,1.9354518955018676,0.3972632278983539
ENSG00000114166,KAT2B,10840,0.024120023025220944,0.009554856319036877,0.011604642160494116,1.935368246859839,0.3972632278983539
ENSG00000129515,SNX6,10840,0.02411225548846098,0.009552410068193773,0.011610143223654381,1.9351624227369546,0.3972632278983539
ENSG00000100336,APOL4,10841,0.024101301641970132,0.009552493689908695,0.011648779418613881,1.93371957846043,0.3972632278983539
ENSG00000049860,HEXB,10840,0.02410214949405471,0.009554083720486325,0.011659748511364285,1.933310816755789,0.3972632278983539
ENSG00000198771,RCSD1,10840,0.024087928640886887,0.009553830816599699,0.011706940094650967,1.9315566039595704,0.3972632278983539
ENSG00000120899,PTK2B,10840,0.024073157301557287,0.009553666154149603,0.01175700348404258,1.9297033531044172,0.39750618506404467
ENSG00000232388,SMIM26,10841,0.024036312978778306,0.009552061053987098,0.011872115585610346,1.9254718838012006,0.39750618506404467
ENSG00000005379,TSPOAP1,10840,0.02401778645524735,0.009552463920637088,0.011941166183069103,1.9229532576170323,0.39750618506404467
ENSG00000152782,PANK1,10840,0.024015371649682756,0.009552562128537747,0.011950599319533227,1.9226103144112785,0.39750618506404467
ENSG00000144815,NXPE3,10840,0.023991740998056166,0.009554265731047982,0.012049905501085641,1.919016358941227,0.39750618506404467
ENSG00000079335,CDC14A,10840,0.023983332240439012,0.009553646073513845,0.012074398172367575,1.9181345066993065,0.39750618506404467
ENSG00000198624,CCDC69,10840,0.02394772183312051,0.009552786017114779,0.012194603599711777,1.9138323123863976,0.39750618506404467
ENSG00000125384,PTGER2,10840,0.023946821069176037,0.009552873892061805,0.012198650314988868,1.9136882179464396,0.39750618506404467
ENSG00000099849,RASSF7,10840,0.023926821713939877,0.009553369504317913,0.012275548589040548,1.9109590903357934,0.39750618506404467
ENSG00000137478,FCHSD2,10840,0.023909576076925062,0.009555175410574176,0.01235478451438798,1.9081648249303234,0.39750618506404467
ENSG00000188404,SELL,10840,0.023891423325501197,0.00955388325770301,0.012409358809000723,1.9062506578974718,0.39750618506404467
ENSG00000152778,IFIT5,10840,0.02387486334359087,0.009552486859145037,0.012457343015046259,1.9045745770149212,0.39750618506404467
ENSG00000132329,RAMP1,10840,0.02386294397887467,0.009552503177195781,0.012501403185417101,1.9030412380733446,0.39750618506404467
ENSG00000182162,P2RY8,10840,0.023846026343575914,0.009553695923753113,0.012574999456577493,1.9004920250398603,0.39750618506404467
