gene,polarization_score
PCBP2,-29.953529999644157
CNTD1,29.941425373932923
DMXL1,-29.926807809046423
EGR2,-29.854012318332845
GCN1,29.851212403750473
SPATS2,-29.840402761997023
PGLYRP1,-29.747916420532416
RTRAF,29.727391635809166
FIBP,-29.72037467639179
ATXN7L3,-29.716960944302393
SORL1,-29.68878316703349
UROD,-29.654063623120425
ARPC1B,-29.609576039361567
OAZ3,29.53066087682664
LY96,29.45954929685475
TIMM13,29.450664567813952
MCUB,29.446685562882333
COL4A1,29.438079139615407
FOXK1,29.433549855487716
NDUFS8,29.424520522474268
HDAC5,-29.40380334732134
PEX19,29.37727706004571
ATF7IP,-29.285192387139283
PAGR1,29.27963788688761
ABHD2,-29.27522439527367
PPP1R15B,29.268904267494
TBX2,29.25062845989885
KYAT3,-29.23401744841697
POLR2M,-29.216820819488063
IL4I1,-29.214414347739865
QRICH1,29.195328961850898
VPS33B,-29.179754293727758
AVEN,29.123549007696933
FBXL20,29.11930920440266
GPS2,29.07538783422155
SOD2,29.019881221430616
CNNM2,-29.011767148477723
CARD19,28.98717471598024
ST8SIA1,-28.986200382871065
ZNF317,28.982221645014988
RNASEH2B,28.970843977072892
UBE2N,28.91861722344869
HPS5,28.91474040359795
GTSE1,28.911605504072813
PPM1F,-28.905232217269965
RBM6,-28.901151158939214
RIN1,28.87209518304877
PAPSS1,28.84538687207744
ZFP14,-28.841523904727588
SETD5,-28.797562909248153
TSC22D2,28.789533762804588
CBX1,28.762278261998212
NDUFAF5,28.74928084144612
DDTL,28.746048380560687
C11orf68,28.730588420542098
DZIP1,28.719868911912755
SKA1,28.700518963568978
TRIM25,-28.680509629110897
NADSYN1,28.662141550017886
ZNF607,-28.655536832172583
AP2B1,28.62769902245314
MNT,28.569568388761734
TTC5,28.569183802868384
OS9,28.56655878705767
AKAP10,-28.52096590577211
PEAK1,-28.519033644601112
MRPL16,-28.49998915799533
LMBR1L,28.379728503504516
TMEM265,28.32733248906491
TRIM33,-28.302090293739006
TRAF3,28.299860301849304
PSMF1,28.27361828007878
DYRK3,-28.188869434637006
ZNF408,-28.185259748094325
SMG6,-28.185162319260755
CIBAR1,28.182340780547694
NF1,28.175782439585745
TBRG1,-28.16192971486008
DPM2,28.12711485585048
LRRFIP1,28.123482568581217
MAP1LC3B,-28.123332798404036
VPS35,28.118126888469487
SRRM1,-28.116098808325816
PPP1R7,-28.112060729709512
DET1,28.110544603720342
ARHGAP30,28.099281453465746
ZNF76,-28.09363052828621
VRK2,-28.085086871292734
TNFAIP8,28.071736508098024
PIK3CG,28.057976558847486
SLC2A11,28.05353883534508
TFAP4,-27.983123439706244
WHR1,27.960205180635676
SPAG8,27.918959373289677
CLEC7A,-27.897393752085723
DYNLL2,-27.87306802089045
BRWD1,-27.79754580587
CA14,-27.776919914610524
NGRN,27.75626599098739
ZFHX3,27.71292905845987
WDR26,-27.680329397672427
AFF4,27.662077998876146
