gene,polarization_score
C1orf216,-19.46525399876636
TENT2,-19.46412854811164
EFR3A,19.454202890278417
GSTCD,-19.434970650953726
ELOA,-19.431054019292088
LAMTOR2,19.392791241506508
CFD,-19.384273482698255
TARBP2,-19.37895054010714
ACAD11,19.37719861598171
MRS2,-19.376940957443658
LMAN1,19.373049770221805
IRF4,-19.368866718866535
STX16,19.31897963168723
MRPL33,19.318750390547812
C1orf115,19.31730393589564
PDCD2L,19.292223562250218
EMILIN2,-19.275494718755628
SAP30,19.268103508615255
CDCA3,19.254839532595867
DPY19L1,19.227898960706586
CLDND1,19.21703861265167
PAIP1,-19.194707964076105
UFC1,-19.193256793048143
ABHD14B,-19.177477165736537
PDSS2,-19.16327941284868
REEP3,19.162079143234404
DHRS4L2,19.15532419400846
ZNF587B,19.138795309426925
RAB33A,19.11000920223159
PTK6,-19.100885657910794
C10orf88,19.10072194387412
PDHA1,-19.099611818827878
NEIL1,19.09606487373294
USP13,19.09606224246131
ALG14,19.086402225104703
ZHX1-C8orf76,-19.06299994629911
EARS2,19.04385310862973
PGGT1B,19.03849171436012
CCNA2,-19.031262653495222
PRKAR1B,-19.021011537032614
INTS6,-19.004256923543828
AHSA1,-18.9986376568667
CLIP4,-18.99142945833864
TM9SF3,18.980554346125757
COQ5,18.979598762972895
SFI1,-18.966628421595132
ZNF746,-18.964062219832382
PIP5K1B,18.956533943642743
CYTH3,18.94500998651604
TMC8,-18.933107868755016
PPP1R1A,-18.92708633359164
SENP5,18.919531810878002
ME3,18.890697535789762
INSR,-18.87084979963765
PLXNA4,-18.847751337420277
ANGPTL4,-18.8214986023584
MRPL35,18.803732225422102
SNPH,-18.796959534193267
MVP,-18.788713962436837
PAICS,18.782666037691683
TMEM131,-18.778481547731566
NAMPT,18.76955446049822
HOXB13,-18.763976873241983
GABPB1,18.753632209149767
ICE2,-18.7495628965428
ZFC3H1,18.747700527695326
ILK,-18.734613829698695
PSMB9,18.718418556734306
B4GALNT3,-18.702435922180985
H2AZ1,18.693953287377287
SMARCB1,18.676408598981716
FBXO42,18.649374356614775
ZNF652,18.622183772470688
SMAD4,18.58330251478202
RASGRP1,18.58200114452781
METTL14,18.543973726045863
KLHDC4,18.527918248451574
SHLD1,-18.505299063125722
PPP1R14B,18.451237862144527
UXS1,18.44787380296697
EGLN1,18.447597392282777
RNF2,-18.444765663749017
TPPP,-18.441464533696873
DNTTIP1,18.43598924265273
ANKLE2,18.4216583950746
E2F4,-18.416711811227955
GNB1L,-18.414632099072964
PNKP,18.389971337155526
APOBEC3B,18.380955108593472
PDLIM2,-18.375301673580278
NR2C2,18.37078293433808
NOAZFP,18.359401495919695
THRAP3,-18.34449888522468
SLC2A1,18.342175053993103
UBE2G1,18.319218251310517
FIGNL1,-18.31287100598801
SPATA33,18.296199319273946
RAMP3,-18.28883469815836
FAM170A,18.287926562556606
FAM131A,18.278853086770567
BAX,18.274532846373056
EIPR1,18.265493840056315
ARMCX3,-18.25902922895136
PPP1R13L,-18.24728565201268
MYC,18.213647997265454
NRG2,-18.202709514223645
PTF1A,18.19404958675409
APOBEC3G,-18.19369520483572
CEPT1,-18.188834805446046
FKBP2,-18.17962721835386
SRR,-18.178276300599652
ACVR2A,-18.177859790799438
LRRC25,-18.166095465168812
DYNLT2B,-18.165535675787154
INPP5D,-18.163016714154367
PRB4,-18.162241700558262
MAP3K10,18.154392044354946
ERGIC3,-18.13991673705082
LRP2BP,18.135418152761098
GINM1,18.133877035357564
COQ6,-18.127423466664133
USP40,18.12636896138919
ALG2,18.124964024272668
COMMD9,-18.122799361704267
ZNF479,18.122266658173928
AP1S2,18.111800274033254
TIA1,18.094130195453904
BLZF1,18.087699958384054
LUC7L3,18.056042346795824
MEMO1,-18.05029769604065
MRGBP,18.03968098397499
TIGD6,-18.036439064949633
YY1,18.00168924237129
UVRAG,18.00027220137002
VARS2,-17.991495448984043
MYL12A,-17.98791812506212
CAND1,17.96544464008505
METTL8,-17.96481588645954
MED13L,17.95650523557766
BCL3,17.9531027644006
PTDSS1,17.94461936516779
WTAP,17.93905118101688
RBIS,-17.90072973988046
SH3PXD2A,-17.88852783907294
TIMCC,17.8444378806486
MFHAS1,17.84179640521056
RAB5B,-17.837223925025633
UBR7,17.822887894355766
UFL1,17.8181909150071
MSL2,17.81661235791837
C1S,17.81603067903028
GTPBP3,-17.804971134969453
ZC3H15,17.80106321598549
MARCHF3,-17.797889507801592
TXNDC12,17.77902889442113
NDUFB7,17.752582653607064
STYX,-17.751114861352804
ITPKC,-17.749309729282032
DPM1,-17.742877683763087
PRPF40A,-17.7421650649927
ACTB,17.71482123471927
FAF2,17.70185679570652
ERMARD,17.697564258211806
ZBED6,17.69548427588154
AASS,-17.694090423821105
ZBTB24,17.692584192289537
UBXN6,17.689106397256722
APPL2,17.686929544575438
SMIM15,17.686167118535828
ZNF644,17.66776448754525
MRPL45,17.656968605187767
CDK2,-17.654474887908815
LTA,17.636488909297295
NDUFB10,17.623211923868702
EXOC1,17.617574076961354
GID8,17.614039094293265
PSIP1,-17.61264522704474
ARHGAP15,-17.61165891778618
RNF215,17.60291623423073
TMEM184B,-17.566071985276555
DNAJC8,17.547598265841206
MLST8,17.53484307456857
NUSAP1,-17.530835193942593
WDR89,-17.52954557654701
ZCCHC18,17.52344352610372
HDIP1,-17.518825135611202
HSP90AB1,17.518427580856393
METTL3,17.517108322068296
SMYD2,17.514147835820047
POC1B,17.509423279261696
NMRAL1,17.501795349158456
GPR107,17.501389293020978
ZNF92,17.488168136314073
NFIC,-17.475307365175873
TRIT1,17.470746956044156
NDUFV1,17.45974224589978
FLAD1,17.41493402935511
MRPS35,-17.412576236007016
SLC9A5,-17.40868192837331
LYRM1,-17.408244054433496
NKX6-3,17.404524576647685
PSD,-17.397305511640305
EI24,17.39334448456761
KGD4,17.38938534502046
TMUB2,-17.386831377198693
SLC33A1,-17.38199399627628
THRA,-17.369554692656727
KNOP1,-17.352377989974993
MMD,17.34422838590292
CDIPT,-17.3171280518216
WASHC4,-17.295630192830433
MPND,-17.2947607000079
SDR39U1,-17.2926644249751
IMMT,17.286236801696234
DAP,-17.285944658151692
RBM10,-17.280372137263136
COX6C,-17.275683492856206
BCL9L,-17.273908668323852
AP3S1,17.269138844657185
COASY,-17.26414400297225
ABCC1,17.261014932519192
ADGRG1,17.2588274516759
THNSL1,-17.25618106668014
ANKRD17,-17.252398473305142
CHMP4A,17.23486895376617
PITPNB,17.198923924702544
HMGXB3,17.179518901058117
PSMD4,17.172480744839646
SP1,17.16815402688278
ISCA2,17.155320346907345
NDUFA3,17.15183506235794
TIMM17B,-17.146100810119965
PDIA6,17.14286571863716
TAF1B,17.13257608553646
PSMB8,17.12462202411993
NUDT16,17.087405047076857
MRPS2,-17.086971753712145
SEC14L1,-17.079641888323756
LETM2,-17.064791423134423
TMEM217,17.053416818150886
ORAI2,17.04995203723536
NFU1,17.042806845986195
DDR1,-17.034272629484136
IL12RB2,-17.00392663935291
MED13,-16.99541318079134
BABAM2,-16.99514350892822
LTBP3,-16.991262691980374
STK10,-16.980704424401967
ZNF562,16.97502321784243
RBP5,-16.94642411911912
ZRSR2,16.94365368000466
RCHY1,-16.940785245696784
ZNF34,16.940712120421143
PIP4K2B,16.92737917770114
TSPYL5,-16.924880467698486
THAP5,16.91579046170639
RAD51B,-16.91151722046295
INSM1,16.906990006169924
COX5B,-16.905111471790665
SCRIB,-16.90374124166539
CDKN2AIP,16.888473311844155
DDB2,-16.887548991636656
PDS5B,-16.876705203152298
EXOC7,16.875961381863846
CAVIN3,-16.871083700624414
INTS13,-16.86157125520433
PPIL1,16.852301573637593
SP140L,16.8311750815859
EWSR1,16.825512865366715
TM2D2,-16.825421826627323
ZNF154,-16.82431102590559
EPG5,-16.819746662915616
CCDC136,-16.78746331480439
ISG15,-16.772982080047914
NMUR1,16.769594064231796
OPN3,16.74228495632973
CTDSPL,16.7418568796842
SRSF9,-16.739791063294696
COA6,16.73249798997604
EMC3,-16.730931235207752
ATP5MF,-16.726947403627694
MMP9,16.707363831561175
MRPL55,16.690361813705128
ZNF627,16.680980586008985
COPRS,16.679875567545675
CKAP2,-16.67399471774974
TMPPE,16.65944525807746
DCUN1D3,-16.643653964064836
ATP5F1A,16.635797042565894
SLC22A15,-16.626237671260693
TSLIG3A,16.616729156539893
UGDH,16.615143334172956
URM1,-16.612340991055135
S100A10,-16.61117016808099
OSGEP,-16.610960922954693
FEN1,16.606788266121207
BRAT1,-16.605316851033802
OTUD6B,16.600890860279474
EIF3L,16.60058976132534
RASA2,16.594021759108642
PFKM,-16.59061744911417
HP1BP3,-16.585770623727782
SAMD4B,-16.562485824130416
DCTPP1,-16.55576120031696
COA3,-16.543578770368917
CTNNB1,-16.54161402568228
DNAJC16,-16.536983940801278
RAD51AP1,16.532113749761503
STARD7,-16.52674351087811
DRAP1,16.5249602590095
EIF1B,16.519531620236382
ATXN2L,16.501441320869407
HSF1,16.499804865524595
ARK2N,-16.497697594267933
ZBTB44,-16.48810979421994
NUMA1,16.481511313685708
PROZ,-16.466601577150183
ACTR3,16.466542343875563
LTBP4,-16.455427950669613
HOXB4,-16.444410347989848
TP53,-16.423579872653733
RWDD2B,16.42049644582623
NMT2,-16.41221174122645
MRPL39,16.40931127192684
RNF41,-16.404535780814584
PGAM1,-16.375315573937257
GSTO2,-16.37520777822787
EPB41L3,-16.371541619781855
RMDN3,16.36206756280199
ZNFX1,16.355407939353086
TOB2,16.35168585061525
NKX2-3,16.33555125304843
THAP7,-16.33249634868446
PPP1R12C,16.33026374096567
SNAP29,16.32292460066948
TIMM10,16.318580234365744
SLC35E1,16.301076416320832
SLC25A32,16.2973974856271
PITHD1,-16.29419493331912
SLC9D1,16.279800310386857
KLF10,16.275581867691063
MLYCD,-16.24968013740915
GPATCH3,16.24934466794281
CYB5R4,16.224542423123392
YARS2,16.219519877284352
MRPS34,16.188805861006724
TEDC2,16.181298311881896
TPT1,-16.179538936217565
AFG3L2,16.16365250201708
UNK,-16.153999936486834
SIRAL1,16.15371605447683
MRPL50,16.152272657126623
LARS2,-16.12991971846906
BRD2,-16.100284604645502
SENP3,-16.08491097460704
TMEM126B,16.077038804743967
RRAGC,16.061803544557172
RMC1,16.060231497517066
DCK,16.060056454660252
LRRC8D,16.055542685455794
ABCA5,16.047143596730308
SLC60A2,-16.023474671069255
JADE2,-16.018325799161435
C6orf120,16.010172837176814
RAB27B,15.984648782939285
GTPBP10,15.975521689959628
NDUFA9,15.967714917158222
HNRNPA1,-15.964623679846655
SLC7A7,-15.95638669811881
ISCA1,15.95311421542255
KIAA0586,15.917803536507957
MMP28,-15.916524448404115
ZSCAN18,-15.902264073063026
FOXD4L1,-15.896521146508176
SLC17A5,15.881440558198198
EHBP1,15.878635685888012
DCAF4,-15.87489383552932
CLASP2,15.861891870347087
FBXL16,-15.861545556595146
HEATR3,15.852982789319562
PXMP4,15.852820617009728
FANCE,15.849186995039851
NDUFA6,15.832288310198416
KPNA6,15.831446379327408
OSTC,15.79297861962965
KIDINS220,-15.789166297837086
FANCC,-15.788336142299752
MRPL3,15.787021912056975
ERCC1,-15.77458877078311
SMIM7,-15.774339712044888
TCFL5,15.759469663045854
ILKAP,15.734404620932924
ADRM1,-15.721015069448123
NDUFA8,15.709850329216435
MGA,-15.698143292755129
INTS12,-15.697784804028657
TLN1,15.693644561086126
CSTF2,15.68902602299553
SEC63,15.687777330266757
ELMOD3,-15.686383764212575
DPY19L4,15.684208954625143
STIP1,15.674416880738987
BCS1L,-15.673269726956605
PDPK1,-15.651571992310368
RREB1,15.640591753650748
ZSCAN23,15.631897332390428
ZNF142,-15.626930674982452
WASHC3,-15.607194233474196
TWF1,15.586843269778731
DLX2,15.575136033362432
KMT2B,15.560386359318885
SERGEF,-15.556100378689484
SCAF8,-15.55142880909435
GALNT4,15.550965252745769
CAV1,15.547813743360086
TOMM5,-15.535653557534149
ST6GALNAC6,-15.497318883398847
ECSIT,-15.457136506934866
GART,-15.455362630040971
ARL5B,-15.449988382926707
SH3BP1,-15.441694099782893
TFAP2C,-15.44154023524516
MRPL11,15.434915473556508
HSDL2,-15.430381566366972
IL4,15.412965202303067
CDC34,15.404912745751915
ZHX2,-15.403394129867692
RPE,-15.400589826179141
FAM13B,-15.377807659994842
CENPE,15.37492318355668
KATNIP,15.368246913299737
NAA20,15.36481409268516
SOCS3,15.360370701658626
GET4,-15.350518559398077
MIOS,15.341625302022369
HNRNPA2B1,-15.339864357155609
ZNF148,15.323313907160731
ST3GAL1,-15.312470278494322
DR1,15.309396484571774
GPR137B,15.309008280000468
ZNF81,15.298811788441789
GALR2,15.282240077858146
SARS2,15.27079610486526
STON1,-15.264597945783903
IMMP2L,15.25304353598415
FOXD2,15.243212421927026
RC3H1,-15.23750967330814
ZNF837,15.235089235235385
SEC24A,15.222433219447232
BTN3A3,-15.220422638372506
FAM241B,-15.206966776831644
MIDN,15.197503112468628
SBF1,-15.196095640740252
FUOM,-15.187491135917137
ANAPC10,-15.183495750990867
RAB9A,15.164145140902056
ZFAND2B,15.155469920311518
RAB19,-15.151005963859644
MRPL9,15.141904722663808
PPP1R8,-15.1246128522102
TSPAN4,15.12168602796303
TRAPPC3,15.11950908987093
MLKL,-15.11806549609355
ELAVL1,-15.11804642036009
ZNF35,15.111632903266427
POLRMT,-15.109154506039372
RFT1,15.10534064004367
GPATCH8,15.094869682429145
BRIP1,-15.092876447264125
EDF1,-15.089286614254133
ALKBH2,-15.088863700197813
SPTSSB,-15.087448130485958
CHUK,-15.085600642529297
PGK1,-15.082870996175217
MCF2L2,15.074738931708374
DOLK,15.066623407089097
GZMB,-15.065907149425417
EPC1,15.062977075034008
RFWD3,15.060856628618827
ZBTB7A,-15.051302376803495
TRIB2,15.04469149205687
TNFRSF4,-15.041752323878566
CEP95,15.025880321612552
CCNK,15.016044575499823
IFFO2,-15.012026755331764
APC,15.011880418919274
BLOC1S2,15.008475636337343
PRMT9,-15.007286934107972
TBC1D10C,-14.991165373912768
CIP2A,-14.979044115653085
HES4,14.97148615834139
ALG1,14.950376097038198
F5,14.942563922199138
SSB,14.938916963136684
EIF1,14.923525391173866
FANCL,-14.910214344246548
YTHDF2,14.870469503618466
PPIH,14.868432328147142
MRPL2,14.862527325306916
HMGB3,-14.855051580909413
PANK4,-14.845627053765337
PLA2G4A,-14.836348413543622
UGGT1,-14.828509434147216
ZCCHC3,-14.828144427016824
UPF3A,14.807449653517704
EP300,-14.806346492314997
LILRB1,-14.795556190481005
UBR4,-14.786765783451107
LIMK2,-14.776382447841279
NFKBIB,-14.773034416924816
CDC123,14.766249448861872
SLC25A26,14.763551651959204
KIFC1,-14.756354246917065
ATP5F1B,-14.75400150721558
LSM10,14.745061269295862
NADK,14.744591309582601
EMC2,-14.733658589306405
DHX36,-14.72624272939075
MRPL53,14.71603037865227
SEC23A,-14.714866729299832
PEX16,14.707346721977913
NPEPPS,-14.707108206860855
ANP32B,14.692758258813617
GPI,14.673934315411437
PRR12,14.669313667086946
MOSPD2,14.667156534881432
CCS,-14.641227794056014
ZCCHC17,14.63324918779452
TRIM28,-14.627760249265105
RBSN,14.59404116283794
STUB1,-14.585894342216926
IREB2,-14.54581938212735
GTF2I,-14.540036133763147
FAM229B,14.53973072698217
PPP2R2A,14.53740279372368
CAMLG,14.530878202779311
MYCN,-14.524178582882694
TBC1D14,-14.516096534625754
METTL23,-14.500740904444646
PAN3,14.48998836774622
FUT8,-14.478778413045603
SMARCC1,14.445661731572201
DPH7,-14.439801072802432
INO80C,14.423480265972996
NTPCR,-14.416835614104135
SUMO2,-14.416149416969677
SLC38A10,-14.415744095273695
DOT1L,-14.406608230728331
KAT6A,-14.385708181761377
RAD23A,14.377836232251829
NDUFB8,14.363404779736786
AIP,14.348952967904538
CAAP1,-14.323575169279808
MRPL54,-14.32243132724417
ZNF579,-14.304300864651939
ITGAL,-14.303544772384557
LRRC58,-14.30351974594883
GAB2,-14.299255726161205
NKX2-2,14.288654171600223
NACC2,14.284765430271449
CA11,-14.27082241457617
MDM4,-14.270392198833104
DDX5,14.255499799662488
KTN1,-14.25286739884069
UBE2R2,-14.243390936627613
TTC14,-14.231209528984692
NCDN,-14.23104275131975
ENTPD1,-14.227699991854953
ZNF775,-14.224571229929174
ZNF639,14.220749289281548
EMC6,-14.22045620587809
ELOF1,-14.212818833209909
PDGFB,-14.210899515757585
COX15,14.200459500663474
TRAK2,14.199018289110992
TGIF2,14.174955842273942
CCNT1,14.170339994648678
DLD,-14.168941719619188
DRC9,14.167182849666863
SIK3,-14.165524714848234
ADAM10,14.159991926774177
MRPL22,-14.154901172676915
AIFM1,14.145954352628815
MCFD2,-14.14528349519489
TSPAN9,14.141243140989687
MUS81,14.13416349702385
ZNF426,14.129290177296006
RHBDD3,14.12798781727494
NOL3,-14.117781870439506
RNF122,-14.11429812381016
ZNF655,-14.102668536111986
TGFBRAP1,-14.101064600448517
NUP42,-14.091998944834947
RAD54L2,14.088794385312983
DIPK1A,-14.085097294487293
BRAP,14.074200391135795
FXR1,14.052556907676905
TASP1,-14.050247169093547
RFX1,-14.04270826157385
TRMT10C,-14.036392562590853
ARID5B,-14.009230313713166
SKI,14.004582512119185
ZNF384,13.99983342372751
USP14,-13.995747544422041
MTIF2,13.977651763254315
UBTF,13.975335972598627
MICOS13,13.97259370544638
ZBTB14,13.97238098405453
CAB39,13.960715247357042
ZNF236,-13.944802481321833
TEAD2,-13.933823315644196
NFKB2,13.924682393665215
SRA1,13.922435128678757
BACH2,13.918595025438346
RELL1,13.903292750138776
HIPK1,13.884713762689003
CHURC1,-13.87860234901668
HAUS2,-13.867179669273561
SAC3D1,13.864197633571063
FGFR1OP2,-13.85076586958063
MRRF,-13.845750579812732
TRIM38,13.843360337605702
GPT2,-13.83698312790334
GRM2,-13.835011037900172
CPAP,13.831757259053385
GCLC,-13.823150226755962
SLC7A11,13.817832153080252
MXI1,13.80829148738566
MRPS16,13.80666798417026
TAF13,-13.801256741865698
LPAR2,-13.798594959157118
UNC50,13.77227598259107
DARS1,13.772162097538626
MCUR1,13.77156116727577
ITSN1,-13.769171046184937
SUV39H2,13.74921033863224
CCR4,13.72229870034509
GP9,13.719404874705102
PARP8,-13.70398908835665
LAMTOR5,13.701466306389994
CCNQ,13.694451677283332
MRPS5,-13.683507521178601
ERN1,13.668795158052566
S100A1,13.663897773666992
TMEM234,-13.662287464948667
FCHO1,-13.646322517938527
MIER2,-13.625069952006582
GTF2H3,-13.622434495695417
SYNCRIP,13.610474131719855
RXRB,13.60793325926375
ZNF404,-13.59812453749331
SUGP1,-13.587336741960518
METTL17,-13.584372371046221
GARS1,13.566208263962908
REXO5,13.565017452193603
KLF3,-13.564986345279875
CSNK2A1,-13.542610389804782
CCDC22,13.529219253518997
CD40LG,-13.527127268307693
HNF4A,-13.526989915538906
UFM1,13.522508271050473
ZBTB39,-13.49800049133736
RAB14,-13.49796092304571
TADA2B,-13.495261284432992
ZBTB33,-13.466452095812052
CCND3,13.458048449824991
PIP,-13.457314762737479
ZNF586,13.449084003887446
RANBP1,13.44787224979192
STAT5B,13.443197011585735
LRBA,13.43889852337259
DUSP23,-13.415520027827663
TIGAR,13.406398730236964
SMG1,-13.404396576372301
PQBP1,13.37742350832016
TRIM14,13.367371144422071
CTSZ,-13.366890962988716
DUSP12,13.343444276953054
MTFR1,13.33890060879121
RETREG3,-13.338551927743854
CNOT4,13.335477794228003
STK17A,13.333937184727835
CSTB,-13.323371584711113
CCNE2,-13.302610512877687
FABP6,13.301530955949188
CNOT11,13.288147367546612
TRMT6,13.279124746850673
E2F3,13.258265748665439
GDF9,13.251739436704254
ACOT7,-13.245585964582167
RNASEH2A,13.240319149036779
NUDT13,13.233096890225218
RCN1,13.225850467864795
TMED3,13.225008864013509
HASPIN,13.224694196751
OTUD5,13.223642203885356
XRN1,-13.2148259813743
KRR1,-13.212453391589351
NPM1,-13.195493110755875
SRSF8,-13.192988500765162
PHIP,13.186497152377132
PRRT3,-13.184364027333421
JMJD1C,13.179099885544957
SPHK1,13.178794495899819
ZBED1,-13.171526705677799
TSPAN2,-13.160963506313294
GPSM1,13.131765014225698
SAMTOR,-13.12327560911752
CSNK1D,-13.11159350910093
UBAC1,-13.110656144053769
TRAF6,-13.102671145326484
SGF29,-13.089090720940922
SESTD1,-13.077579461646103
RBM18,-13.075579284129093
ZNF398,13.073193917720863
MRPL36,13.068598951569513
EEF1E1,-13.06836908050669
RASSF6,13.066163988560163
PPP2R1A,-13.060953512080474
VPS26B,13.05667247757657
LSMEM1,-13.056226771980738
CBFB,13.048661844941597
PPP6C,13.04073020888498
AGRN,-13.031862284851428
TMEM123,13.028454674682925
USP4,13.021784619642833
PFN2,-13.012544547397269
TBC1D5,13.006939551344752
CEP43,13.00413643419471
SLC37A3,12.982805875148628
RHOT1,-12.96614276264869
TXNL4B,-12.965574030261939
TPP1,-12.961237199692812
DDX39B,-12.956412037357216
TBXA2R,-12.942646432425631
ZBTB9,12.932007183423474
SPSB2,12.92487380822183
PAK1,12.916498168198407
FBXW7,-12.913450141664494
FAM229A,-12.905250304040413
ZNF180,12.893780724304273
NLGN2,12.890638527689973
CTSO,-12.876811060626492
TMED9,-12.857827233532193
USO1,12.844166163930966
TSLIG3B,12.84084310062508
LRIF1,-12.837561803488658
EHMT1,12.832953557129029
MARK2,-12.82431644129277
PPP3R1,-12.812705514542312
FRG1,12.810702319246404
ATG9B,12.806215219817105
MNMIP1,-12.789399158184056
COX7C,-12.786416978009326
WAPL,12.773507912655385
MOCS3,-12.763334546294384
MYOG,-12.76022153002846
SPTSSA,12.752032539992733
WNT9A,-12.751026493496692
KBTBD2,-12.73294894547627
IL9,12.73157973869446
ARIH1,-12.718194540347339
ELP1,12.708151434233764
CEBPB,-12.70268595028747
PPARGC1B,-12.684488743955848
TEFM,-12.678544579544551
MBD5,12.669621627267112
LRP6,12.66422005172735
UQCC3,-12.650262800909527
TARS2,12.6480243283967
NDUFAF6,12.633090281445249
GOLGA3,-12.631594556906983
UBIAD1,12.625141398280514
C9orf78,-12.60910631750016
A2M,-12.607132601110761
CFAP20,-12.603024795730557
UBE2I,-12.591310563734586
COX10,-12.58256198617186
GPD1L,-12.580119462018018
LARP4B,-12.575817148329767
C12orf75,-12.55403995480677
TXNDC17,12.550847666096269
PRKD2,-12.547981883486784
HCFC1,12.547650171477711
SLC16A5,12.514099813956937
AKT2,12.488277425791889
CCZ1,12.479087517379178
ZBTB2,12.469291237672294
CDS2,-12.467966658674777
RBMS2,-12.452214342417124
TMEM169,-12.451817803931316
MMGT1,-12.451117881223048
KDELR1,-12.441689610469364
GDAP1,12.441539248921048
CLUH,-12.430301876341597
TBC1D31,-12.429785577529442
CCDC59,12.409728590874332
KDM5A,-12.40284954183079
ALG12,-12.392637005779227
HOMER3,12.382198680578638
MBD2,-12.375346491322453
PHF11,-12.365432453730165
RESF1,-12.357656715543381
DLX5,-12.357017563527574
RPN1,-12.342145433604372
KLF13,12.33558213129569
TIMM8B,12.333958893877007
HMGN4,12.329412312585061
HCFC2,-12.31723193737932
ZNF662,12.308762489947277
POLDIP2,-12.308233241091184
DLG4,-12.301311707438886
MIGA2,-12.282523231004259
CNIH4,-12.273505403395141
MOSMO,12.272315952274914
GSS,-12.251135212619404
FEM1A,12.243003359660724
GRK6,-12.232643415372358
HK2,12.231609807418494
REST,12.221327126387802
ST3GAL2,-12.219618673903417
PPM1L,12.219356737443222
DDX17,12.208818378487049
CELF2,-12.198741527975388
FNBP4,12.197068331331204
MCPH1,12.196802619664826
ZMYM3,12.17506377468541
TMCC1,12.174290466592938
MTG2,12.166101664229307
WIZ,12.161454530615162
AEBP2,12.155626373861335
CYP4V2,12.152991271950235
C8orf82,12.147764841217535
WDR24,12.133870077860504
SRD5A1,-12.124782959604474
STAP1,-12.122034093268557
EFHD2,12.119364476707089
MTCL3,-12.11458868798818
CNPY3,12.105522106282839
ATP8B1,12.102443636434138
MALT1,12.08499666376155
SPATA25,-12.084917775642605
NGLY1,-12.083012025277377
ABHD16B,12.077769897304274
MAP3K5,-12.073346926450512
SZRD1,12.069157701688658
PRKAR1A,12.063995236875977
OXSM,-12.061901068344847
CD6,12.060063644320664
DEAF1,12.047853807744128
ATP6V1E1,12.040672346818438
EIF4G2,12.039809069699462
RHEB,12.036361765904504
AUTS2,12.025251556617384
RALBP1,-12.025068196253937
NDUFA10,12.013287316168798
FBXO38,12.013229781060987
POLR3E,12.008064297914064
WDR82,-11.993498722708924
PDK3,-11.992774925024506
SLC9A6,-11.987484693257354
ARG1,11.98719900266012
LOXL2,11.980206714553383
RAB22A,11.967350072561604
DSE,11.967340762621092
FBXL19,11.964984520347645
DOP1B,-11.964772920781876
FN1,11.957502264579134
GCC1,-11.95317384344512
THOC6,-11.945854771815446
RBM27,11.936247214928379
BEX3,-11.933335334081546
WIPF1,-11.92840653163087
ETFBKMT,-11.927687290890265
KDELR3,11.923343991579182
ENDOG,11.92275248463489
DENND1A,11.91126612962301
RAB4A,-11.910988228772304
SRD5A3,-11.90899177115865
FOXO1,11.908591459303038
AUNIP,11.907209774924878
TLK1,-11.904624252633434
ZNF43,-11.889020129975304
CSGALNACT1,-11.880655660836432
PTCD2,11.870604707574866
FAM241A,-11.868324538403307
SLC38A6,11.861081106619523
ARID4B,-11.852878825214338
SEC31A,-11.844590665155417
ADD1,-11.841546074087313
DNAJC21,11.82939263875252
B4GALT5,11.829190661342455
PSMG2,11.815668883983482
PROX2,-11.784540486703635
ARRB1,11.78401924991224
PRDM5,-11.777534640435732
DENND2D,11.761449210477993
LRRC45,-11.75796342475377
COPS9,11.757495562656738
ZNF221,11.741951434597107
TAOK2,-11.737903024126409
TCEAL8,-11.729717207792028
TMEM185A,11.723899906931125
UBL7,-11.710463804198206
TMEM41B,11.707090928832118
COMMD2,11.70448167188998
SUGT1,-11.704457663760003
LYRM2,-11.698545796439863
ARIH2,-11.696533460565089
GATA2,-11.678034605928842
SMARCC2,11.675994211893999
PDCD10,11.635799579611088
GLS2,11.631597538489805
MEOX1,11.615218163698275
EEF1B2,-11.608534762846038
PJA1,11.607150029843671
IGF2,11.604289810200763
HBA2,-11.580224024587325
MDH2,-11.578627413503474
HMCN1,11.56436929337169
RAB10,11.551802015442044
ZRANB2,-11.549842833656173
MCMBP,11.548944292442252
CCDC134,11.536909713940403
CHORDC1,11.53305494802807
CEP19,-11.525193769879785
TBCCD1,-11.522008571056654
PHF23,-11.520533226750358
JUND,11.519371108952072
BICDL1,-11.497568823320947
MRPL43,11.486821799319161
COX7B,-11.484372903021832
CARD6,11.47633065344994
ZDHHC3,11.474391604806067
PGBD2,-11.464264160896878
FLCN,11.43595100720649
MRPS18C,11.426022198414616
DCLRE1A,11.42075037212855
PARS2,11.412928481820211
TMTC3,11.40845356619129
MYT1L,11.40173510798836
ABCD2,-11.40117916751702
CYP2U1,11.397886452799966
PAK2,-11.3928898709237
UBXN1,-11.390787865620304
TUBE1,-11.372432092062297
ENTR1,11.355653277494556
ST7L,11.345105242877445
DECR1,11.31196599653375
RRAGA,11.302014369388441
PAPOLA,11.296130583516044
RCCD1,-11.29383787379874
ECRG4,11.287834616325636
TSLIG3C,11.272907246172755
VEZT,-11.256073796744351
ZNF628,-11.254628041467706
BORCS8-MEF2B,-11.252865716267127
C6orf62,11.237695827163794
TTC38,11.223795003725485
FBP1,11.211877972445341
TUBB2A,11.203687680901922
RIDA,-11.195730911730092
EID2,11.18914053894486
CDK13,-11.187364160588789
KLHDC10,11.183374623588053
TGDS,-11.166597745490332
C5orf34,11.165918922081037
UBQLN4,11.160374982144202
CTNS,-11.159846561797869
POU3F1,-11.15917622343909
UPRT,11.159175316155455
RNF214,-11.143115371744003
THAP3,11.13441153202967
