gene,rank,polarization_score,abs_score,direction,signs_agree,z_Stim8hr,z_Stim48hr,z_Rest,z_Rest_abs,coef_Stim8hr,coef_Stim48hr,known_regulator,regulator_type
MATN2,2357,8.352641213486587,8.352641213486587,toward_signature_pos,False,13.50004481836217,-1.687626332612971,5.977415836207537,5.977415836207537,0.0151866480230838,-0.0010911919068658,False,
SEH1L,2358,-8.341402312952086,8.341402312952086,toward_signature_neg,False,7.322349992192856,-19.11887427238,11.180123550783486,11.180123550783486,0.0064362450316674,-0.0104064109437857,False,
VBP1,2359,-8.33663839613204,8.33663839613204,toward_signature_neg,False,4.35523856071213,-16.14502564512235,25.278003358394425,25.278003358394425,0.0030011852326783,-0.0079815190293377,False,
TAF3,2360,8.329895873068425,8.329895873068425,toward_signature_pos,True,1.9034793672565078,9.876772349592533,15.738201685368445,15.738201685368445,0.0021706453125072,0.0071278246029285,False,
MAPRE3,2361,-8.326872469469487,8.326872469469487,toward_signature_neg,True,-2.808770857400032,-8.967205121074864,5.911433141668949,5.911433141668949,-0.0020500596581908,-0.0072880813222165,False,
C18orf32,2362,-8.310680104963149,8.310680104963149,toward_signature_neg,True,-6.78660909882907,-4.966467418154073,1.6887432488463785,1.6887432488463785,-0.0045249302580318,-0.0037545064191048,False,
ATP5PD,2363,8.310467843384053,8.310467843384053,toward_signature_pos,False,13.938238288517613,-2.1854619547383987,-10.469044509095854,10.469044509095854,0.0080281967461136,-0.0010094060880639,False,
ARL6IP1,2364,8.291981481095112,8.291981481095112,toward_signature_pos,True,10.830350890485622,0.8962817790256291,3.2578260156281935,3.2578260156281935,0.0065440628232275,0.0005563695242906,False,
PFDN5,2365,8.281954352410228,8.281954352410228,toward_signature_pos,False,12.93659496467275,-1.2241427965393217,4.587607100213755,4.587607100213755,0.0083093356212709,-0.00141390613975,False,
MTOR,2366,8.281135754397468,8.281135754397468,toward_signature_pos,True,5.098127541811718,6.613166953909936,,,0.0044391691616192,0.0041382207785947,False,
STRAP,2367,-8.277736378345109,8.277736378345109,toward_signature_neg,True,-1.9447363437023644,-9.761750708302435,-6.3116126931968655,6.3116126931968655,-0.0023164847180608,-0.0093349910665228,False,
SEL1L,2368,8.275704275823024,8.275704275823024,toward_signature_pos,False,12.15243365349655,-0.448820428438614,19.143476830607476,19.143476830607476,0.0084301177610315,-0.0004536136328023,False,
COPS8,2369,8.267597128766521,8.267597128766521,toward_signature_pos,True,6.214286417564229,5.4778615701742455,9.211446360177463,9.211446360177463,0.0044133964331531,0.004433615423788,False,
B3GAT1,2370,8.260532448943561,8.260532448943561,toward_signature_pos,True,5.628078451433691,6.054078570285331,-8.110434776818796,8.110434776818796,0.0025278205926656,0.0040946347833037,False,
OSR1,2371,-8.259060026393318,8.259060026393318,toward_signature_neg,False,0.40378392516922357,-12.083858626948148,-32.04039079268856,32.04039079268856,0.0002590155654217,-0.0069266993899482,False,
PTBP1,2372,-8.256276571751407,8.256276571751407,toward_signature_neg,False,9.109272768006006,-20.785411070480087,-14.229785133382709,14.229785133382709,0.0055208548508088,-0.0120459371892244,False,
LOXL4,2373,-8.250014712772188,8.250014712772188,toward_signature_neg,False,0.4347006674886447,-12.101983364068648,-9.524911673219156,9.524911673219156,0.0007773870984486,-0.0154527102345532,False,
ZNF853,2374,-8.249484332628642,8.249484332628642,toward_signature_neg,False,1.2674591825383987,-12.933991808326185,0.8870157692762975,0.8870157692762975,0.0009806788558208,-0.0116930126879582,False,
ZBTB32,2375,-8.24719558832286,8.24719558832286,toward_signature_neg,True,-5.319091926146617,-6.344203926403129,26.284596498567605,26.284596498567605,-0.0060076315273472,-0.0084919436934975,False,
PRF1,2376,-8.243818554738226,8.243818554738226,toward_signature_neg,True,-8.275158416854687,-3.38336158899908,-22.680780114215935,22.680780114215935,-0.0064160623060632,-0.001661057255602,False,
GAREM1,2377,8.243132163975233,8.243132163975233,toward_signature_pos,False,14.613582892295494,-2.9560335895678396,5.35877375422267,5.35877375422267,0.0104249937604745,-0.0022981185601103,False,
