gene,kNN_max_score,nearest_approved_target,is_approved_target,n_downstream_z3,culture_condition
EIF1,0.22154098749160767,PARP2,False,507,Stim8hr
ASB1,0.22153747081756592,PRKCA,False,35,Stim8hr
NAA25,0.22151322662830353,CD3D,False,353,Stim8hr
LYST,0.22151312232017517,CD2,False,9,Stim8hr
GTPBP10,0.22149315476417542,NDUFA6,False,30,Stim8hr
PLEKHA8,0.22146886587142944,RRM2B,False,90,Stim8hr
GNB2,0.22146545350551605,PRKCA,False,22,Stim8hr
KBTBD8,0.22142793238162994,CD3D,False,32,Stim8hr
GNG2,0.2214234322309494,HDAC8,False,64,Stim8hr
STK17A,0.2213951200246811,PNP,False,74,Stim8hr
PUS7,0.22132501006126404,BRD4,False,23,Stim8hr
ZRSR2,0.22129836678504944,IMPDH2,False,330,Stim8hr
ICAM1,0.2212519347667694,ITGB2,False,30,Stim8hr
CUL4B,0.2212189882993698,PNP,False,158,Stim8hr
DYNC2I1,0.22121000289916992,ITK,False,28,Stim8hr
ZNF317,0.22118990123271942,TUBB4B,False,83,Stim8hr
HIGD2A,0.22115863859653473,PPARA,False,28,Stim8hr
GCDH,0.22115802764892578,PNP,False,13,Stim8hr
PDCD4,0.22115382552146912,CCR5,False,77,Stim8hr
DMXL1,0.2211490422487259,ITGB2,False,102,Stim8hr
ICA1L,0.22111496329307556,CD3E,False,24,Stim8hr
CISD3,0.22111336886882782,PPARA,False,32,Stim8hr
SPATA2,0.22107575833797455,PNP,False,75,Stim8hr
VPS26B,0.2209438681602478,CD3D,False,228,Stim8hr
SETD6,0.22092436254024506,ITGB2,False,35,Stim8hr
TESK1,0.22091352939605713,BRD4,False,33,Stim8hr
MFSD2A,0.22080522775650024,LCK,False,24,Stim8hr
FEZ2,0.2207031100988388,AHR,False,31,Stim8hr
SP100,0.2206624150276184,EZH2,False,283,Stim8hr
PKIA,0.22063632309436798,CD2,False,9,Stim8hr
PIGU,0.2205350548028946,LCK,False,82,Stim8hr
LPIN2,0.22052621841430664,CD2,False,11,Stim8hr
SDCBP,0.22049938142299652,PRKCA,False,24,Stim8hr
NR3C1,0.2203923761844635,CD2,True,24,Stim8hr
SMYD3,0.22039085626602173,CD3E,False,43,Stim8hr
PTGER4,0.2203681468963623,PNP,False,38,Stim8hr
SDF2L1,0.22032901644706726,IMPDH2,False,59,Stim8hr
DRAM2,0.22032420337200165,PNP,False,68,Stim8hr
PCNX3,0.22029727697372437,CD3D,False,143,Stim8hr
RLIM,0.22024986147880554,AHR,False,37,Stim8hr
NDEL1,0.2201797366142273,PARP2,False,115,Stim8hr
NCK1,0.22016164660453796,CD2,False,46,Stim8hr
OASL,0.22015197575092316,CD2,False,20,Stim8hr
ZFYVE16,0.22010089457035065,AHR,False,23,Stim8hr
NF1,0.22007429599761963,ITK,False,27,Stim8hr
IFT27,0.2200688123703003,AHR,False,17,Stim8hr
ZFP64,0.22006411850452423,EZH2,False,54,Stim8hr
PRKCH,0.22002848982810974,AHR,True,60,Stim8hr
FANCD2,0.22001948952674866,IMPDH2,False,158,Stim8hr
FANCM,0.21999786794185638,ATP1B3,False,170,Stim8hr
SAYSD1,0.21987107396125793,CD3G,False,9,Stim8hr
ESD,0.21984697878360748,IFNGR1,False,56,Stim8hr
WDR44,0.21984204649925232,HDAC8,False,151,Stim8hr
PIGK,0.2197837084531784,CD3E,False,12,Stim8hr
STAT3,0.21969470381736755,NDUFV2,False,855,Stim8hr
OS9,0.21969275176525116,PNP,False,67,Stim8hr
MAF,0.21962404251098633,AHR,False,61,Stim8hr
DNAJA4,0.2195800542831421,PARP2,False,59,Stim8hr
RNF144A,0.21956390142440796,PRKCA,False,10,Stim8hr
SNRPB2,0.21953362226486206,HDAC8,False,186,Stim8hr
IGSF9B,0.21948382258415222,PRKAB2,False,28,Stim8hr
ZNF304,0.21941803395748138,AHR,False,22,Stim8hr
UBAP2L,0.21939381957054138,GPD2,False,556,Stim8hr
KYAT3,0.2193886786699295,IMPDH2,False,83,Stim8hr
YTHDF3,0.21938839554786682,ITGB2,False,57,Stim8hr
WDR53,0.2193770706653595,HDAC8,False,19,Stim8hr
YRDC,0.21935629844665527,IMPDH2,False,100,Stim8hr
RCC1L,0.21935446560382843,PPARA,False,96,Stim8hr
MB21D2,0.21935167908668518,CCR4,False,27,Stim8hr
SLC25A28,0.21934394538402557,ATP1B3,False,80,Stim8hr
PRR12,0.21925437450408936,AHR,False,71,Stim8hr
SEC24B,0.21921473741531372,CD2,False,58,Stim8hr
TTPAL,0.21902883052825928,PRKAB2,False,23,Stim8hr
CPT1A,0.21893996000289917,BRD4,False,20,Stim8hr
SAMHD1,0.218912735581398,PRKCA,False,22,Stim8hr
ARHGAP17,0.21891272068023682,PPARA,False,16,Stim8hr
KDM5D,0.21883322298526764,CD2,False,21,Stim8hr
CDK16,0.21879687905311584,PRKAB2,False,36,Stim8hr
ATP5ME,0.2187276929616928,NDUFS8,False,177,Stim8hr
POLL,0.2187250852584839,BRD4,False,32,Stim8hr
PARP9,0.21871685981750488,AHR,False,92,Stim8hr
ARPC1B,0.21869438886642456,CCR5,False,99,Stim8hr
ZNF227,0.21867841482162476,LCK,False,38,Stim8hr
OTUD4,0.21858958899974823,AHR,False,91,Stim8hr
AKAP10,0.2185700237751007,SLAMF7,False,115,Stim8hr
BRD1,0.21855561435222626,PRKAB2,False,252,Stim8hr
KIF20A,0.21854297816753387,IMPDH2,False,1046,Stim8hr
SNX33,0.21849118173122406,TUBB4B,False,54,Stim8hr
CBR1,0.21846146881580353,BRD4,False,18,Stim8hr
USP45,0.21843703091144562,CCR5,False,28,Stim8hr
SIKE1,0.21842937171459198,BRD4,False,59,Stim8hr
ZNF280B,0.21838229894638062,BRD4,False,22,Stim8hr
CACUL1,0.21834316849708557,RRM2B,False,33,Stim8hr
RAD23A,0.21832574903964996,BRD4,False,109,Stim8hr
POLE4,0.21827708184719086,TOP2B,False,118,Stim8hr
NDRG1,0.21827192604541779,CD3E,False,211,Stim8hr
MCMBP,0.21821455657482147,IMPDH2,False,72,Stim8hr
CNNM2,0.21816334128379822,IMPDH2,False,87,Stim8hr
NDUFAF3,0.21813462674617767,NDUFS2,True,42,Stim8hr
LIN37,0.21813057363033295,PSENEN,False,259,Stim8hr
C18orf32,0.21801985800266266,IMPDH2,False,147,Stim8hr
SCRN3,0.21792493760585785,CCR4,False,156,Stim8hr
MRFAP1L1,0.2177918255329132,CD2,False,24,Stim8hr
TFG,0.21776685118675232,HDAC3,False,363,Stim8hr
ACTR3,0.21773307025432587,CCR5,False,230,Stim8hr
DFFA,0.21773023903369904,AHR,False,25,Stim8hr
SKI,0.21771922707557678,CD3G,False,34,Stim8hr
PSD4,0.21768639981746674,AHR,False,100,Stim8hr
RAB3GAP2,0.21768304705619812,EZH2,False,32,Stim8hr
ABHD17B,0.21767756342887878,TUBB4B,False,45,Stim8hr
TERF2IP,0.21760693192481995,ITGB2,False,17,Stim8hr
GNB1,0.21759437024593353,ADA,False,113,Stim8hr
TADA2A,0.21752381324768066,IMPDH2,False,116,Stim8hr
UBE2H,0.2174919843673706,CD3D,False,217,Stim8hr
STK39,0.21749192476272583,PRKCA,False,19,Stim8hr
METTL8,0.21748775243759155,BRD4,False,72,Stim8hr
CTSS,0.21743816137313843,CD2,False,19,Stim8hr
PUM1,0.21739359200000763,HDAC8,False,222,Stim8hr
GCH1,0.21736668050289154,PPARA,False,51,Stim8hr
CANT1,0.21731603145599365,CD2,False,39,Stim8hr
INPP5A,0.21730566024780273,IMPDH2,False,47,Stim8hr
P2RX7,0.2173023670911789,ITGB2,False,15,Stim8hr
GEMIN7,0.21727365255355835,HDAC8,False,143,Stim8hr
RNF2,0.217234805226326,PRKAB2,False,86,Stim8hr
SLC7A5,0.21717029809951782,HDAC8,False,40,Stim8hr
ASXL1,0.2171568125486374,RRM2B,False,147,Stim8hr
DMAC2,0.21715383231639862,NDUFS2,False,50,Stim8hr
ANKRD16,0.2171434760093689,CD2,False,75,Stim8hr
SLC27A5,0.2170904278755188,PSMB9,False,62,Stim8hr
CEACAM21,0.21702031791210175,CD2,False,28,Stim8hr
MGAT4B,0.2169991433620453,TOP2B,False,55,Stim8hr
GTPBP1,0.21688488125801086,LCK,False,25,Stim8hr
DNAJC27,0.21684981882572174,EZH2,False,29,Stim8hr
OFD1,0.21680356562137604,VKORC1,False,28,Stim8hr
SLC12A4,0.21678851544857025,TUBB4B,False,24,Stim8hr
MT1E,0.21673567593097687,PRKCA,False,33,Stim8hr
GBP5,0.21672296524047852,ITGB2,False,30,Stim8hr
FAM107B,0.216719388961792,HDAC8,False,67,Stim8hr
UBE2V2,0.2166997790336609,TYK2,False,143,Stim8hr
RCOR3,0.21668003499507904,PARP2,False,68,Stim8hr
CYTH1,0.21664541959762573,PRKAB2,False,18,Stim8hr
IPO9,0.21660281717777252,EZH2,False,342,Stim8hr
TRMU,0.21655552089214325,NDUFS2,False,29,Stim8hr
ZBTB48,0.2165270447731018,CD2,False,89,Stim8hr
VPS45,0.2164606750011444,AHR,False,133,Stim8hr
OTUD7B,0.21638832986354828,ITK,False,20,Stim8hr
MAP4K1,0.21626552939414978,AHR,False,161,Stim8hr
TSR3,0.21626301109790802,ITGB2,False,59,Stim8hr
SSBP2,0.21625450253486633,PRKCA,False,31,Stim8hr
ANGEL2,0.2162541300058365,PRKCA,False,20,Stim8hr
FBXL15,0.21624398231506348,AHR,False,203,Stim8hr
MTHFD1L,0.21622493863105774,PRKCA,False,97,Stim8hr
STK35,0.21620401740074158,BRD4,False,131,Stim8hr
THRAP3,0.21617776155471802,RRM2B,False,491,Stim8hr
PUDP,0.21608535945415497,ITGB2,False,126,Stim8hr
NCKAP1,0.21605592966079712,CD3D,False,41,Stim8hr
MAP2K4,0.2160327136516571,CUL4A,False,50,Stim8hr
ALMS1,0.21597163379192352,CD3E,False,63,Stim8hr
FAM78A,0.21595366299152374,AHR,False,29,Stim8hr
NUMB,0.21586710214614868,SLAMF7,False,67,Stim8hr
SMDT1,0.21578651666641235,CCR4,False,51,Stim8hr
NAA80,0.21574825048446655,HDAC8,False,79,Stim8hr
ERP29,0.21572816371917725,ITK,False,27,Stim8hr
FAM50A,0.21570315957069397,RRM2B,False,23,Stim8hr
IFIT5,0.21560901403427124,PPARA,False,11,Stim8hr
BCR,0.2155970335006714,ITGB2,True,24,Stim8hr
TPRA1,0.21559549868106842,CD3E,False,19,Stim8hr
ATRX,0.21558919548988342,PDE3B,False,538,Stim8hr
NAMPT,0.215585395693779,IMPDH2,False,103,Stim8hr
MTA1,0.21555228531360626,AHR,False,74,Stim8hr
VAT1,0.21547932922840118,CD2,False,12,Stim8hr
LDB1,0.21547022461891174,IMPDH2,False,42,Stim8hr
IDH3B,0.21543234586715698,CD2,False,22,Stim8hr
SLC5A3,0.21538466215133667,LCK,False,95,Stim8hr
HAPLN3,0.215334951877594,CD2,False,52,Stim8hr
ZNF189,0.21529658138751984,AHR,False,81,Stim8hr
SPAG7,0.21527624130249023,IMPDH2,False,102,Stim8hr
ZBTB9,0.21524478495121002,CD79B,False,52,Stim8hr
HSPA1B,0.2152118980884552,CCR4,False,80,Stim8hr
ARHGEF39,0.21521158516407013,PPARA,False,39,Stim8hr
SNAP23,0.2151823490858078,ITGB2,False,101,Stim8hr
EDEM1,0.21517211198806763,PRKAB2,False,76,Stim8hr
SFXN4,0.21516437828540802,CD2,False,28,Stim8hr
APOL2,0.21515850722789764,CCR5,False,58,Stim8hr
IGF2R,0.21511417627334595,LCK,False,19,Stim8hr
ANAPC15,0.2151038944721222,IMPDH2,False,23,Stim8hr
CDCA7L,0.21508082747459412,ITK,False,53,Stim8hr
GGNBP2,0.21500129997730255,CD3E,False,50,Stim8hr
ACSL1,0.21491138637065887,AHR,False,66,Stim8hr
CD99L2,0.21484197676181793,CD2,False,112,Stim8hr
CSRNP1,0.2148088961839676,ACVR1,False,65,Stim8hr
BCL3,0.21480153501033783,PDE7B,False,171,Stim8hr
HPS1,0.21476878225803375,SLC29A1,False,299,Stim8hr
SKIC3,0.21472837030887604,IMPDH2,False,164,Stim8hr
RETSAT,0.2146422564983368,BRD4,False,62,Stim8hr
WIZ,0.2145835906267166,LCK,False,442,Stim8hr
CEP72,0.21457983553409576,HDAC8,False,69,Stim8hr
LAMTOR4,0.21452273428440094,CD3E,False,299,Stim8hr
GNG5,0.21439892053604126,TUBB4B,False,227,Stim8hr
SUFU,0.2143898904323578,ACVR1,False,72,Stim8hr
LITAF,0.2143540382385254,PNP,False,33,Stim8hr
ARF6,0.21434466540813446,PDE1B,False,39,Stim8hr
NARS2,0.21434393525123596,NDUFA8,False,119,Stim8hr
ZNF7,0.21433290839195251,CCR4,False,53,Stim8hr
LMNB1,0.21433229744434357,ACVR1,False,50,Stim8hr
ZFC3H1,0.21431641280651093,IMPDH2,False,450,Stim8hr
CMTM6,0.21425721049308777,PNP,False,31,Stim8hr
GORASP2,0.21419307589530945,CD3D,False,123,Stim8hr
ZNF444,0.2141423374414444,PRKCA,False,52,Stim8hr
SCAP,0.21412737667560577,ITGB2,False,91,Stim8hr
FBXL5,0.21404264867305756,CD3E,False,55,Stim8hr
EXOC7,0.21393074095249176,PNP,False,183,Stim8hr
GRHPR,0.21392619609832764,BRD4,False,69,Stim8hr
FOXP4,0.2139071524143219,ITK,False,14,Stim8hr
BRMS1,0.21389271318912506,HDAC1,False,556,Stim8hr
TIPRL,0.2138519287109375,TUBB4B,False,681,Stim8hr
WDR59,0.21381373703479767,ATP1B3,False,570,Stim8hr
TTLL12,0.21381065249443054,CD3E,False,40,Stim8hr
ZDHHC5,0.21379409730434418,CUL4A,False,8,Stim8hr
PAXIP1,0.21376031637191772,CD3G,False,631,Stim8hr
HNRNPH3,0.2137264609336853,LCK,False,31,Stim8hr
TPCN1,0.21372415125370026,BRD4,False,48,Stim8hr
ANKRD9,0.21369807422161102,CD2,False,56,Stim8hr
TWF1,0.21364855766296387,GSK3A,False,160,Stim8hr
PPP4R2,0.21363894641399384,CD2,False,75,Stim8hr
BEX3,0.2136291116476059,CD2,False,61,Stim8hr
STYX,0.21358753740787506,CD3E,False,131,Stim8hr
CNPPD1,0.21357494592666626,HDAC8,False,80,Stim8hr
NT5C,0.21356059610843658,LCK,False,32,Stim8hr
ZFYVE21,0.21347211301326752,CD3E,False,148,Stim8hr
ABHD12,0.21346931159496307,AHR,False,47,Stim8hr
JPT1,0.213395357131958,ITK,False,33,Stim8hr
CRYL1,0.21335884928703308,LCK,False,10,Stim8hr
TAB1,0.21333156526088715,PARP2,False,18,Stim8hr
RCAN3,0.213303342461586,AHR,False,53,Stim8hr
MAP3K14,0.213197723031044,ITGB2,False,36,Stim8hr
ACP1,0.2131795734167099,BRD4,False,25,Stim8hr
SETD7,0.21312543749809265,IMPDH2,False,94,Stim8hr
EPB41L2,0.21307425200939178,CD2,False,57,Stim8hr
ACOX3,0.21305608749389648,CCR4,False,20,Stim8hr
LTBP3,0.21301144361495972,ATP1B3,False,81,Stim8hr
ACOT8,0.21300950646400452,BRD4,False,40,Stim8hr
HK1,0.2129785567522049,TUBB4B,False,82,Stim8hr
MLLT10,0.2129657119512558,HDAC1,False,12,Stim8hr
RWDD4,0.212870791554451,PARP2,False,104,Stim8hr
PSME1,0.21275463700294495,CCR5,False,55,Stim8hr
STK38L,0.21275018155574799,CD3E,False,15,Stim8hr
RWDD3,0.21273230016231537,AHR,False,31,Stim8hr
COMMD5,0.21266180276870728,LCK,False,195,Stim8hr
ZCRB1,0.21264153718948364,LCK,False,196,Stim8hr
PPM1G,0.21259936690330505,IMPDH2,False,69,Stim8hr
CUX1,0.21257244050502777,CD3E,False,30,Stim8hr
KLHL22,0.21256016194820404,PRKAB2,False,20,Stim8hr
GADD45GIP1,0.2125317007303238,NDUFAF3,False,161,Stim8hr
CNIH1,0.21250902116298676,CD2,False,44,Stim8hr
EXT1,0.2124502956867218,TUBB4B,False,50,Stim8hr
WDR90,0.21242670714855194,PRKCA,False,22,Stim8hr
GRK6,0.21240150928497314,CUL4A,False,10,Stim8hr
TTC19,0.21235845983028412,ITK,False,30,Stim8hr
NRM,0.21234464645385742,CD2,False,48,Stim8hr
COQ9,0.2123246043920517,ITGB2,False,60,Stim8hr
HIRIP3,0.21213242411613464,PRKCA,False,186,Stim8hr
DPYD,0.2121204137802124,HDAC8,False,29,Stim8hr
SEC22C,0.21210803091526031,PRKCA,False,38,Stim8hr
FLCN,0.21205614507198334,ITK,False,50,Stim8hr
APOL1,0.21192201972007751,TOP2B,False,56,Stim8hr
SENP3,0.21183647215366364,AHR,False,48,Stim8hr
TMEM86A,0.21183180809020996,GPD2,False,140,Stim8hr
TIMM50,0.2118193358182907,ATP1B3,False,120,Stim8hr
FBXO3,0.21181714534759521,TUBB4B,False,133,Stim8hr
FANCF,0.21176524460315704,AHR,False,99,Stim8hr
GPR65,0.2117125242948532,CCR4,False,44,Stim8hr
KLHL17,0.2116924524307251,SLAMF7,False,31,Stim8hr
DPH5,0.21165139973163605,PARP2,False,443,Stim8hr
STAG2,0.21163752675056458,CD3E,False,201,Stim8hr
CCDC43,0.21159929037094116,AHR,False,42,Stim8hr
ZNF641,0.21159608662128448,VKORC1,False,172,Stim8hr
TAF12,0.2115936279296875,ITK,False,10,Stim8hr
MTF2,0.21157637238502502,PRKCA,False,90,Stim8hr
VAPB,0.21150413155555725,NDUFS2,False,29,Stim8hr
NAGPA,0.21148715913295746,ITGB2,False,29,Stim8hr
POC5,0.21143755316734314,AHR,False,36,Stim8hr
KATNAL1,0.21140910685062408,AHR,False,6,Stim8hr
SOCS4,0.2113647758960724,ATP1B3,False,177,Stim8hr
MTPAP,0.21131613850593567,NDUFV1,False,125,Stim8hr
PPP2R2A,0.21129615604877472,BRD4,False,54,Stim8hr
HMGN4,0.21128833293914795,EZH2,False,87,Stim8hr
SKAP1,0.21125428378582,CRBN,False,69,Stim8hr
NDUFA11,0.2112322747707367,NDUFS2,True,46,Stim8hr
N4BP3,0.21120910346508026,PRKCA,False,25,Stim8hr
CTSZ,0.21114273369312286,RRM2B,False,128,Stim8hr
ATXN2,0.21113547682762146,PRKCA,False,43,Stim8hr
PMPCB,0.21111167967319489,HDAC8,False,151,Stim8hr
GPALPP1,0.21107202768325806,IMPDH2,False,110,Stim8hr
PPP2R1B,0.21107187867164612,CD3E,False,32,Stim8hr
BRD4,0.21102093160152435,HDAC8,True,29,Stim8hr
INSL3,0.2110140174627304,TUBB4B,False,46,Stim8hr
RAD54B,0.21100586652755737,CCR4,False,86,Stim8hr
KIAA0825,0.2110055536031723,AHR,False,33,Stim8hr
TRMT6,0.21096432209014893,PARP2,False,183,Stim8hr
PA2G4,0.21094730496406555,PARP2,False,74,Stim8hr
GMPR2,0.2108994722366333,KEAP1,False,61,Stim8hr
CCDC28B,0.21089844405651093,AHR,False,94,Stim8hr
RAB12,0.21086856722831726,CCR4,False,47,Stim8hr
MKS1,0.21080870926380157,SLAMF7,False,53,Stim8hr
UBE2E3,0.21079233288764954,CD3E,False,21,Stim8hr
OSTF1,0.21077294647693634,ATP1B3,False,113,Stim8hr
METTL13,0.21072646975517273,CCR4,False,23,Stim8hr
PGM2,0.21072155237197876,ITK,False,12,Stim8hr
GINM1,0.2107205092906952,CD2,False,206,Stim8hr
GIPC1,0.21070249378681183,LCK,False,35,Stim8hr
MFSD4B,0.21066336333751678,HDAC8,False,76,Stim8hr
DUSP23,0.21057409048080444,ITK,False,47,Stim8hr
CCR5,0.21043728291988373,AHR,True,60,Stim8hr
PIGN,0.21041938662528992,SLAMF7,False,128,Stim8hr
NEK1,0.2104090005159378,CD79B,False,41,Stim8hr
FBXO46,0.21038134396076202,PRKCA,False,104,Stim8hr
ZNF675,0.2103079855442047,HDAC8,False,25,Stim8hr
UBB,0.21030181646347046,HDAC8,False,31,Stim8hr
MIOS,0.21029698848724365,CD3E,False,344,Stim8hr
KCTD20,0.2102913111448288,LCK,False,30,Stim8hr
ACAT2,0.21024516224861145,CD2,False,45,Stim8hr
AP3B1,0.21021531522274017,ITK,False,33,Stim8hr
ZNF251,0.20991283655166626,CD2,False,14,Stim8hr
MLX,0.20987844467163086,SLAMF7,False,115,Stim8hr
CXXC5,0.20987145602703094,PRKCA,False,21,Stim8hr
CTBS,0.20987075567245483,CD2,False,25,Stim8hr
MYNN,0.20985578000545502,CD3D,False,52,Stim8hr
ADO,0.20985402166843414,TUBB4B,False,114,Stim8hr
NKRF,0.20984557271003723,HDAC8,False,44,Stim8hr
CAND1,0.20984305441379547,HDAC1,False,670,Stim8hr
MTG1,0.20974522829055786,NDUFAF3,False,67,Stim8hr
NUDT5,0.20971624553203583,EZH2,False,173,Stim8hr
STARD5,0.2096336930990219,LCK,False,11,Stim8hr
PAIP1,0.2095780223608017,ITGB2,False,118,Stim8hr
NIPAL4,0.20953163504600525,TUBB4B,False,125,Stim8hr
IFFO2,0.20953115820884705,CCR4,False,128,Stim8hr
LIMD1,0.20938491821289062,BRD4,False,27,Stim8hr
BTAF1,0.2093838006258011,IMPDH2,False,845,Stim8hr
TBC1D25,0.20936337113380432,CD3G,False,16,Stim8hr
INF2,0.20934684574604034,PRKCA,False,33,Stim8hr
SLC35A3,0.20932616293430328,CD2,False,37,Stim8hr
PTPN9,0.20930926501750946,HDAC8,False,28,Stim8hr
INPP5F,0.20930689573287964,CCR5,False,167,Stim8hr
GTPBP6,0.20925676822662354,CD79B,False,51,Stim8hr
STAT1,0.2091359943151474,JAK2,False,95,Stim8hr
HRAS,0.20911845564842224,CD3E,False,31,Stim8hr
HEXIM1,0.20910608768463135,IMPDH2,False,250,Stim8hr
SIAH1,0.2090831995010376,PRKCA,False,8,Stim8hr
ANAPC5,0.20908042788505554,PRKCA,False,54,Stim8hr
SPART,0.20902560651302338,PRKAB2,False,29,Stim8hr
CALM3,0.2090098261833191,PNP,False,32,Stim8hr
NDUFS6,0.20900389552116394,CD3E,True,23,Stim8hr
MREG,0.20900174975395203,GPD2,False,25,Stim8hr
PDIA6,0.20898045599460602,BRD4,False,176,Stim8hr
INTS14,0.20897242426872253,CD274,False,510,Stim8hr
SMYD2,0.2089555710554123,CD3E,False,39,Stim8hr
FASTKD2,0.20895470678806305,PRKCA,False,22,Stim8hr
PTCD2,0.20890821516513824,NDUFAF3,False,121,Stim8hr
C8orf76,0.20884649455547333,PNP,False,36,Stim8hr
SEC24C,0.20881186425685883,AHR,False,127,Stim8hr
CASP2,0.20878878235816956,VKORC1,False,61,Stim8hr
POLDIP2,0.20874851942062378,PNP,False,68,Stim8hr
CDK19,0.20873600244522095,CD3E,False,55,Stim8hr
NAA20,0.208730548620224,PSMB9,False,421,Stim8hr
GLI4,0.2086828649044037,HDAC8,False,13,Stim8hr
HDAC6,0.20867852866649628,PNP,True,30,Stim8hr
SH3KBP1,0.20866842567920685,CCR5,False,23,Stim8hr
ADI1,0.20860221982002258,ITK,False,51,Stim8hr
CTSH,0.2085997462272644,CD2,False,18,Stim8hr
FAM162A,0.2085925191640854,ITK,False,58,Stim8hr
UVRAG,0.20852001011371613,ATP1B3,False,401,Stim8hr
PIGX,0.20847772061824799,CD2,False,56,Stim8hr
SCAF11,0.2084679901599884,IMPDH2,False,127,Stim8hr
ZSCAN26,0.20845840871334076,NDUFS2,False,46,Stim8hr
ARL16,0.2084479033946991,LCK,False,36,Stim8hr
CDC25C,0.20843122899532318,ATP1B3,False,41,Stim8hr
EPG5,0.20825129747390747,CD2,False,46,Stim8hr
UCHL5,0.20809140801429749,PRKCA,False,284,Stim8hr
PET117,0.20804637670516968,HDAC8,False,118,Stim8hr
CHRAC1,0.20803551375865936,CCR4,False,79,Stim8hr
SOAT1,0.2080068439245224,ITK,False,10,Stim8hr
MBD4,0.20790208876132965,PRKAB2,False,26,Stim8hr
CLIP1,0.2078644335269928,CCR4,False,44,Stim8hr
GPR108,0.20782774686813354,SLAMF7,False,64,Stim8hr
MIB2,0.20781844854354858,TUBB4B,False,104,Stim8hr
ZEB1,0.20781809091567993,PRKCA,False,241,Stim8hr
SLC25A45,0.20779751241207123,ITK,False,31,Stim8hr
NLK,0.2077949494123459,ITGB2,False,30,Stim8hr
G3BP2,0.20776957273483276,LCK,False,69,Stim8hr
SUPT4H1,0.20774146914482117,HDAC8,False,123,Stim8hr
ATP23,0.20773670077323914,CD274,False,159,Stim8hr
ABTB1,0.20773003995418549,ITGB2,False,44,Stim8hr
AMFR,0.20765361189842224,CCR5,False,42,Stim8hr
FAM76A,0.20765146613121033,GPD2,False,20,Stim8hr
EDEM3,0.2076205164194107,CD79B,False,19,Stim8hr
RNF7,0.20760054886341095,LCK,False,142,Stim8hr
CCDC18,0.20758922398090363,CCR4,False,35,Stim8hr
BLOC1S2,0.20757268369197845,CD2,False,114,Stim8hr
MRC2,0.20756855607032776,CUL4A,False,407,Stim8hr
SKIL,0.20756661891937256,BRD4,False,16,Stim8hr
RTTN,0.20755931735038757,PARP2,False,121,Stim8hr
RIC8A,0.20755138993263245,PRKCA,False,45,Stim8hr
FKBP7,0.20753240585327148,CCR5,False,33,Stim8hr
TMCO1,0.20752879977226257,ATP1B3,False,74,Stim8hr
FNBP4,0.20745955407619476,IMPDH2,False,539,Stim8hr
TMEM141,0.20745842158794403,BRD4,False,27,Stim8hr
C1orf52,0.20745371282100677,CCR4,False,22,Stim8hr
RSF1,0.20744211971759796,ITGB2,False,101,Stim8hr
KIZ,0.2074279934167862,BRD4,False,29,Stim8hr
NFKB1,0.20741520822048187,CD3D,False,230,Stim8hr
ITGB3BP,0.20736649632453918,HDAC8,False,19,Stim8hr
TMEM250,0.20731930434703827,CCR4,False,17,Stim8hr
MCTS1,0.20730018615722656,SLAMF7,False,709,Stim8hr
TMEM101,0.2072872370481491,CCR4,False,24,Stim8hr
FKRP,0.20727881789207458,GPD2,False,82,Stim8hr
BRWD3,0.20726189017295837,LCK,False,40,Stim8hr
CPNE3,0.20726066827774048,AHR,False,18,Stim8hr
NFAT5,0.2072581946849823,CCR4,False,41,Stim8hr
MIER2,0.207233265042305,TUBB4B,False,57,Stim8hr
ODF2,0.20719942450523376,ITGB2,False,47,Stim8hr
MMACHC,0.20719194412231445,CCR4,False,44,Stim8hr
MTERF3,0.207156240940094,IMPDH2,False,183,Stim8hr
PTBP3,0.2071390151977539,AHR,False,52,Stim8hr
S100A10,0.2071218639612198,NDUFB5,False,39,Stim8hr
PGAP6,0.20700237154960632,CD3E,False,27,Stim8hr
PLEKHB2,0.20699681341648102,ITGB2,False,64,Stim8hr
PPP2R3C,0.20691002905368805,CD3E,False,70,Stim8hr
HMMR,0.20687267184257507,VEGFA,False,45,Stim8hr
CHKA,0.20681503415107727,NDUFS2,False,40,Stim8hr
ALS2,0.20680339634418488,IFNGR1,False,74,Stim8hr
ASPHD2,0.20678557455539703,PRKCA,False,26,Stim8hr
TOP1MT,0.2067827433347702,PRKCA,False,41,Stim8hr
SMIM15,0.20670990645885468,BRD4,False,47,Stim8hr
FAM200A,0.20659510791301727,ADA,False,35,Stim8hr
MYO1C,0.2065672129392624,ITK,False,32,Stim8hr
NOL7,0.20656178891658783,ITGB2,False,153,Stim8hr
HUWE1,0.20652134716510773,HDAC8,False,82,Stim8hr
TMEM64,0.20648442208766937,ITK,False,25,Stim8hr
UBR2,0.20646588504314423,CD2,False,22,Stim8hr
NDUFB4,0.20644235610961914,NDUFV2,True,57,Stim8hr
AMD1,0.20643676817417145,ATP1B3,False,220,Stim8hr
COA5,0.20638956129550934,NDUFV2,False,268,Stim8hr
NKTR,0.20638270676136017,LCK,False,113,Stim8hr
LRP11,0.2063332498073578,CRBN,False,65,Stim8hr
ZSCAN9,0.20628248155117035,IMPDH2,False,35,Stim8hr
RRP8,0.20627844333648682,PARP2,False,56,Stim8hr
