gene,kNN_max_score,nearest_approved_target,is_approved_target,n_downstream_z3,culture_condition
MED25,0.16404154896736145,CCR4,False,54,Stim8hr
YPEL5,0.16400253772735596,EZH2,False,152,Stim8hr
ZFAND3,0.16399110853672028,SLC29A1,False,42,Stim8hr
S100A11,0.16393305361270905,PRKCA,False,41,Stim8hr
SPTSSA,0.16390670835971832,ITGB2,False,144,Stim8hr
ZNF669,0.16385313868522644,TYK2,False,15,Stim8hr
MMGT1,0.16382350027561188,FLT1,False,147,Stim8hr
SARNP,0.16376060247421265,HDAC8,False,144,Stim8hr
RAB14,0.16375228762626648,ACVR1,False,38,Stim8hr
PSIP1,0.1637507975101471,ATP1B3,False,273,Stim8hr
SLC2A11,0.16371212899684906,TYK2,False,81,Stim8hr
SLC38A10,0.16368743777275085,PRKCA,False,47,Stim8hr
CC2D1B,0.16367192566394806,PNP,False,22,Stim8hr
TPGS2,0.16363053023815155,CUL4A,False,75,Stim8hr
NCOA7,0.16360311210155487,BRD4,False,22,Stim8hr
CDYL,0.16360270977020264,HDAC8,False,91,Stim8hr
SFT2D2,0.16358046233654022,DPP4,False,22,Stim8hr
SBNO1,0.16355782747268677,LCK,False,169,Stim8hr
PPCDC,0.1635514497756958,CD3E,False,531,Stim8hr
SLC27A4,0.16354568302631378,PRKCA,False,30,Stim8hr
GSTM3,0.16353923082351685,AHR,False,15,Stim8hr
METTL5,0.16353033483028412,AHR,False,30,Stim8hr
GDE1,0.16352061927318573,CCR5,False,74,Stim8hr
ELAVL1,0.16351017355918884,GPD2,False,1137,Stim8hr
TXNIP,0.16349062323570251,HDAC3,False,114,Stim8hr
BORCS5,0.16344526410102844,HDAC8,False,46,Stim8hr
CNOT9,0.16343413293361664,IMPDH2,False,261,Stim8hr
SLC25A3,0.16341058909893036,NDUFV1,False,62,Stim8hr
MYG1,0.16339914500713348,ATP1B3,False,49,Stim8hr
ANKEF1,0.16337677836418152,AHR,False,17,Stim8hr
ZMYND8,0.16336879134178162,AHR,False,128,Stim8hr
SMG9,0.16336466372013092,PRKCH,False,581,Stim8hr
CCNG1,0.16334454715251923,HDAC8,False,39,Stim8hr
RFC1,0.16334164142608643,EZH2,False,108,Stim8hr
STRADB,0.16332955658435822,GPD2,False,14,Stim8hr
PSEN2,0.1633162796497345,PRKCA,True,47,Stim8hr
PEF1,0.16331613063812256,CD79B,False,0,Stim8hr
GPBP1,0.16329972445964813,BCR,False,23,Stim8hr
ZNF75D,0.16327856481075287,PRKCA,False,28,Stim8hr
COLGALT1,0.1632736325263977,IMPDH2,False,55,Stim8hr
SERPINE2,0.16325785219669342,BRD4,False,27,Stim8hr
TMEM131,0.16324955224990845,GSK3B,False,62,Stim8hr
HTRA2,0.16324464976787567,PDE1B,False,79,Stim8hr
PGP,0.1632436066865921,PRKCA,False,53,Stim8hr
BEX4,0.1632392555475235,CD3E,False,13,Stim8hr
MYO1B,0.1632133573293686,CCR4,False,16,Stim8hr
CNKSR2,0.16320845484733582,SLAMF7,False,44,Stim8hr
HLTF,0.16315320134162903,PNP,False,29,Stim8hr
SPAG16,0.1631501466035843,LCK,False,21,Stim8hr
GZMA,0.16312794387340546,CD2,False,22,Stim8hr
MICAL1,0.16310107707977295,PRKCA,False,29,Stim8hr
HASPIN,0.1630890667438507,AHR,False,49,Stim8hr
PPP1R7,0.1630544662475586,ITGB2,False,117,Stim8hr
WDR82,0.163052037358284,PSMB9,False,1063,Stim8hr
FYN,0.16305159032344818,ATP1B3,True,63,Stim8hr
JMJD4,0.16303227841854095,CD2,False,15,Stim8hr
PHKA1,0.1630256325006485,LCK,False,38,Stim8hr
PREP,0.16301573812961578,CD2,False,42,Stim8hr
RHOT2,0.16297060251235962,NDUFV1,False,40,Stim8hr
GBA2,0.16296173632144928,AHR,False,125,Stim8hr
TMCO4,0.16295690834522247,RRM2B,False,4,Stim8hr
EXTL3,0.1629510372877121,CD2,False,43,Stim8hr
AGGF1,0.16295023262500763,CD3E,False,20,Stim8hr
PBRM1,0.16294951736927032,EZH2,False,76,Stim8hr
SLCO3A1,0.1629278063774109,CD3D,False,31,Stim8hr
NLRC5,0.16288647055625916,TYK2,False,39,Stim8hr
TSTD2,0.16286267340183258,PPAT,False,358,Stim8hr
PARD6B,0.1628565788269043,AHR,False,13,Stim8hr
LNPK,0.16284729540348053,TUBB4B,False,18,Stim8hr
FCHO1,0.1628442406654358,KEAP1,False,83,Stim8hr
NSMCE2,0.16279885172843933,TUBB4B,False,100,Stim8hr
KDM4C,0.1627863049507141,PDE7B,False,34,Stim8hr
PRDM15,0.16274325549602509,ROCK2,False,95,Stim8hr
KLHL28,0.16270214319229126,PNP,False,31,Stim8hr
AGFG2,0.1626957505941391,PRKAB2,False,24,Stim8hr
UQCC2,0.1626816689968109,CD2,False,17,Stim8hr
CCL4,0.1626577079296112,CD2,False,12,Stim8hr
SLC33A1,0.16264791786670685,NDUFV2,False,59,Stim8hr
APH1A,0.16264501214027405,AHR,True,49,Stim8hr
ZNF408,0.16261079907417297,ITGB2,False,53,Stim8hr
PASK,0.16260729730129242,CD79B,False,71,Stim8hr
TMEM135,0.1625915765762329,BRD4,False,21,Stim8hr
NTRK2,0.1625603884458542,CRBN,True,28,Stim8hr
APC,0.16255193948745728,LCK,False,268,Stim8hr
RMDN1,0.16253462433815002,CD3D,False,10,Stim8hr
PAFAH1B3,0.16252680122852325,RRM2B,False,26,Stim8hr
SORD,0.16247758269309998,ITK,False,16,Stim8hr
METRN,0.1624533236026764,AHR,False,125,Stim8hr
UNG,0.16243602335453033,HDAC8,False,22,Stim8hr
ARID1A,0.16236208379268646,LCK,False,154,Stim8hr
ZNF484,0.1623496264219284,AHR,False,14,Stim8hr
RFNG,0.16233600676059723,ATP1B3,False,37,Stim8hr
PSKH1,0.1623263657093048,CD2,False,15,Stim8hr
UFC1,0.1623101681470871,ODC1,False,108,Stim8hr
GUSB,0.1623101532459259,ITGB2,False,15,Stim8hr
KLHDC4,0.16230924427509308,CD79B,False,83,Stim8hr
KLF11,0.16226139664649963,PDE7B,False,39,Stim8hr
STARD4,0.1622578650712967,BRD4,False,50,Stim8hr
P4HB,0.16223345696926117,ACVR1,False,139,Stim8hr
HAPSTR1,0.16223029792308807,SLAMF7,False,326,Stim8hr
INTS6,0.16221018135547638,SLC29A1,False,122,Stim8hr
ZNF397,0.16220831871032715,TUBB4B,False,39,Stim8hr
ZNF282,0.16218005120754242,ACVR1,False,21,Stim8hr
SERINC3,0.16217690706253052,ITK,False,19,Stim8hr
CMC1,0.16216027736663818,CCR4,False,12,Stim8hr
DPH2,0.1621558666229248,PARP2,False,104,Stim8hr
QSOX2,0.16211727261543274,LCK,False,20,Stim8hr
SPATS2L,0.16210882365703583,CD2,False,10,Stim8hr
KRBOX4,0.16209211945533752,CD2,False,43,Stim8hr
TRIM39,0.1620555967092514,AHR,False,81,Stim8hr
RAC1,0.16203738749027252,PIK3CA,False,39,Stim8hr
EIF1AY,0.16202586889266968,ITGB2,False,18,Stim8hr
CLOCK,0.162011981010437,LCK,False,18,Stim8hr
HYCC1,0.16200770437717438,CD3E,False,17,Stim8hr
ARSB,0.16199372708797455,LCK,False,41,Stim8hr
SPINT1,0.1619778722524643,SLAMF7,False,47,Stim8hr
PHKA2,0.16197535395622253,CCR4,False,16,Stim8hr
PATL1,0.1619725525379181,PPARA,False,64,Stim8hr
HADHB,0.16196918487548828,ITGB2,False,35,Stim8hr
OAS3,0.16196109354496002,VKORC1,False,37,Stim8hr
ZBED4,0.16189591586589813,LCK,False,24,Stim8hr
ATP5F1E,0.16185826063156128,NDUFV1,False,41,Stim8hr
KLHL36,0.1618567854166031,ITGB2,False,22,Stim8hr
HMOX2,0.1618567556142807,LCK,False,21,Stim8hr
POU2AF1,0.1618410348892212,RRM2B,False,31,Stim8hr
RASGRF2,0.16183045506477356,PRKCA,False,61,Stim8hr
DLGAP4,0.16175970435142517,IL2RB,False,12,Stim8hr
PRKAA1,0.16174642741680145,AHR,True,99,Stim8hr
IVNS1ABP,0.161736860871315,CCR4,False,22,Stim8hr
C6orf47,0.16171127557754517,AHR,False,29,Stim8hr
CENPV,0.16170503199100494,ADA,False,58,Stim8hr
RNF38,0.16167153418064117,RRM2B,False,27,Stim8hr
EID1,0.16165806353092194,CD2,False,53,Stim8hr
JKAMP,0.16165375709533691,CD79B,False,23,Stim8hr
SMIM20,0.16164955496788025,GPD2,False,19,Stim8hr
GLRX,0.16163384914398193,ATP1B3,False,30,Stim8hr
CCNE1,0.1616259664297104,IMPDH2,False,120,Stim8hr
ZFP90,0.16162213683128357,AHR,False,27,Stim8hr
ZNF337,0.16155952215194702,IMPDH2,False,28,Stim8hr
DTNBP1,0.16153346002101898,PNP,False,60,Stim8hr
TTC4,0.16152633726596832,PARP2,False,183,Stim8hr
MARCHF7,0.16149824857711792,PRKCA,False,31,Stim8hr
SERGEF,0.16138926148414612,PNP,False,69,Stim8hr
LDLR,0.16138088703155518,PRKAB2,False,51,Stim8hr
CD164,0.1613435596227646,PPARA,False,21,Stim8hr
FDXACB1,0.16130651533603668,AHR,False,23,Stim8hr
RNPEP,0.16130635142326355,AHR,False,26,Stim8hr
CDC37L1,0.16130071878433228,HDAC3,False,37,Stim8hr
EIF2D,0.16124747693538666,CD3D,False,20,Stim8hr
ZNF354C,0.16123069822788239,BRD4,False,17,Stim8hr
PFKP,0.16122670471668243,ACVR1,False,38,Stim8hr
STEEP1,0.16121050715446472,ITGB7,False,60,Stim8hr
ENOX2,0.16118045151233673,BRD4,False,29,Stim8hr
WBP2,0.1611747443675995,HDAC8,False,32,Stim8hr
TACO1,0.16116081178188324,CCR4,False,85,Stim8hr
TM2D1,0.16114002466201782,PRKAB2,False,293,Stim8hr
DBF4,0.16109363734722137,TUBB4B,False,88,Stim8hr
WDR77,0.1610645204782486,ACVR1,False,29,Stim8hr
NCOA2,0.16100186109542847,HDAC6,False,22,Stim8hr
PI4K2B,0.16099290549755096,CD3E,False,28,Stim8hr
HSF1,0.16097503900527954,BRD4,False,70,Stim8hr
DPYSL2,0.1609409600496292,CD2,False,25,Stim8hr
FMNL1,0.1609322726726532,ITK,False,45,Stim8hr
FUNDC2,0.1609310358762741,NDUFV1,False,73,Stim8hr
GLB1L3,0.16086624562740326,AHR,False,30,Stim8hr
ZFAT,0.16079674661159515,ACVR1,False,163,Stim8hr
VPS39,0.1607932448387146,CD274,False,70,Stim8hr
AGPAT3,0.16074252128601074,HDAC8,False,27,Stim8hr
CD44,0.16074004769325256,BRD4,False,28,Stim8hr
ATG4C,0.16072234511375427,ITGB7,False,22,Stim8hr
PTGES2,0.16072094440460205,AHR,False,21,Stim8hr
NDUFAF5,0.16067807376384735,PARP2,False,108,Stim8hr
CTU1,0.16067470610141754,PARP2,False,276,Stim8hr
AGL,0.16065086424350739,PRKAB2,False,10,Stim8hr
FAF1,0.16064539551734924,AHR,False,17,Stim8hr
SLF1,0.16062839329242706,HRH2,False,165,Stim8hr
ATAD3B,0.1606224924325943,ITK,False,27,Stim8hr
TMPPE,0.16061879694461823,PDE7B,False,44,Stim8hr
U2AF1L4,0.16061370074748993,CD79B,False,29,Stim8hr
ANKRD26,0.16060718894004822,CCR4,False,37,Stim8hr
TP53I13,0.16057732701301575,NDUFAF3,False,44,Stim8hr
IFT46,0.16057302057743073,AHR,False,26,Stim8hr
MESD,0.16056020557880402,BRD4,False,44,Stim8hr
ZBTB42,0.1605592668056488,CD3G,False,11,Stim8hr
PTDSS2,0.16055569052696228,CD3E,False,138,Stim8hr
CNOT6,0.16054263710975647,GSK3B,False,26,Stim8hr
MORC3,0.16047127544879913,CRBN,False,48,Stim8hr
SMS,0.16044345498085022,HDAC8,False,120,Stim8hr
CYRIB,0.1604337841272354,PRKAB2,False,29,Stim8hr
TRAT1,0.16042201220989227,CD79B,False,32,Stim8hr
TMEM9,0.16040287911891937,VKORC1,False,64,Stim8hr
C19orf53,0.1604013442993164,HDAC8,False,42,Stim8hr
ZFP36,0.16038373112678528,CD79B,False,41,Stim8hr
ZNF480,0.16032573580741882,BCR,False,26,Stim8hr
MBTD1,0.1602836400270462,HDAC8,False,19,Stim8hr
ATPAF1,0.16026964783668518,CD3E,False,26,Stim8hr
SFXN3,0.16026736795902252,ACVR1,False,19,Stim8hr
YTHDC2,0.1602512151002884,RRM2B,False,4,Stim8hr
ELP4,0.16025042533874512,ATP1B3,False,225,Stim8hr
MKKS,0.1602434366941452,CD79B,False,9,Stim8hr
TGIF1,0.16022266447544098,BRD4,False,122,Stim8hr
MIB1,0.160210520029068,CD79B,False,20,Stim8hr
CASD1,0.16020964086055756,CD79B,False,64,Stim8hr
RAB2B,0.16017156839370728,ATP1B3,False,120,Stim8hr
TBC1D15,0.1601516753435135,SLC29A1,False,41,Stim8hr
TMEM39B,0.16013038158416748,PDE7B,False,28,Stim8hr
NDUFC2,0.16010421514511108,NDUFV2,True,54,Stim8hr
NCALD,0.16008591651916504,BRD4,False,40,Stim8hr
GSTP1,0.16007648408412933,PRKCA,False,96,Stim8hr
SH3GL1,0.16006410121917725,HDAC7,False,85,Stim8hr
NHERF2,0.16005641222000122,IMPDH2,False,56,Stim8hr
LIF,0.16003848612308502,CD2,False,25,Stim8hr
KDM2A,0.16000546514987946,NDUFB9,False,303,Stim8hr
TIGD5,0.15997686982154846,BRD4,False,28,Stim8hr
TMEM79,0.15996918082237244,EZH2,False,452,Stim8hr
ZFP69B,0.15993435680866241,BRD4,False,37,Stim8hr
MDM1,0.15992264449596405,ITK,False,19,Stim8hr
EEF1B2,0.15988849103450775,NDUFS2,False,25,Stim8hr
RABGGTB,0.15987661480903625,CCR4,False,71,Stim8hr
CREBL2,0.15986940264701843,BRD4,False,58,Stim8hr
PIR,0.15986815094947815,BCR,False,24,Stim8hr
NQO2,0.15985749661922455,CCR4,False,19,Stim8hr
ZNF354B,0.15984150767326355,IMPDH2,False,53,Stim8hr
CRYZ,0.15981736779212952,CCR4,False,13,Stim8hr
OTUD6B,0.1597726047039032,CD2,False,47,Stim8hr
PPP1R12B,0.15975762903690338,PPARA,False,36,Stim8hr
SLC30A5,0.1597498506307602,CD3G,False,14,Stim8hr
APOO,0.1597331017255783,EZH2,False,12,Stim8hr
GOPC,0.15973247587680817,HDAC8,False,12,Stim8hr
MCOLN1,0.15971922874450684,PSMB9,False,49,Stim8hr
TNFSF10,0.1597132831811905,HDAC8,False,48,Stim8hr
WASHC5,0.15971235930919647,HDAC7,False,59,Stim8hr
RBIS,0.15970836579799652,RARA,False,104,Stim8hr
EIF4EBP1,0.1597069501876831,PNP,False,31,Stim8hr
ZNF160,0.159685418009758,PNP,False,39,Stim8hr
P4HA2,0.15968173742294312,ITGB2,False,34,Stim8hr
ZDHHC20,0.1596561074256897,CCR5,False,35,Stim8hr
TP53BP1,0.1596192568540573,PARP2,False,50,Stim8hr
MITD1,0.15958133339881897,HDAC8,False,41,Stim8hr
PIP4P1,0.15957234799861908,PDE7B,False,117,Stim8hr
LAT2,0.15954910218715668,PSEN2,False,270,Stim8hr
SCAMP2,0.15952277183532715,IFNGR1,False,12,Stim8hr
COPS7A,0.1594928652048111,CD274,False,17,Stim8hr
KIF2C,0.15949147939682007,BRD4,False,13,Stim8hr
MAML2,0.15948882699012756,PARP2,False,32,Stim8hr
BNIP2,0.15943273901939392,CUL4A,False,29,Stim8hr
SLX4IP,0.15939459204673767,HDAC8,False,43,Stim8hr
PSMB8,0.1593853086233139,HDAC8,True,115,Stim8hr
TMEM121,0.1593177318572998,GSK3B,False,16,Stim8hr
ESRRA,0.15931649506092072,PDE7B,False,45,Stim8hr
CRY2,0.1592903435230255,KCNQ5,False,19,Stim8hr
KCNAB2,0.1592516005039215,CD2,False,23,Stim8hr
INPP4A,0.15924282371997833,GPD2,False,31,Stim8hr
UBE2L6,0.15920434892177582,TYK2,False,12,Stim8hr
MTPN,0.1591930240392685,PPARA,False,37,Stim8hr
ZNF672,0.15918636322021484,VKORC1,False,33,Stim8hr
NEDD4,0.15918073058128357,CD3G,False,38,Stim8hr
NECTIN3,0.15915976464748383,HDAC8,False,17,Stim8hr
CHPT1,0.15911468863487244,AHR,False,25,Stim8hr
CYTH4,0.15909868478775024,PRKCA,False,70,Stim8hr
SGO1,0.15909646451473236,PNP,False,60,Stim8hr
LRRC41,0.15903441607952118,AHR,False,27,Stim8hr
ACADS,0.15902772545814514,PTGIR,False,55,Stim8hr
N4BP2,0.15901555120944977,ITGB2,False,29,Stim8hr
SLC25A14,0.1589706391096115,CUL4A,False,9,Stim8hr
RCBTB2,0.15892280638217926,TOP2B,False,28,Stim8hr
ZC3H3,0.1589169055223465,CD3D,False,249,Stim8hr
DDX28,0.15890385210514069,AHR,False,42,Stim8hr
KCTD17,0.1588907688856125,TUBB4B,False,23,Stim8hr
CAMK2G,0.15888074040412903,CCDC6,False,22,Stim8hr
CDK8,0.1588752716779709,IDH2,False,52,Stim8hr
STAP2,0.15881459414958954,AHR,False,30,Stim8hr
VKORC1,0.15878018736839294,CD2,True,59,Stim8hr
CABLES2,0.1587761491537094,HRH2,False,39,Stim8hr
KHK,0.15875421464443207,PRKAB2,False,22,Stim8hr
ZNF490,0.15873983502388,CCR4,False,24,Stim8hr
PEX19,0.15872813761234283,NDUFA10,False,58,Stim8hr
CEP44,0.15869826078414917,CUL4A,False,46,Stim8hr
MEPCE,0.15869030356407166,AHR,False,47,Stim8hr
ECPAS,0.15868358314037323,CD2,False,31,Stim8hr
PURA,0.15868200361728668,BRD4,False,50,Stim8hr
RBL1,0.15865743160247803,IMPDH2,False,87,Stim8hr
SLC30A1,0.15865163505077362,ITK,False,47,Stim8hr
PIK3C2A,0.15864957869052887,BRD4,False,15,Stim8hr
PAK2,0.15863873064517975,HDAC8,False,170,Stim8hr
LRRFIP2,0.15861545503139496,CD3D,False,15,Stim8hr
C11orf71,0.15858642756938934,CD3G,False,18,Stim8hr
HSF5,0.1585773527622223,PRKAB2,False,22,Stim8hr
ZNF614,0.1585710346698761,CRBN,False,18,Stim8hr
VAMP7,0.15857023000717163,PDE7B,False,40,Stim8hr
PIM1,0.1585579216480255,CD79B,False,560,Stim8hr
GALNT7,0.1585470736026764,ADA,False,60,Stim8hr
SYT11,0.1585245430469513,PRKCA,False,24,Stim8hr
GARS1,0.1585237830877304,LCK,False,92,Stim8hr
USF3,0.15850034356117249,RRM2B,False,52,Stim8hr
ERAP2,0.15848518908023834,CD2,False,41,Stim8hr
METTL18,0.1584654003381729,TUBB4B,False,46,Stim8hr
S1PR1,0.15844093263149261,HDAC8,True,17,Stim8hr
NPM3,0.15843082964420319,PRKCA,False,29,Stim8hr
XYLT2,0.15836915373802185,ITGAL,False,29,Stim8hr
DEPDC5,0.1583501547574997,CD2,False,70,Stim8hr
ZSWIM8,0.158334881067276,CCR5,False,53,Stim8hr
CASK,0.15833315253257751,GSK3A,False,102,Stim8hr
MCRIP1,0.1583321988582611,CD79B,False,17,Stim8hr
SLC49A4,0.1582900881767273,CD2,False,29,Stim8hr
DNAJB2,0.15825404226779938,VKORC1,False,13,Stim8hr
ANKRD33B,0.1582501232624054,DPP4,False,15,Stim8hr
ZNF32,0.1582496464252472,PRKCA,False,34,Stim8hr
FRA10AC1,0.15823979675769806,HDAC8,False,91,Stim8hr
BIVM,0.1581999510526657,VKORC1,False,40,Stim8hr
ZNF445,0.15819716453552246,VEGFA,False,22,Stim8hr
THOC6,0.15818049013614655,CD3E,False,220,Stim8hr
DDX19B,0.15813685953617096,CUL4A,False,15,Stim8hr
ARV1,0.15812988579273224,POLE3,False,33,Stim8hr
GET3,0.15808545053005219,IL2RB,False,197,Stim8hr
EDC4,0.1580740213394165,TUBB4B,False,83,Stim8hr
GIT2,0.15806430578231812,CD2,False,51,Stim8hr
IMPACT,0.158034086227417,CD3E,False,35,Stim8hr
NDUFB5,0.15801838040351868,NDUFV1,True,71,Stim8hr
AFDN,0.1580154299736023,ITK,False,24,Stim8hr
PCCA,0.1579880565404892,BRD4,False,24,Stim8hr
BAG5,0.15796534717082977,ITK,False,53,Stim8hr
ABL2,0.1579190343618393,ACVR1,False,26,Stim8hr
BDH2,0.15791605412960052,CD79B,False,36,Stim8hr
ZNF485,0.15791228413581848,PRKCA,False,26,Stim8hr
NIN,0.15787868201732635,PARP2,False,31,Stim8hr
BMERB1,0.15786920487880707,CD3D,False,14,Stim8hr
GLTP,0.1577785313129425,CD2,False,66,Stim8hr
HYLS1,0.1577635556459427,CD3E,False,116,Stim8hr
MANF,0.1577608436346054,BRD4,False,62,Stim8hr
GALNT2,0.15774235129356384,LCK,False,12,Stim8hr
NPDC1,0.15771141648292542,CD3E,False,53,Stim8hr
TM2D3,0.15764471888542175,IL4R,False,64,Stim8hr
MOB3A,0.15763935446739197,AHR,False,44,Stim8hr
PPP1R3B,0.15762372314929962,IMPDH2,False,99,Stim8hr
UBE2E1,0.15762172639369965,IMPDH2,False,106,Stim8hr
CMC2,0.15759669244289398,ATP1B3,False,65,Stim8hr
NABP2,0.15756778419017792,AHR,False,32,Stim8hr
CD2AP,0.1575668603181839,AHR,False,8,Stim8hr
CTDNEP1,0.1575649082660675,PNP,False,38,Stim8hr
GATAD2A,0.157557874917984,CD2,False,17,Stim8hr
CABIN1,0.15754593908786774,LCK,False,256,Stim8hr
TMEM14A,0.1575377732515335,PRKCA,False,16,Stim8hr
PMM2,0.15751507878303528,CD3D,False,279,Stim8hr
RNF157,0.15750989317893982,BRD4,False,49,Stim8hr
MTMR14,0.15750551223754883,IGF1R,False,39,Stim8hr
KIFBP,0.15748174488544464,CD3E,False,54,Stim8hr
MIGA2,0.15747876465320587,BCR,False,63,Stim8hr
LEMD3,0.1574765294790268,PPARA,False,28,Stim8hr
VPS13A,0.15746846795082092,PRKAB2,False,14,Stim8hr
SLC25A5,0.1574341058731079,PRKAB2,False,25,Stim8hr
BLTP3A,0.15742622315883636,PDE7B,False,36,Stim8hr
FMNL2,0.157379150390625,MAP2K1,False,19,Stim8hr
NME7,0.1573573499917984,PRKCA,False,21,Stim8hr
ZNF740,0.1573365479707718,GSK3A,False,70,Stim8hr
CALHM6,0.15725909173488617,AHR,False,96,Stim8hr
PDCD2,0.15724825859069824,CCR5,False,115,Stim8hr
UCK1,0.15721775591373444,PPAT,False,18,Stim8hr
TMED2,0.15720757842063904,NDUFV2,False,201,Stim8hr
CAPN2,0.1571689397096634,PRKCA,False,10,Stim8hr
TMC6,0.15715162456035614,PRKCA,False,21,Stim8hr
C6orf226,0.15715083479881287,CD2,False,10,Stim8hr
ADA2,0.1571439504623413,LCK,False,38,Stim8hr
TOR1B,0.1571425497531891,PSMB9,False,50,Stim8hr
DHRS7B,0.15712222456932068,IMPDH2,False,33,Stim8hr
CYSLTR1,0.15712052583694458,HDAC1,True,27,Stim8hr
THEMIS,0.15711234509944916,AHR,False,35,Stim8hr
FHIP2B,0.15710583329200745,PPARA,False,23,Stim8hr
CCNT1,0.15705199539661407,CD2,False,87,Stim8hr
PRDX5,0.15704864263534546,BRD4,False,57,Stim8hr
HACE1,0.15704457461833954,HDAC3,False,45,Stim8hr
ELK3,0.15702837705612183,PRKAB2,False,28,Stim8hr
ZNF140,0.15702705085277557,VKORC1,False,35,Stim8hr
SURF2,0.15700440108776093,PNP,False,35,Stim8hr
FMR1,0.15699391067028046,ITGB2,False,59,Stim8hr
UGDH,0.1569255292415619,PDE7B,False,228,Stim8hr
GAB2,0.15691854059696198,IL4R,False,73,Stim8hr
EIF2AK3,0.15689271688461304,CCR4,False,32,Stim8hr
CAPN7,0.15684761106967926,RRM2B,False,28,Stim8hr
YARS1,0.15683111548423767,VEGFA,False,68,Stim8hr
ATG4A,0.15682564675807953,VEGFA,False,32,Stim8hr
MACROH2A1,0.15678173303604126,LCK,False,24,Stim8hr
IDH3A,0.15676014125347137,NDUFAF3,False,188,Stim8hr
ITGB7,0.1567559391260147,HDAC1,True,22,Stim8hr
CHIC2,0.1566903293132782,GSK3A,False,130,Stim8hr
METTL25,0.15667635202407837,ITGB2,False,34,Stim8hr
DSTYK,0.1566743552684784,PPARA,False,46,Stim8hr
AKAP8,0.1566186249256134,PRKCA,False,25,Stim8hr
PRRC2C,0.1565861850976944,IL4R,False,92,Stim8hr
CBX3,0.15655454993247986,ITK,False,170,Stim8hr
FAM210B,0.1565384566783905,BRD4,False,32,Stim8hr
XCL1,0.1565307080745697,ATP1B3,False,30,Stim8hr
ENTREP3,0.15651723742485046,GSK3A,False,17,Stim8hr
CREBZF,0.15651163458824158,BRD4,False,16,Stim8hr
TMUB1,0.15649038553237915,BCR,False,26,Stim8hr
FTSJ1,0.15648628771305084,AHR,False,25,Stim8hr
TDP1,0.15646673738956451,ATP1B3,False,30,Stim8hr
PDK3,0.15645237267017365,CUL4A,False,51,Stim8hr
USP48,0.15644513070583344,DPP4,False,14,Stim8hr
TMTC3,0.15641559660434723,ACVR1,False,50,Stim8hr
SAT2,0.1563720405101776,CD3D,False,24,Stim8hr
PSME4,0.15634505450725555,TNFRSF8,False,10,Stim8hr
FBXL20,0.1563422828912735,CD3D,False,51,Stim8hr
UBE2D3,0.15633295476436615,IFNGR1,False,87,Stim8hr
TUBA1A,0.15631672739982605,BRD4,True,16,Stim8hr
SNX9,0.15631236135959625,EZH2,False,42,Stim8hr
PSME3,0.15630249679088593,FLT1,False,57,Stim8hr
CNOT2,0.1562870293855667,RRM2B,False,87,Stim8hr
LEMD2,0.1562727391719818,LCK,False,19,Stim8hr
ZSCAN32,0.15618936717510223,IMPDH2,False,20,Stim8hr
ACBD6,0.15618136525154114,BRD4,False,48,Stim8hr
PNPLA2,0.15615646541118622,PRKCA,False,22,Stim8hr
MOB1B,0.15611281991004944,NDUFS2,False,94,Stim8hr
RGS19,0.15609461069107056,CD3E,False,30,Stim8hr
DVL2,0.1560920923948288,HDAC8,False,11,Stim8hr
ZNF274,0.1560894101858139,IL17RA,False,164,Stim8hr
FAM43A,0.15608079731464386,NDUFV2,False,22,Stim8hr
TMEM203,0.15606845915317535,CD2,False,27,Stim8hr
SMARCAL1,0.15604320168495178,PARP2,False,69,Stim8hr
DARS2,0.15603579580783844,GPD2,False,11,Stim8hr
GNA13,0.15602704882621765,NDUFB5,False,70,Stim8hr
SGSM3,0.15602226555347443,AHR,False,21,Stim8hr
ZNF430,0.15593242645263672,VKORC1,False,31,Stim8hr
DPY19L4,0.15580898523330688,CCR4,False,53,Stim8hr
PTGIR,0.15580156445503235,CCR4,True,31,Stim8hr
CDC42EP3,0.15575799345970154,BRD4,False,39,Stim8hr
FUT11,0.15573714673519135,LCK,False,40,Stim8hr
ISOC1,0.15571576356887817,NDUFA10,False,12,Stim8hr
SPATA20,0.15570344030857086,CCR5,False,36,Stim8hr
CCDC88C,0.15570108592510223,CD79B,False,27,Stim8hr
RASA1,0.1556660681962967,LCK,False,19,Stim8hr
STOML2,0.15564179420471191,GSK3B,False,46,Stim8hr
NXT1,0.15563711524009705,PRKCA,False,62,Stim8hr
MT1X,0.1556318700313568,AHR,False,21,Stim8hr
ZNF792,0.15562804043293,PRKCA,False,23,Stim8hr
TPD52,0.155597522854805,CRBN,False,181,Stim8hr
CHST14,0.1555785834789276,HDAC8,False,21,Stim8hr
SLC25A37,0.15554429590702057,EZH2,False,36,Stim8hr
SIRT5,0.15550994873046875,SLAMF7,False,21,Stim8hr
THUMPD2,0.1554863005876541,PNP,False,27,Stim8hr
CCNL2,0.1554754078388214,ITGB2,False,16,Stim8hr
GET1,0.15541991591453552,CD2,False,201,Stim8hr
PEX13,0.15541988611221313,PRKCA,False,20,Stim8hr
FBXW9,0.15539997816085815,CRBN,False,39,Stim8hr
UPF3A,0.15537767112255096,CD2,False,57,Stim8hr
PIN4,0.1553754210472107,LCK,False,28,Stim8hr
