gene,gwas_score
OCEL1,0.043578
BRINP2,0.043545
TGS1,0.043545
GMFB,0.043508
ARIH2,0.043484
RBM15B,0.043424
TSGA13,0.043419
RAD51D,0.043419
DGKI,0.043406
HOXA5,0.043399
PPP1R36,0.043398
METTL5,0.043398
PNLIP,0.043398
OR5AC1,0.043398
KRTAP5-8,0.043398
TRIM23,0.043398
EVA1C,0.043398
KRTAP7-1,0.043398
CEP295NL,0.043374
KIF4A,0.043374
PIK3R6,0.043374
UROS,0.043374
HSPA2,0.043374
PILRA,0.043373
GCGR,0.043370
CD63,0.043357
CYP7A1,0.043336
YPEL1,0.043296
IFNA14,0.043276
CWF19L2,0.043240
TMEM200A,0.043240
EZH2,0.043240
IL20,0.043237
N4BP2L1,0.043228
ANKRA2,0.043225
IFTAP,0.043194
BROX,0.043184
AK2,0.043169
CENPE,0.043130
OGFRL1,0.043130
KRTAP21-2,0.043130
OR5AC2,0.043130
SLC6A20,0.043130
DDX54,0.043115
NT5C2,0.043097
STK11IP,0.043094
LRRC17,0.043061
ZC2HC1B,0.043023
ADAMTS19,0.043010
CER1,0.042998
GABRB2,0.042969
METTL2B,0.042960
EPHX4,0.042940
AFM,0.042940
APOA2,0.042924
GDF2,0.042923
TLR7,0.042883
COL4A4,0.042835
SEC61A2,0.042826
DSG1,0.042802
FRRS1,0.042794
SPDYE12,0.042771
SNX8,0.042748
SC5D,0.042728
CRH,0.042720
AXIN1,0.042643
KLHL22,0.042611
ZNF638,0.042561
SETD9,0.042548
MLXIP,0.042328
TYRO3,0.042277
GALNT3,0.042277
TCF25,0.042220
ANKMY2,0.042212
B3GNT4,0.042211
RPUSD4,0.042192
IL1RAP,0.042176
SOS1,0.042158
RAB41,0.042144
ENPP7,0.042144
DCUN1D3,0.042142
NCAPG2,0.042114
C17orf67,0.042114
OR5M8,0.042106
U2SURP,0.042091
FDPS,0.042089
CSNK1A1L,0.042050
MAF1,0.042025
LMF1,0.042024
STYK1,0.042015
SF3A1,0.041977
CCNA2,0.041973
RUFY1,0.041929
PLEKHB2,0.041918
ZFP64,0.041900
MRPL22,0.041873
ZNF256,0.041807
MANSC4,0.041791
L1TD1,0.041791
OR51F1,0.041766
CELF5,0.041761
POLR2K,0.041758
SDHC,0.041754
FBXL3,0.041749
POGLUT2,0.041749
DSEL,0.041749
CFAP161,0.041749
REST,0.041749
CACNA2D4,0.041742
CPNE8,0.041693
NUDT16,0.041645
CTTNBP2,0.041604
RAP1A,0.041593
PLAT,0.041583
SFRP5,0.041559
PPFIBP2,0.041558
CTPS2,0.041547
AGBL3,0.041539
BTBD9,0.041539
TCERG1,0.041530
SERPINE2,0.041530
CHST15,0.041530
HMGN1,0.041518
THAP9,0.041511
FBXO31,0.041510
NFE2L2,0.041510
TIRAP,0.041449
PAMR1,0.041449
SDCBP,0.041436
XRCC5,0.041431
C1orf53,0.041386
HYAL2,0.041385
ZNF713,0.041316
DUSP29,0.041300
CD96,0.041253
PPIP5K2,0.041239
MFAP3,0.041232
CD84,0.041224
CYB5R4,0.041209
HTRA1,0.041207
FN1,0.041199
PARPBP,0.041172
SERPING1,0.041162
PIK3R3,0.041118
GBA1,0.041115
COG3,0.041105
DNAH7,0.041101
PIGW,0.041064
PSMD6,0.041042
PPP1R1C,0.041015
NLE1,0.040973
CD70,0.040964
SSB,0.040961
SLC25A38,0.040961
FRZB,0.040961
GRAMD4,0.040961
REP15,0.040960
DDAH1,0.040954
PTK2,0.040954
ST7,0.040945
PRKG2,0.040945
DLG5,0.040945
RADIL,0.040934
TPRKB,0.040895
RPL14,0.040895
RIPPLY2,0.040889
BIVM,0.040776
AQP4,0.040776
GSR,0.040776
ATOX1,0.040776
HDAC2,0.040776
PNISR,0.040776
MROH2B,0.040776
GHRL,0.040776
TMEM92,0.040774
FOSL1,0.040759
MCHR1,0.040757
IGFBP2,0.040717
GNAQ,0.040715
MAPK10,0.040715
SLIT2,0.040715
GABRG3,0.040715
INSIG1,0.040666
ADM5,0.040648
FAM161A,0.040648
TBRG4,0.040642
DBX2,0.040614
PTMS,0.040612
TRAPPC9,0.040605
TYW1,0.040599
CAMKMT,0.040563
RPL21,0.040563
TSLIG2,0.040560
MYH2,0.040551
IPP,0.040521
SERPINB11,0.040493
CNBP,0.040490
KRTAP5-7,0.040451
SLC16A9,0.040451
NKX2-4,0.040342
FAM135A,0.040323
LARP4B,0.040323
TCL1B,0.040310
HEPACAM2,0.040267
MAP3K19,0.040262
YIPF1,0.040243
LRRC42,0.040243
RBM12B,0.040211
NEUROD1,0.040189
TRPC4,0.040164
INKA1,0.040132
B3GALT1,0.040129
GPR151,0.040083
DENND4A,0.040067
TMEM40,0.040061
FBLN2,0.040061
C8B,0.040060
PLPPR3,0.040040
OR5AK3P,0.040035
MLIP,0.040017
IL1RN,0.039981
DNAJC13,0.039980
MEDAG,0.039916
MMP17,0.039903
TMEM169,0.039880
RCC1L,0.039869
C6orf132,0.039843
MS4A6E,0.039843
PLEC,0.039838
KIAA2012,0.039793
TAFA1,0.039779
FBXL7,0.039779
TLR2,0.039743
P4HTM,0.039742
PLPP6,0.039741
RPL37,0.039732
GJD4,0.039730
APOC3,0.039679
CENPS,0.039674
IFRD2,0.039665
OPLAH,0.039665
DNAJC5B,0.039651
PDZD11,0.039633
BTF3,0.039633
PECR,0.039629
PDCD1LG2,0.039539
SLC28A1,0.039538
PRDM7,0.039511
DMBT1,0.039447
PTPN4,0.039444
LRRC30,0.039409
SMIM43,0.039355
KIF25,0.039347
MITF,0.039305
ZNF585A,0.039267
CFAP54,0.039260
UBXN10,0.039257
ASPM,0.039225
CES4A,0.039225
BCL2L15,0.039221
PITX3,0.039168
CAVIN3,0.039145
NT5C3A,0.039116
PIGH,0.039077
SAA2,0.039061
TMEM63A,0.039027
CDC23,0.039025
GJD2,0.039023
SPACA1,0.039014
VASH2,0.038995
STMP1,0.038995
SYNGR4,0.038950
POLE3,0.038942
RUNDC3B,0.038936
TPT1,0.038858
MAPK9,0.038858
ARHGAP10,0.038845
VPS50,0.038783
SH3BGR,0.038779
STARD3NL,0.038779
CD46,0.038779
ELAVL4,0.038779
ADCK1,0.038779
RSPH10B2,0.038779
NBPF12,0.038772
UBE2U,0.038771
HDHD2,0.038758
ERC1,0.038749
TBC1D31,0.038711
POU5F2,0.038711
LTK,0.038682
KRABD3,0.038651
LBP,0.038599
DDX52,0.038599
AFAP1L1,0.038599
ERICH2,0.038587
MED16,0.038581
MYOT,0.038566
NOX4,0.038560
PDS5B,0.038560
UTP6,0.038542
MSANTD4,0.038532
NAP1L1,0.038495
MAP10,0.038494
RHO,0.038489
PROZ,0.038489
PPP1R15B,0.038445
CD1D,0.038405
LYRM1,0.038312
MIMS2,0.038263
CDIP1,0.038255
PRDM8,0.038252
GABRG1,0.038248
RICTOR,0.038227
DMXL1,0.038222
HS3ST3B1,0.038200
RPSA,0.038177
RAF1,0.038162
GGPS1,0.038150
DPP3,0.038144
METTL6,0.038117
TIGD6,0.038117
NRBP1,0.038105
STUM,0.038103
MYOM1,0.038103
KLHL20,0.038099
NOTCH2NLC,0.038092
C9orf152,0.038043
CALM3,0.038038
NOL10,0.038036
SLX4,0.038029
SPACA9,0.038016
FAM114A1,0.037981
INO80B,0.037963
UBA5,0.037924
BSG,0.037824
EFCAB12,0.037798
GSK3B,0.037762
KLHL38,0.037757
ANGPTL1,0.037745
DCST2,0.037743
LACTB2,0.037683
ABHD13,0.037683
TMEM68,0.037666
LCMT1,0.037655
CCDC30,0.037645
GJB2,0.037637
CCNT2,0.037621
MTCH1,0.037610
SIGIRR,0.037589
ANXA5,0.037577
EPB41L4A,0.037552
SHLD3,0.037538
TRAPPC13,0.037538
SRCAP,0.037538
UCMA,0.037517
BCCIP,0.037517
MSTO1,0.037505
S100A3,0.037487
GPR39,0.037479
ACAT2,0.037415
DHX30,0.037413
RCSD1,0.037396
CCS,0.037394
IGBP1,0.037368
ZNF443,0.037350
CIBAR1,0.037345
MOCS3,0.037328
ITIH3,0.037298
UBE2N,0.037277
ADNP,0.037270
UGT8,0.037258
OR2AG2,0.037244
PWP1,0.037159
CLEC9A,0.037124
MYH15,0.037106
PTGER1,0.037102
METTL17,0.037071
DIXDC1,0.037071
ERCC3,0.037031
ZBTB24,0.037020
NDUFB3,0.037011
CRELD2,0.036999
CANT1,0.036878
OPTN,0.036878
MTHFD1,0.036878
ORC5,0.036878
RBL2,0.036857
TFR2,0.036850
GIN1,0.036844
ANKRD34B,0.036838
CEMIP,0.036803
RBM24,0.036784
SRP9,0.036765
FAH,0.036752
IFT43,0.036721
LRRC61,0.036719
SLC7A3,0.036685
M1AP,0.036660
UBQLN1,0.036654
CCNI2,0.036648
LRRC37A2,0.036589
CAMSAP1,0.036570
RUSC2,0.036543
LPL,0.036473
ENTPD3,0.036453
LIAS,0.036407
ANKRD39,0.036362
CIMIP7,0.036361
MORF4L1,0.036354
TLR8,0.036349
CD48,0.036340
PENK,0.036338
RTN4RL2,0.036303
DNAH10,0.036295
CELF3,0.036293
GNG8,0.036284
TACR2,0.036260
ZKSCAN2,0.036241
NDUFC2,0.036230
C6orf120,0.036223
GLRX3,0.036214
NBEAL2,0.036206
CLIC2,0.036204
FHAD1,0.036165
ETNPPL,0.036165
LGALS3BP,0.036165
PDE1C,0.036162
ATP6V1C1,0.036148
RNF103,0.036142
NAGK,0.036133
KLHL42,0.036133
ANGEL1,0.036132
CLEC18B,0.036132
PPP1R12B,0.036132
POLR3E,0.036132
NMS,0.036125
DENND4B,0.036100
POFUT1,0.036098
REEP2,0.036098
HFM1,0.036073
RAB39B,0.036014
HSP90AB1,0.035970
TRMT61B,0.035966
SAP25,0.035953
UBR3,0.035914
ZNF629,0.035914
BPIFB3,0.035889
PSMG4,0.035796
UNC5CL,0.035779
TEX12,0.035779
DTWD1,0.035763
DKK1,0.035762
ELF2,0.035748
SIRPD,0.035724
ZBTB2,0.035698
OLFML2A,0.035687
BTBD8,0.035671
FUT9,0.035645
PIGF,0.035641
KIF17,0.035585
KIAA0825,0.035576
PRKACG,0.035574
DCAF4L2,0.035535
GLYCTK,0.035535
ULK1,0.035518
CFHR2,0.035509
NTN5,0.035506
CTAG2,0.035500
BCL9L,0.035496
DDX17,0.035456
PDE9A,0.035429
CDA,0.035396
CCZ1,0.035396
CLCNKA,0.035396
TOMM5,0.035396
HOXD11,0.035396
SCYL3,0.035391
CRYZL1,0.035345
DMAP1,0.035335
UBE2T,0.035335
WDR43,0.035334
DTYMK,0.035301
BCO2,0.035286
PLPP3,0.035283
SPART,0.035245
SLC18A1,0.035207
LACTBL1,0.035163
PTRH2,0.035093
PIGY,0.035069
PYURF,0.035069
TSPEAR,0.035049
KASH5,0.035037
KRI1,0.034996
AGAP2,0.034992
ASAH2B,0.034984
TRAM1,0.034984
MOBP,0.034984
ARHGEF25,0.034977
CYTIP,0.034970
PRSS37,0.034964
FAM185A,0.034914
ACAP3,0.034904
KIF27,0.034869
ERFE,0.034865
OCSTAMP,0.034849
POLL,0.034849
PPCS,0.034834
RBM25,0.034820
ENDOU,0.034808
ABRAXAS2,0.034807
NBPF11,0.034798
OMG,0.034789
TIMM8B,0.034776
ARRDC3,0.034757
SEMA4A,0.034755
LLPH,0.034713
CLK4,0.034704
RANBP3L,0.034676
ATP5F1D,0.034663
TAF3,0.034615
COIL,0.034612
SLC4A9,0.034605
OR6A2,0.034587
C15orf40,0.034587
FAM168B,0.034576
PARM1,0.034544
SPDL1,0.034509
ZMYND12,0.034490
DRAP1,0.034446
SLAIN1,0.034446
CCDC82,0.034440
KHDC4,0.034433
SLC25A3,0.034431
UTP15,0.034431
RPS27L,0.034428
PIM1,0.034395
EVI2B,0.034363
EVI2A,0.034363
SUZ12,0.034363
ATP9B,0.034332
SLC17A6,0.034289
ZIK1,0.034289
SVOPL,0.034258
CLCA1,0.034258
SNAPC3,0.034255
SNRK,0.034252
SELENOT,0.034211
MTFR2,0.034204
GJE1,0.034194
UGT1A1,0.034156
CCDC112,0.034146
MYBPC1,0.034144
STT3B,0.034138
NKAIN3,0.034138
NAA15,0.034138
POPDC1,0.034138
MFSD8,0.034138
MYH3,0.034138
SYAP1,0.034137
ADGRB1,0.034006
CYBRD1,0.033981
SERPINB3,0.033937
SH3RF1,0.033903
LKAAEAR1,0.033877
GTF3C2,0.033770
EIF5B,0.033756
CAT,0.033686
SPNS1,0.033658
TTK,0.033654
PYDC1,0.033653
WDR97,0.033641
CDC123,0.033636
AKTIP,0.033604
ALG14,0.033594
PLCD3,0.033589
ILF2,0.033577
ARID4B,0.033551
SLC6A4,0.033505
GRIN2D,0.033482
KCNAB3,0.033470
TRAPPC1,0.033470
ATP5F1A,0.033442
ALKBH2,0.033442
ACACB,0.033442
TEDC1,0.033442
SLC26A2,0.033442
MINDY1,0.033412
CRAMP1,0.033412
TADA1,0.033398
GLDC,0.033397
WEE2,0.033397
DGAT2L6,0.033397
MYL1,0.033375
GPR88,0.033350
ERGIC2,0.033319
ZMYM2,0.033300
LAMB2,0.033291
HNRNPH1,0.033285
CROT,0.033283
CENPN,0.033283
DCT,0.033283
UNC45B,0.033283
ASCL4,0.033283
NRBP2,0.033276
RFFL,0.033274
LOX,0.033274
TOMM20L,0.033258
TMED10,0.033243
NUDT5,0.033237
TIMP2,0.033237
KMO,0.033237
MDK,0.033227
ACTR8,0.033220
TRAPPC14,0.033213
RNF113B,0.033213
GARIN1B,0.033190
FUT7,0.033182
ALG12,0.033140
ESRRA,0.033135
EEF1B2,0.033130
ZDHHC2,0.033130
GTPBP10,0.033130
RGS16,0.033123
LIN54,0.033107
SPATA19,0.033087
ZNF277,0.033083
LCE1F,0.033083
RPP25,0.033049
HYCC2,0.033017
TIPARP,0.033014
CCL4L2,0.032995
INTS12,0.032973
SPOUT1,0.032973
IZUMO4,0.032962
GDPD1,0.032962
GEMIN5,0.032943
CCL13,0.032909
RGSL1,0.032828
PYM1,0.032810
NMI,0.032796
RNF13,0.032791
ACVR1B,0.032775
POLR2C,0.032775
ACADL,0.032764
GDF11,0.032761
EIF3B,0.032760
TRAF2,0.032759
SEPTIN7,0.032756
IRAG2,0.032756
THY1,0.032756
GNG11,0.032713
ENPP4,0.032700
ATP2B4,0.032675
HAVCR1,0.032642
ARCN1,0.032597
OR51M1,0.032569
PAK2,0.032495
FBXO21,0.032494
CHRM4,0.032485
BTG3,0.032481
SLC16A1,0.032479
LRP4,0.032475
ARHGEF2,0.032464
SYTL5,0.032451
ING3,0.032442
MMUT,0.032431
ERMARD,0.032424
SDR16C5,0.032415
CDK4,0.032412
MAGEC1,0.032402
PLA2G2F,0.032391
FIBIN,0.032387
KCNMB3,0.032369
STX2,0.032368
ARL6IP5,0.032364
RAB3A,0.032341
CDHR3,0.032331
CCDC71,0.032325
PITHD1,0.032321
SLC29A2,0.032287
GDPGP1,0.032272
POC1B,0.032269
PIH1D2,0.032269
GALNT4,0.032269
ZNF513,0.032241
ZNF385B,0.032239
NEUROD4,0.032239
C6orf62,0.032198
TAB1,0.032194
GADD45B,0.032165
AGA,0.032164
SYK,0.032162
TMEM33,0.032144
CERS2,0.032138
SATL1,0.032138
RPP38,0.032134
CPLX3,0.032123
BARHL1,0.032118
OTOR,0.032104
BPIFB1,0.032097
CCDC50,0.032083
CCNE2,0.032055
LYAR,0.032044
APOBEC2,0.032033
FST,0.032033
ACBD7,0.032028
NGRN,0.031989
IL36B,0.031981
BCLAF1,0.031945
TMF1,0.031906
CLDN11,0.031896
KIR2DL3,0.031858
BRMS1L,0.031848
SRSF3,0.031838
FSHB,0.031819
CA6,0.031788
LAMTOR4,0.031783
ADAP2,0.031768
HAUS1,0.031754
UMODL1,0.031752
ZNF689,0.031749
GAST,0.031732
LHX9,0.031730
SIGLEC15,0.031730
TGDS,0.031703
SPACA3,0.031702
FLNA,0.031673
GK3,0.031666
GTSE1,0.031618
TBCE,0.031600
TTC38,0.031600
KMT2E,0.031596
CBX2,0.031596
KRTAP5-10,0.031596
SMIM13,0.031576
EIF2S2,0.031558
PPP1R16B,0.031536
OR5M11,0.031524
KIAA1549,0.031513
RPL9,0.031490
ALPL,0.031490
NTNG2,0.031481
PEA15,0.031474
CRIPT,0.031443
RABGAP1,0.031443
SGPL1,0.031441
ZKSCAN1,0.031433
ZNF792,0.031418
BRF1,0.031400
SYNM,0.031394
MRPS35,0.031384
SLC67A1,0.031327
MYH7B,0.031324
RPS20,0.031270
RASL11A,0.031240
RPEL1,0.031227
CELSR3,0.031208
LRP6,0.031208
URB1,0.031208
RLN2,0.031207
ENDOG,0.031131
PMM1,0.031121
PGS1,0.031114
ABCB7,0.031107
SEC14L4,0.031088
CHD1L,0.031076
FANCL,0.031063
APOB,0.031055
SPATA9,0.031045
CFAP43,0.031044
RAG1,0.031041
TREX1,0.031041
EMC8,0.031010
PPP1R35,0.031000
HCCS,0.030996
INPP5E,0.030979
MTMR6,0.030969
LPXN,0.030968
PHB2,0.030959
ZNF696,0.030943
CALHM2,0.030935
FTH1,0.030922
PRRC1,0.030919
DCLK2,0.030836
A1CF,0.030836
TSN,0.030836
ARR3,0.030836
SGPP1,0.030836
INSM2,0.030819
TEX22,0.030794
MRPS9,0.030789
S100A14,0.030757
SUN2,0.030756
EOGT,0.030735
ALG5,0.030733
RRAD,0.030720
LARS1,0.030707
WDR89,0.030707
ASB14,0.030707
SLC25A27,0.030707
GAB1,0.030695
NRAP,0.030680
MTRES1,0.030666
LRRC8C,0.030632
TXNDC9,0.030621
TRMT9B,0.030584
FRS3,0.030577
OR6C1,0.030565
AKR1B1,0.030562
ZNF25,0.030557
PPIL2,0.030553
RGS12,0.030548
IGSF23,0.030532
EPHA10,0.030528
ARHGAP22,0.030522
TRMT2A,0.030519
CPED1,0.030518
TDRD6,0.030506
NCOA3,0.030504
CTXN3,0.030499
EID3,0.030482
ENO1,0.030481
SMC1B,0.030476
CDC37L1,0.030454
TSEN34,0.030450
F8,0.030411
AOAH,0.030402
SACK1A,0.030399
GIMD1,0.030399
TMIGD3,0.030399
RDH14,0.030399
COQ3,0.030399
NUP133,0.030399
PCDH1,0.030399
SIM1,0.030399
ADORA3,0.030399
SLF1,0.030399
RPS4Y2,0.000000
PLRG1,0.000000
POLR3F,0.000000
PCK1,0.000000
RPRML,0.000000
PSMC2,0.000000
PLBD2,0.000000
POU2F2,0.000000
PRPF31,0.000000
RNF181,0.000000
RNF182,0.000000
PSMC3,0.000000
PCIF1,0.000000
PRPF6,0.000000
POLR3B,0.000000
RPS5,0.000000
PRPF19,0.000000
RNF183,0.000000
PLXDC2,0.000000
PROM2,0.000000
PRSS35,0.000000
PDCD2,0.000000
PDCD2L,0.000000
PDE12,0.000000
PSMC4,0.000000
PROP1,0.000000
PRSS1,0.000000
PCGF2,0.000000
PLCE1,0.000000
PDLIM5,0.000000
RNF180,0.000000
POM121,0.000000
PDCL,0.000000
PLEKHJ1,0.000000
RPL13A,0.000000
PDRG1,0.000000
PLEKHB1,0.000000
RPH3AL,0.000000
PDK2,0.000000
POU4F3,0.000000
PDCD6IP,0.000000
PSMF1,0.000000
RNF223,0.000000
PLXDC1,0.000000
PDK3,0.000000
PLEKHM2,0.000000
PLEKHG4B,0.000000
PRSS38,0.000000
PCLAF,0.000000
RPE,0.000000
PRPF38B,0.000000
RPRD1B,0.000000
RPAP3,0.000000
PLCG1,0.000000
PDILT,0.000000
PRMT1,0.000000
RPS6KA1,0.000000
RNF224,0.000000
POP5,0.000000
RPL10,0.000000
RNF169,0.000000
POLR3GL,0.000000
PLEKHM3,0.000000
PLEKHA6,0.000000
RPP21,0.000000
PRPF8,0.000000
RNF17,0.000000
PDCD7,0.000000
PDCD6,0.000000
PLPPR5,0.000000
PDLIM3,0.000000
POLR2D,0.000000
PSMC5,0.000000
RPRD1A,0.000000
RNF222,0.000000
RPP40,0.000000
PRLH,0.000000
PDLIM2,0.000000
PLEKHG4,0.000000
POU2F1,0.000000
PLEKHA8,0.000000
PM20D1,0.000000
PDCD6-AHRR,0.000000
PLEKHA7,0.000000
PDLIM1,0.000000
RPP30,0.000000
RNF170,0.000000
RPP25L,0.000000
PROSER2,0.000000
PDK4,0.000000
PRRT3,0.000000
PCID2,0.000000
PRSS16,0.000000
PCGF3,0.000000
PRRG3,0.000000
PROKR2,0.000000
PRRG2,0.000000
PRRG4,0.000000
PRRT1,0.000000
RNF208,0.000000
PSME1,0.000000
PRSS27,0.000000
RPS2,0.000000
RNF207,0.000000
POU3F4,0.000000
PLEKHF2,0.000000
PLCB2,0.000000
RNF214,0.000000
PLXND1,0.000000
PRMT2,0.000000
PRRG1,0.000000
RPS19BP1,0.000000
RPS19,0.000000
POLR3C,0.000000
RPF2,0.000000
PROSER1,0.000000
PRLR,0.000000
PSMD8,0.000000
PDPR,0.000000
RPS18,0.000000
RPS21,0.000000
RNF168,0.000000
RPL13,0.000000
RPS25,0.000000
POPDC2,0.000000
PDS5A,0.000000
PCGF5,0.000000
PRSS23,0.000000
RPS27,0.000000
RPF1,0.000000
POU4F2,0.000000
POLR3K,0.000000
RPL12,0.000000
PLCD1,0.000000
RPS24,0.000000
PLEKHG2,0.000000
RPS27A,0.000000
PRPF4,0.000000
RNF213,0.000000
PCGF6,0.000000
PRSS22,0.000000
PSMD9,0.000000
PRSS21,0.000000
RPS27AP5,0.000000
PDE11A,0.000000
POU3F2,0.000000
RPE65,0.000000
RPS15,0.000000
PRRT2,0.000000
PSMD10,0.000000
RPS14,0.000000
POLR3A,0.000000
PLEKHF1,0.000000
PRLHR,0.000000
RPS13,0.000000
PLEKHD1,0.000000
RPS12,0.000000
RPS3A,0.000000
PSMD1,0.000000
RPS4X,0.000000
RPS11,0.000000
RNF187,0.000000
PRPF40B,0.000000
PSME3IP1,0.000000
RNF212,0.000000
RPS10-NUDT3,0.000000
RPS4Y1,0.000000
PSME4,0.000000
PRP4K,0.000000
PSMC6,0.000000
PRSS33,0.000000
RNF19B,0.000000
PSMD11,0.000000
RPGR,0.000000
RPS15A,0.000000
PRRC2C,0.000000
PDCL2,0.000000
PSMD4,0.000000
PRSS3,0.000000
PSMD2,0.000000
POLRMT,0.000000
PDPN,0.000000
PDPK1,0.000000
RPS28,0.000000
PLEKHG3,0.000000
PRPF39,0.000000
RNF20,0.000000
RPS17,0.000000
POP1,0.000000
PSMD13,0.000000
RPS3,0.000000
PRSS2,0.000000
PSMD12,0.000000
PDP1,0.000000
PSME2,0.000000
PDLIM7,0.000000
RPS16,0.000000
PSME3,0.000000
PLEKHH1,0.000000
PRR27,0.000000
RPAP2,0.000000
PRR32,0.000000
PRR35,0.000000
PCNX3,0.000000
PRR33,0.000000
PCNX4,0.000000
POTEB2,0.000000
RNF44,0.000000
RNF5,0.000000
PRR23D1,0.000000
PROCA1,0.000000
POMP,0.000000
PSKH1,0.000000
ROGDI,0.000000
PCOLCE2,0.000000
RNF6,0.000000
PSD,0.000000
PLPP2,0.000000
RPL39L,0.000000
PLP1,0.000000
PROC,0.000000
PSD2,0.000000
PCOTH,0.000000
RPL39,0.000000
POTEE,0.000000
PCP2,0.000000
RNF7,0.000000
PCSK4,0.000000
PLOD3,0.000000
PDF,0.000000
PROB1,0.000000
RPL30,0.000000
PSKH2,0.000000
ROM1,0.000000
PLP2,0.000000
PSCA,0.000000
PCSK9,0.000000
POLR2H,0.000000
RPL27,0.000000
RPL41,0.000000
PCNX1,0.000000
PDHA2,0.000000
RNF41,0.000000
PSMA1,0.000000
PDHA1,0.000000
RPL4,0.000000
PDGFRL,0.000000
PLSCR4,0.000000
PLD5,0.000000
PDGFRB,0.000000
RPL27A,0.000000
PLIN2,0.000000
PSAP,0.000000
ROPN1L,0.000000
PRR36,0.000000
RPL28,0.000000
RPL3L,0.000000
ROPN1B,0.000000
PROCR,0.000000
RPL29,0.000000
RNF43,0.000000
PLPBP,0.000000
ROMO1,0.000000
PLXNB1,0.000000
POTEF,0.000000
RPL38,0.000000
PRR30,0.000000
PRR3,0.000000
PSEN1,0.000000
PLXNA1,0.000000
RNMT,0.000000
ROBO3,0.000000
POTEB3,0.000000
PLIN5,0.000000
PDE6D,0.000000
POLR2J,0.000000
PDE6C,0.000000
PLK4,0.000000
PDE6B,0.000000
PRMT9,0.000000
PLK3,0.000000
PSENEN,0.000000
PCSK1N,0.000000
RPL36,0.000000
PSG5,0.000000
PSG4,0.000000
PDE5A,0.000000
RNPEP,0.000000
RNPEPL1,0.000000
PLK1,0.000000
RNPS1,0.000000
PSG3,0.000000
PSG2,0.000000
RO60,0.000000
PDE6A,0.000000
PROSER3,0.000000
PSG1,0.000000
PSG11,0.000000
RPL34,0.000000
PLXNA3,0.000000
POLR2I,0.000000
POLR2J2,0.000000
PLOD2,0.000000
POMGNT1,0.000000
PSG9,0.000000
RNFT2,0.000000
PSG8,0.000000
RPL32,0.000000
PLTP,0.000000
PRR23D2,0.000000
PLN,0.000000
PCSK1,0.000000
PSG7,0.000000
PRNP,0.000000
PLIN4,0.000000
PLCXD2,0.000000
RPL36A-HNRNPH2,0.000000
PRR25,0.000000
POTED,0.000000
PLCZ1,0.000000
PLLP,0.000000
PLK5,0.000000
POTEC,0.000000
PDE6H,0.000000
ROCK1,0.000000
ROBO4,0.000000
PDE6G,0.000000
PRR29,0.000000
PSG6,0.000000
RPL36A,0.000000
PRND,0.000000
PSMA2,0.000000
PSMA3,0.000000
PLCH1,0.000000
POR,0.000000
RP2,0.000000
RPLP2,0.000000
PRPSAP1,0.000000
RPL35A,0.000000
RPL17,0.000000
RPL17-C18orf32,0.000000
PLEKHA3,0.000000
PSMB8,0.000000
PCYT2,0.000000
PRPSAP2,0.000000
PRR7,0.000000
PLS3,0.000000
PRSS56,0.000000
PCYT1B,0.000000
RPL18A,0.000000
POTEB,0.000000
POMZP3,0.000000
PROX2,0.000000
PDE3A,0.000000
PLEKHO2,0.000000
PRR5-ARHGAP8,0.000000
PRR13,0.000000
PRR5,0.000000
PCMTD2,0.000000
PRR14L,0.000000
PORCN,0.000000
PRSS58,0.000000
PLPP7,0.000000
PRSS8,0.000000
PLEKHA2,0.000000
PLEKHA4,0.000000
PCMT1,0.000000
PRMT3,0.000000
PRRC2A,0.000000
PCM1,0.000000
PRRC2B,0.000000
RPN2,0.000000
RPAIN,0.000000
RNF225,0.000000
POLR2J3,0.000000
PLS1,0.000000
RPA4,0.000000
PRSS41,0.000000
PLPPR2,0.000000
RNF227,0.000000
RNF24,0.000000
PRPH,0.000000
RPA3,0.000000
PRSS45P,0.000000
RNF25,0.000000
RPA2,0.000000
PRSS48,0.000000
PLEKHN1,0.000000
PRPH2,0.000000
PRSS50,0.000000
PDC,0.000000
PROKR1,0.000000
PDAP1,0.000000
RNF26,0.000000
PRPS1,0.000000
PRSS54,0.000000
RNF31,0.000000
PSMB9,0.000000
PLPP5,0.000000
RNF34,0.000000
PLEK2,0.000000
PSMB2,0.000000
POTEH,0.000000
PRR20B,0.000000
PDIA4,0.000000
PRODH,0.000000
POTEG,0.000000
PSMB11,0.000000
POLR2G,0.000000
PRR22,0.000000
RPL7A,0.000000
PSMB10,0.000000
PRR23A,0.000000
PSMB1,0.000000
RPL7,0.000000
RPL23A,0.000000
PCNT,0.000000
PRR23B,0.000000
POLR3D,0.000000
RNF4,0.000000
PLCXD1,0.000000
PLIN1,0.000000
PRR23C,0.000000
PCTP,0.000000
PRX,0.000000
PRMT7,0.000000
PSMA5,0.000000
PSMA4,0.000000
RPL26,0.000000
ROR1,0.000000
PRR4,0.000000
RPL23,0.000000
PSMB3,0.000000
PDE3B,0.000000
RPL7L1,0.000000
PROK1,0.000000
PLGLB1,0.000000
RPLP0,0.000000
RNF38,0.000000
PLPP4,0.000000
RPL19,0.000000
ROS1,0.000000
RNF39,0.000000
POMT2,0.000000
PRMT5,0.000000
POLR2F,0.000000
