gene,rest_coef_beta,rest_se_beta,rest_signed_log10p,stim8hr_coef_beta,stim8hr_se_beta,stim8hr_signed_log10p,stim48hr_coef_beta,stim48hr_se_beta,stim48hr_signed_log10p
DEPDC1B,0.0161199950421407,0.009564788318222,1.0364469948431796,0.0011284534525019,0.0095057786960299,0.043108947626472,0.0127675334300731,0.0095556277354444,0.7410377645796157
DEPDC5,0.0045997422545453,0.0095487827489099,0.2006443980747024,-0.0032327378890632,0.0094962189440271,-0.134573828927029,-0.0098841034127802,0.0095548953920792,-0.5215101616017238
DEPDC7,-0.001150342838411,0.0095489203261949,-0.0437766283774172,-0.0109324283354192,0.0094959391105656,-0.6026778019276298,-0.0015396009772194,0.0095554453558493,-0.0594837067761351
DEPP1,-0.0221768031044897,0.0095460550029349,-1.694860511058567,-0.0061606764394752,0.0094962203085309,-0.2869184678761709,-0.0149233749746964,0.0095537161596964,-0.9269947389110872
DEPTOR,-0.008550525693687,0.0095497402087894,-0.4310821364057933,-0.0041128460356688,0.0094990505972909,-0.1771510167447361,0.0049791560958488,0.009558126536684,0.2200983302010634
DERA,0.0006397881355942,0.0095506720854951,0.0238372396113451,0.0148090743181804,0.009496528608745,0.9247234585586211,0.0177205166376115,0.0095538687984294,1.196188478109501
DERL1,0.0040563809805384,0.0095500989820505,0.173258607386863,0.0073838438586083,0.0095013819342818,0.3594224975732268,0.0069626886324525,0.0095550324271664,0.3314230683779947
DERL2,-0.0098921480963566,0.0095483404879372,-0.5225575444613952,-0.0033831216637088,0.0094980522544646,-0.1416407006005272,-0.0036940510583377,0.009554776442542,-0.1554939799622145
DERL3,-0.0009357441495014,0.0095495587127846,-0.0352957081786015,-0.0124306797267779,0.0094968051719754,-0.7199123085767102,0.00246056657888,0.0095554301412171,0.0986538329426104
DESI1,-0.0063367988164216,0.0095488813297123,-0.2950351597692749,-0.0082947919051434,0.0094960596524753,-0.4174700024700793,-0.0203975882553579,0.0095546990820655,-1.4841544383661192
DESI2,0.0164852190389321,0.0095499838208536,1.0739703388605517,0.0163035037641958,0.0094977593990686,1.065061082975192,0.0082059048986575,0.0095621357968206,0.4080237821207
DET1,-0.0062128012076359,0.0095489069480919,-0.2879403395070941,-0.0153440679512399,0.0094974557700602,-0.9738342303875762,-0.0119483448391497,0.0095575289986991,-0.6751585626231534
DEXI,-0.0167974399104948,0.0095475163082768,-1.104876027845506,-0.0179624147520784,0.0094960313146041,-1.232291177539425,0.0020453227543102,0.0095553987337202,0.080653597820458
DFFA,0.0126845862883323,0.0095481321156342,0.7350767849954923,-0.0076905649882533,0.0094961634539403,-0.3787841397506782,-0.0065223584264783,0.0095552009270643,-0.3055039045770531
DFFB,0.0006657098096237,0.0095491134222255,0.0248337477635929,-0.0083185875953974,0.0094962338295389,-0.4190115292513133,0.0127465610385809,0.009556282846347,0.739251377318581
DGAT1,0.0366992814953688,0.0095437244425296,3.9170257614698145,0.0060270285872717,0.0094970575619904,0.2792710145340896,0.0168219826268701,0.009555683043684,1.1058755958112356
DGAT2,-0.0040940172101344,0.0095483510950002,-0.1751576410732982,-0.0202857427987933,0.0094944010351727,-1.4860827326317003,-0.0089768896351682,0.0095548295668478,-0.4590599447081366
DGCR2,0.0068003329099396,0.0095489817437626,0.3220414072250263,-0.0055632078610553,0.0094975045734667,-0.2533249949283871,0.002633862298458,0.0095553487429173,0.1063337868240015
DGKA,-0.0072210632597196,0.0095504660091785,-0.3471655449120755,0.0026561770211024,0.0094964185744029,0.1080665437497563,0.0003641604779723,0.009555232390081,0.0134074835943444
DGKD,0.0042407771011282,0.0095494607188218,0.1824414858570774,0.0079609118783655,0.0094961508340033,0.395921496731857,0.0087291087515986,0.0095551526456646,0.4425244085588553
DGKE,0.0097081457556866,0.009548902276283,0.5095779881147243,-0.0072092879271358,0.0094983869850224,-0.3488498650943321,0.0233553924909399,0.0095537701803526,1.838150905129894
DGKG,0.0028560537133307,0.0095483890478562,0.1164185913144995,-0.006368304222493,0.0094956283907224,-0.2989040798910976,-0.0006843256108778,0.0095578695216713,-0.0255237489777913
DGKH,-0.0027115414782021,0.0095563408344289,-0.1097953294151572,-0.0049911948671399,0.0094988769625138,-0.2223699987971548,-0.004745029815105,0.0095568020328635,-0.2079264214553565
DGKI,-0.0197041771629539,0.0095476688809007,-1.408229645168843,-0.0021016305787668,0.0094962546169518,-0.083622915643885,-0.0050512003062385,0.0095581073715065,-0.2238932883991191
DGKQ,0.0065710978786101,0.0095488347997561,0.3085925820358616,0.0156433726304681,0.0094950706069059,1.002269905229394,0.0254117070777514,0.0095527236512499,2.106681494549659
DGKZ,0.0016774708467979,0.0095505941650165,0.0652089092102434,0.0273004906063692,0.0094936096300621,2.393675270026369,0.0100851419495627,0.0095547926426518,0.535782605696101
DGLUCY,0.008381950031871,0.0095486887658274,0.4201416563982022,0.0210021810900385,0.009496025281318,1.5684875953309023,0.0161712663583015,0.0095551920189529,1.042884773385327
DGUOK,-0.0154161445231501,0.009548391417061,-0.972886684866057,-0.0031675210895498,0.0094982587965421,-0.131487783534578,-0.007169103661808,0.0095554463726562,-0.3437942013051585
DHCR24,-0.0016507309558303,0.0095523807504293,-0.0640871876331051,-0.0151567050537768,0.0094981232688499,-0.95635608512639,-0.0100839501809465,0.0095568601430056,-0.5355419706694491
DHCR7,-0.0066595791699598,0.009549993641889,-0.3137160687228978,0.0113095230501327,0.0094963517403571,0.6313310869486743,-0.0140839846385614,0.0095616871709116,-0.8514256904038382
DHDDS,0.0013174193008927,0.0095487514181843,0.05047899041116,0.0035138425154095,0.0094962887700307,0.1479027963584989,0.0020811794756786,0.0095548237552924,0.0821912093047032
DHFR2,-0.0159122133573901,0.009547773059538,-1.0194283151388206,0.0103968272038731,0.0094969277334479,0.5628089908628605,0.0051510070490258,0.0095554353442981,0.2292564842717623
DHPS,0.0070699115336343,0.0095486657147985,0.3381226874067187,0.0021342814790126,0.0094965552693317,0.0850311733856028,0.0081218494835481,0.0095573150268887,0.4029056185620263
DHRS1,0.0059257142642627,0.0095489824104174,0.2717254803634142,0.0121748926123153,0.0094955335343083,0.6993828558936824,0.0196653058174803,0.0095554999944731,1.4021609277482412
DHRS11,-0.0103600339462124,0.009549172961932,-0.5559805787603506,-0.0120912197120304,0.0094962372754871,-0.6926082213964647,-0.0051496746497815,0.0095556017866518,-0.2291808840145638
DHRS12,0.0173122370753507,0.0095490727279364,1.1557514493712782,0.005716008221197,0.0094968758872809,0.2618027533250963,0.0220870293354705,0.0095529103544398,1.682097603023366
DHRS13,0.0075057063133275,0.0095493526949821,0.3646269758495322,0.0062237638491662,0.0094961482345173,0.2905394020417373,0.0018709833703222,0.009555302678795,0.0732636421498778
DHRS2,-0.0200470103137996,0.009547764710908,-1.446332079367991,-0.0004995883610078,0.0094990049228616,-0.018608856028264,-0.0196731278053761,0.0095536829857585,-1.403435019032545
DHRS3,-0.0222874711498385,0.0095464680798193,-1.7081669520777212,-0.0122923142008237,0.0094955191413053,-0.7088381869126846,-0.0115450057152551,0.0095551220855088,-0.6440194995108677
DHRS4,-0.00431393422162,0.0095487992349228,-0.1861267779950454,-0.0112098299470686,0.0094961871434739,-0.623706782391722,-0.0134353369830461,0.0095544102610562,-0.7967066743253999
DHRS7,0.0020311876587954,0.0095489406168509,0.0801092760108969,0.0030840184135704,0.0094965038331026,0.1276256494710133,0.0202359004126558,0.0095557189967133,1.4656518372591152
DHRS7B,-0.0111015445330872,0.0095483130720042,-0.6108539475779772,-0.0013397789658769,0.0094970990302241,-0.0516773726844316,-0.0023084057980818,0.0095569226805621,-0.091976852726498
DHTKD1,0.0021272233242344,0.009551236587977,0.0841993426064439,0.0255159406454163,0.0094944660879371,2.1420184548095356,0.0101622455855059,0.0095570546701255,0.5411224281452548
DHX15,-0.0028035104337743,0.0095561046398623,-0.1139369615195629,-0.0018983758520737,0.0094962211206565,-0.074917079466415,0.0029603822377674,0.0095548207419288,0.1210790046741021
DHX29,0.0065729540275558,0.0095501008371468,0.3086499779810682,0.0053661586864034,0.0094958095886226,0.2425949990579503,-0.006215242119334,0.0095546061347424,-0.2878681730334443
DHX30,-0.0212905545623617,0.0095477622685202,-1.5888100251246684,-0.0163108615988996,0.0094957256160348,-1.066115276343124,-0.009724745778635,0.0095588431301778,-0.5100318949575648
DHX32,-0.0018583095631031,0.0095499622535696,-0.072773901617508,-0.0065619121290353,0.0094965720052279,-0.3101633185230117,0.0025532662356268,0.0095553326267449,0.1027503560765619
DHX34,-0.0183997154760989,0.0095483097260758,-1.267572987769749,-0.0026709766391183,0.0094961642818779,-0.1087361434141496,-0.0100381787940409,0.0095582611868613,-0.5321772109280283
DHX35,-0.0088656998980475,0.0095485199057036,-0.452010763278234,-0.0204207768547238,0.0094943109789898,-1.5015468577420512,-0.0103405595535158,0.0095551753537162,-0.5540999407514241
DHX36,0.0069721010669032,0.0095508512280465,0.3321668459867399,0.0006688062118886,0.0094964020132762,0.0250947993789754,0.0031510692852255,0.0095554904873208,0.129839839464615
DHX38,-0.0040930330034443,0.0095488683261685,-0.1750978933638789,-0.004592551385272,0.0094974675882937,-0.2015488604312918,0.002832312180268,0.009555628997881,0.1152451752659187
DHX40,-0.0075540599600349,0.009548676155003,-0.3676472961178478,-0.010100058331858,0.0094959562596379,-0.5413232300734416,0.0032658299946346,0.0095554931513163,0.1351765126458153
DHX57,0.0073877681676649,0.0095488057189029,0.357402996976964,-0.0208897818195769,0.0094941175253608,-1.5558406797038962,-0.0030969765729137,0.009555832158601,-0.127334520479351
DHX58,-0.00186281550289,0.0095487878466356,-0.0729732748054618,0.008687423524931,0.0094959761640039,0.4433491694094224,0.0068102499603684,0.0095549775673413,0.3223750535098568
DHX9,0.0051191343382348,0.0095521280762333,0.2276578363105555,-0.0162260806673221,0.0095018450628638,-1.0568784377414926,-0.0201614152824065,0.0095538912730236,-1.4577120685484046
DIAPH1,0.0177425489208354,0.0095473221761425,1.1996802061928424,0.0125550747372272,0.0094954637052898,0.7301997427294417,0.0158617279513636,0.0095574277093218,1.013142179136597
DIAPH2,0.011723829370517,0.0095490110413503,0.6584343795206107,0.0024016979896895,0.0094963889419449,0.0967226290301562,0.0128354797482129,0.0095550422505396,0.7466704907626369
DIAPH3,0.0037003598415806,0.0095577596436591,0.15574214253183,-0.0072633890327695,0.0094985180303344,-0.3521529821236002,-0.0136541851005551,0.0095581872608764,-0.8148338075189288
DICER1,-0.0136871985784199,0.0095478503201803,-0.8189193371343311,0.009715248824695,0.0094964087851306,0.5138397132490896,-0.0032006641936409,0.0095570792509901,-0.1321160170895032
DIDO1,0.0029780742298,0.0095492044808979,0.1219678087314677,0.0133232732710063,0.0094962692772526,0.7941329998845693,0.0043124088594603,0.0095556710353923,0.1858940971472422
DIMT1,-0.0014695708410843,0.0095519217159469,-0.0566389397892679,-0.0081768230523865,0.009496118253247,-0.4098067602102385,-0.0068824743153693,0.0095545901631166,-0.326669095903073
DIP2A,0.0117758045570076,0.0095482508780816,0.6625553549569666,0.012928340688849,0.0094958258865123,0.7609728597110681,0.0102257705859584,0.009557392019844,0.5456533739176648
DIP2B,0.0078020264374782,0.0095485351589448,0.3831107371337837,0.0070185906168023,0.0094963783023952,0.3373613578374723,0.0143795324735397,0.0095552825946551,0.8781623855016225
