gene	gene_id	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
ACBD3	ENSG00000182827	6.0820e-01	1.9936e+00	0	0.0	-0.0065057625804363	0.0095489251130055	-0.3047890154068486	0.0030097207945071	0.0094962279487226	0.1241887740689562	-0.0124836097044144	0.0095546769295946	-0.7180689248688724	NA
ACBD4	ENSG00000181513	1.1554e+00	1.3844e-01	0	0.062527	0.0219004886513999	0.0095474465536671	1.661191407888323	0.0103365910072354	0.0094958625716347	0.5584896922040692	0.0132069605782261	0.0095544847855328	0.7775055745969743	NA
ACBD5	ENSG00000107897	7.2489e-01	1.4357e+00	0	0.0	-0.0010741740107291	0.0095545715962033	-0.0407255792249569	0.0063457296716837	0.0094960557066028	0.2975791721729594	-0.0015368016114148	0.0095552702725978	-0.0593699619825753	NA
ACBD6	ENSG00000230124	1.0310e+00	-6.1460e-02	0	0.0	0.0134921975634917	0.009548622633216	0.8022106443139085	0.0019618695584984	0.0095031871388371	0.0775608120633622	-0.0073337145433177	0.0095563049938891	-0.3537456755834853	NA
ACBD7	ENSG00000176244	1.3263e+00	-3.3454e-01	0	0.032028	0.0015325127550361	0.0095496611966311	0.0592309024137252	-0.0210550481510865	0.0094950225314252	-1.5749461836568426	-0.001304200048377	0.0095564726560971	-0.049903040276216	NA
ACCS	ENSG00000110455	9.0855e-01	4.8264e-01	0	0.0	0.0199193671248095	0.0095469497239273	1.432268930981328	-0.0002566148635063	0.0094966869171789	-0.0094644401702958	0.0097156755625394	0.0095562699311889	0.509580725693316	NA
ACCSL	ENSG00000205126	1.1165e+00	1.0661e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACD	ENSG00000102977	9.4569e-01	1.0887e+00	1	0.0	-0.0005433801493921	0.0095493383428302	-0.0201676507692404	0.0068460239687845	0.0094965239875444	0.3269904170357464	-0.0215199132020686	0.0095549607823517	-1.6138928316112018	NA
ACE	ENSG00000159640	8.7364e-01	-6.5413e-01	0	0.0	-0.0082813436552613	0.009548797133443	-0.4136201309014226	0.0249322200804209	0.0094934202652228	2.063244908098163	0.0023201654005196	0.0095623693037816	0.0924313095831655	NA
ACER1	ENSG00000167769	1.5442e+00	-6.1168e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACER2	ENSG00000177076	1.0386e+00	-2.5804e-01	0	0.598944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACER3	ENSG00000078124	4.9691e-01	2.3385e+00	0	0.0	-0.0088142220223136	0.0095487934998479	-0.4485617946484302	-0.0127746529272846	0.0094991824500739	-0.747845150036138	0.0036942036417797	0.0095551983700949	0.1554934720593294	NA
ACHE	ENSG00000087085	5.1768e-01	3.5766e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACIN1	ENSG00000100813	1.6578e-01	2.6827e+00	0	0.0	-0.0089297593262448	0.0095486721145529	-0.4562861847914602	0.0066311269862014	0.009497731633955	0.3141871750955384	0.0003715301982785	0.009555610277014	0.0136824505691574	NA
ACKR1	ENSG00000213088	3.0605e+00	-9.1816e-01	0	0.745107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACKR2	ENSG00000144648	NA	3.9691e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACKR3	ENSG00000144476	5.2842e-01	1.5494e+00	0	0.16744	0.0125837404834585	0.0095510155060881	0.7265607345451003	0.0054021103713231	0.0094965775739136	0.2445284924837019	0.0068555314773184	0.0095550261235941	0.3250525628507972	NA
ACKR4	ENSG00000129048	7.3847e-01	5.2956e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACLY	ENSG00000131473	4.0007e-01	4.5619e+00	0	0.0	0.0083056877909601	0.0095518909056401	0.4150192647861368	0.003244517110311	0.009499035814607	0.1350818133869426	-0.0010937133727065	0.0095555703152206	-0.0414950295384176	2.632298467705784
ACMSD	ENSG00000153086	1.0597e+00	-2.7300e-01	0	0.045735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACO1	ENSG00000122729	8.9634e-01	1.8692e+00	0	0.0	-0.0061652564518079	0.0095489041521574	-0.2852350951407153	-0.0013175445525007	0.0094964731675567	-0.050776992296049	-0.0098116372982094	0.0095552585688722	-0.5163800578224843	NA
ACO2	ENSG00000100412	4.9532e-01	4.5765e+00	0	0.217909	-0.0147638019590952	0.0095490797493921	-0.9132474337166524	0.0009563477922946	0.0094993111832807	0.0363019152994857	-0.0155521145158753	0.0095541453177783	-0.9846439899148012	35.7914468999636
ACOD1	ENSG00000102794	1.5430e+00	9.9151e-01	0	0.12466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACOT1	ENSG00000184227	9.2115e-01	7.1326e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACOT11	ENSG00000162390	1.0880e+00	7.1374e-01	0	0.355718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACOT12	ENSG00000172497	9.5122e-01	-4.1430e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACOT13	ENSG00000112304	1.4436e+00	6.8405e-02	0	0.0	0.00569969055787	0.009549243966923	0.2591603899474334	-0.0060699714998626	0.009496951955129	-0.2817150359413453	-0.0212551744722433	0.0095561907753264	-1.5824712074843628	NA
ACOT2	ENSG00000119673	1.1517e+00	2.3437e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACOT4	ENSG00000177465	1.5601e+00	-3.0298e-01	0	0.0	-0.0074117137877131	0.0095486571394805	-0.3588780388623401	0.0060219471581047	0.0094961856501509	0.2790140766418367	-0.0027294742370838	0.0095556390961831	-0.1106090920236735	NA
ACOT6	ENSG00000205669	1.7776e+00	5.2341e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACOT7	ENSG00000097021	4.8306e-01	2.5131e+00	0	0.0	-0.0005869608580343	0.009552147818674	-0.021817876037265	-0.0130706543384454	0.0094959323653219	-0.7728561496674651	-0.0198293123646338	0.0095555434256204	-1.4202741733625843	-13.245585964582167
ACOT8	ENSG00000101473	1.0884e+00	1.0127e+00	0	0.0	-0.0058833529077709	0.009549025227475	-0.2693567993151362	0.0044084286798955	0.0094964970909126	0.1921255122309729	-0.0060409669231799	0.0095553842446748	-0.2779703065359679	NA
ACOX1	ENSG00000161533	7.0432e-01	3.0586e+00	0	0.0	0.0153718038181975	0.0095482781100788	0.9688012583797686	0.0079624087510325	0.0094961427351083	0.3960175779698597	0.0229617324244575	0.0095533612164056	1.7890238539514958	NA
ACOX2	ENSG00000168306	9.4578e-01	6.2414e-01	0	0.127581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACOX3	ENSG00000087008	1.0887e+00	-2.6533e-01	0	0.154461	-0.0085471564419696	0.0095492238903138	-0.4308915297371776	-0.0038923504162685	0.0094967402084184	-0.1662695115486729	-0.0029411088932932	0.0095563944338764	-0.1201771272361093	NA
ACOXL	ENSG00000153093	1.1878e+00	5.2404e-01	0	0.84439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACP1	ENSG00000143727	1.3943e+00	5.3602e-01	0	0.368328	0.0026622436232488	0.0095494616816327	0.1076741749404937	-0.002432681054583	0.0094964654946447	-0.0980914355857686	-0.0116014615882025	0.0095546571803824	-0.6484163441361186	NA
ACP2	ENSG00000134575	8.4800e-01	1.3097e+00	0	0.076771	-0.0003653069882267	0.0095535869125502	-0.0134526866824555	0.0099169349091498	0.009497579465247	0.5280672985503846	0.0077283459842083	0.0095549946433162	0.3781676626545336	NA
ACP3	ENSG00000014257	1.0915e+00	-5.4559e-02	0	0.463045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACP4	ENSG00000142513	1.3157e+00	-2.6086e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACP5	ENSG00000102575	1.1778e+00	1.4152e+00	1	0.0	-0.0007665964109615	0.0095517733902097	-0.0287082085943179	0.0040652199291981	0.0094961661425899	0.1748378284455365	0.01908245264075	0.0095536120465886	1.339078270056424	NA
ACP6	ENSG00000162836	1.2683e+00	8.1801e-01	0	0.0	-0.0007239083624952	0.0095513003848657	-0.0270633262077125	0.0041704029275817	0.0094962388663029	0.1800932407502194	0.0088091683607303	0.0095548907589499	0.4478513372286689	NA
ACP7	ENSG00000183760	1.1905e+00	3.8868e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACR	ENSG00000100312	9.8022e-01	1.5774e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACRBP	ENSG00000111644	9.4987e-01	1.1344e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACRV1	ENSG00000134940	8.7182e-01	5.2795e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSBG1	ENSG00000103740	6.3510e-01	1.8993e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSBG2	ENSG00000130377	1.0260e+00	1.3067e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSF2	ENSG00000167107	8.2668e-01	2.1416e+00	0	0.0	0.0039576305451451	0.0095489953710496	0.16841879188989	0.0117750852209789	0.0094970622236602	0.6674575826154803	0.0055842128582518	0.0095562548419584	0.2525913441143249	NA
ACSF3	ENSG00000176715	1.7694e+00	-2.5483e+00	0	0.0	-0.0084666854942322	0.0095490365447622	-0.425638542625844	0.0076626255714064	0.0094959751536469	0.3770382755825106	-0.0084627797243711	0.00955602513	-0.4249798996959106	NA
ACSL1	ENSG00000151726	5.4076e-01	2.1405e+00	0	0.0	-0.0059951383680779	0.0095491193067838	-0.2756140283357826	-0.0112467807733695	0.0094958687577237	-0.6265625753773741	-0.0188670023398147	0.0095535215746548	-1.315982933075286	-3.157939925510577
ACSL3	ENSG00000123983	5.3438e-01	2.7873e+00	0	0.127037	-0.0041856023787107	0.0095490919197234	-0.1796936302236587	-0.0034506005865924	0.009496960549971	-0.144868737588325	0.0020428151073476	0.0095558190962121	0.0805427610669012	-0.6639607470180762
ACSL5	ENSG00000197142	7.4520e-01	8.1991e-01	0	0.060882	-0.003530966548059	0.0095489651382774	-0.1477899832179447	0.0010391831894212	0.0094995236022765	0.039580295739563	0.0235144952512956	0.0095534604488836	1.8583418123969224	NA
ACSL6	ENSG00000164398	6.1041e-01	2.1509e+00	0	0.414721	0.0116437389604526	0.009549221832745	0.652197751476047	0.0099090886306383	0.009497382546099	0.5275222156434499	0.0103349773456246	0.0095552220812448	0.5536926447313031	-10.85392596148964
ACSM1	ENSG00000166743	1.2569e+00	7.0134e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSM2A	ENSG00000183747	1.1440e+00	3.9331e-01	0	0.067363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSM2B	ENSG00000066813	9.1824e-01	3.7147e-01	0	0.065636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSM3	ENSG00000005187	1.0185e+00	5.9831e-01	0	0.0	-0.0092273720524131	0.0095489220985741	-0.476380174516232	0.0098547038499499	0.0094963791800349	0.5237230081101021	-0.0064335922270016	0.0095554767860009	-0.3003546265553947	3.645890391542121
ACSM4	ENSG00000215009	1.1093e+00	1.1068e+00	0	0.056083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSM5	ENSG00000183549	9.7771e-01	4.7347e-02	0	0.061951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSM6	ENSG00000173124	9.0878e-01	1.3247e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSS1	ENSG00000154930	7.2179e-01	2.1427e+00	0	0.0	-0.0031402418922909	0.009549077974669	-0.1294361982481064	-0.0005283384005387	0.0094966146061555	-0.0197083716454358	0.0203910294692679	0.0095543378162251	1.4834989109580774	32.12482977916992
ACSS2	ENSG00000131069	7.9677e-01	2.1611e+00	0	0.0	-0.0016336619297648	0.0095552743196043	-0.0633602002013986	0.0159177166889266	0.0094957695278137	1.028219546773978	-0.0022564312344869	0.0095556325773735	-0.0897324559015916	-21.346681371924767
ACSS3	ENSG00000111058	9.3638e-01	7.6210e-01	0	0.142037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTA1	ENSG00000143632	9.7472e-01	6.6324e+00	0	0.065258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTA2	ENSG00000107796	4.9182e-01	5.0186e+00	0	0.823945	-0.0051184695702936	0.0095506027958075	-0.2276659399457804	-0.0070958798185949	0.0094960734700489	-0.3420529654302188	0.0057918896169059	0.0095556731355073	0.2640440577726415	NA
ACTB	ENSG00000075624	2.0618e-01	8.7811e+00	1	0.331713	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.71482123471927
ACTBL2	ENSG00000169067	1.7060e+00	-7.3153e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTC1	ENSG00000159251	5.3610e-01	7.1523e+00	0	0.064743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTG1	ENSG00000184009	6.3846e-01	5.4953e+00	0	0.0	-0.0056936067031569	0.0095524188877966	-0.2587206201664063	0.0009860026598327	0.0094971561892213	0.0374822467228071	-0.0085840751245292	0.0095567428536956	-0.4328709583310698	NA
ACTG2	ENSG00000163017	6.4649e-01	4.8685e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL10	ENSG00000288649	NA	-1.2071e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL6A	ENSG00000136518	1.7752e-01	4.4946e+00	0	0.0	0.0025660565427578	0.0095551860267547	0.1033193872672085	-0.0122997706898896	0.0094964199774642	-0.7093461485663334	-0.011823647320311	0.0095541751232318	-0.6657181605816987	NA
ACTL6B	ENSG00000077080	9.6425e-01	3.9621e+00	0	0.058714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL7A	ENSG00000187003	1.2303e+00	1.0384e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL7B	ENSG00000148156	1.2518e+00	-4.4686e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL8	ENSG00000117148	8.3195e-01	2.1382e+00	0	0.341028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL9	ENSG00000181786	5.2329e+00	-5.4077e-01	0	0.611926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTN1	ENSG00000072110	3.4013e-01	5.6017e+00	0	0.541407	-0.0019659497650194	0.0095489581589178	-0.0773328278048063	-0.007025264815944	0.0094966154678367	-0.337753832582161	-0.0109387065767377	0.0095579759118099	-0.5978094447428337	NA
ACTN2	ENSG00000077522	4.4764e-01	2.3096e+00	0	0.397753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTN3	ENSG00000248746	9.0554e-01	-7.1912e-02	0	0.153674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTN4	ENSG00000130402	2.3382e-01	6.4911e+00	0	0.0	-0.0071065687563462	0.0095486404085171	-0.340329229657733	0.0128637882423672	0.0094971090695248	0.755459736388965	0.0072054040930629	0.0095565394034269	0.3459391802937422	NA
ACTR10	ENSG00000131966	9.8706e-01	7.9155e-01	0	0.0	-0.0012665530694259	0.0095501932720121	-0.0484216735786504	0.0256820433502828	0.0094934169780981	2.16520454093504	-0.00078885356474	0.0095557388433512	-0.0295561341596597	NA
ACTR1A	ENSG00000138107	3.3426e-01	4.5908e+00	0	0.487068	0.0077213791790383	0.0095489427923525	0.3780381880541412	0.0160249746597026	0.0094969608105759	1.0382994586476395	0.0266669624863257	0.0095562711891195	2.278061678388731	NA
ACTR1B	ENSG00000115073	9.1542e-01	9.5932e-01	0	0.540265	0.0131152920785827	0.0095502381127151	0.770345976810885	-0.0088650101233205	0.0094959304810885	-0.4552474904451583	-0.0079944491056068	0.0095549991705662	-0.3949185847919056	NA
ACTR2	ENSG00000138071	2.0950e-01	5.8480e+00	0	0.552491	-0.0095991691870696	0.0095512402242639	-0.5018127572070199	0.0206897877437092	0.0094942078380865	1.5325702448747316	0.0032805349653084	0.0095553423931279	0.135865943179497	-2.713108906448425
ACTR3	ENSG00000115091	3.4236e-01	4.3424e+00	0	0.469711	0.0016477980390814	0.0095493550993513	0.0639873418954139	0.0111218805028074	0.0094957467545433	0.6170391656041042	-0.0021079632310231	0.0095555265935621	-0.0833318993740283	16.466542343875563
ACTR3B	ENSG00000133627	2.4460e-01	5.5764e+00	0	0.310386	-0.0169986614096079	0.009548161870131	-1.1246278946697543	0.0013275342028913	0.0094972401820293	0.0511785817175652	0.0049737200079416	0.0095552015492647	0.2198927303382183	NA
ACTR3C	ENSG00000106526	1.0135e+00	1.7973e+00	0	0.350332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTR5	ENSG00000101442	9.0664e-01	-2.4036e-01	0	0.0	0.0055074624097404	0.0095494092369917	0.2486195712341018	-0.0174595111876724	0.0094952255223566	-1.1806111632177627	0.0033604718655621	0.0095551872625751	0.1396158910459605	8.708090176848208
ACTR6	ENSG00000075089	1.2046e+00	2.5194e+00	0	0.0	-0.0026666781061376	0.0095512858761557	-0.1078497463994059	0.002824708938151	0.0094958770677969	0.1157056238293604	-0.0056980072747232	0.0095547601626726	-0.2588861815114237	NA
ACTR8	ENSG00000113812	1.0130e+00	1.5842e+00	0	0.03322	-0.013938417815403	0.0095497625658864	-0.8403095575013775	0.0035482281915693	0.0094978485680974	0.1495238887272256	0.0114249957515694	0.0095553863280619	0.6347829249158419	5.767043926754308
ACTRT2	ENSG00000169717	3.8139e+00	1.8929e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTRT3	ENSG00000184378	1.3109e+00	1.9064e-01	0	0.438062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACVR1	ENSG00000115170	8.7249e-01	2.9583e+00	0	0.0	-0.0036485087968148	0.0095489377126278	-0.1534120470255942	-0.0116698284853206	0.0094991678489407	-0.6589975746775386	-0.0115558893140149	0.0095550641174206	-0.6448631523381029	-23.68044603533131
ACVR1B	ENSG00000135503	4.1560e-01	5.1258e+00	0	0.032775	-0.0206472328107827	0.0095483778141684	-1.5141280665082837	-0.005459373962652	0.0094968232008395	-0.2476475522550974	-0.0187063357694077	0.0095540265725912	-1.298767665392342	NA
ACVR1C	ENSG00000123612	5.6310e-01	2.2120e+00	0	0.493641	0.0067346051186812	0.0095490348838704	0.3181618702992134	0.0027525327863376	0.009496225380219	0.1124207878182989	0.0236240683986514	0.0095525579427255	1.872528795295895	NA
ACVR2A	ENSG00000121989	2.1410e-01	5.1261e+00	0	0.0	-0.006897698099886	0.0095487862897676	-0.3278223273436019	-0.0042779700793106	0.0094965245365379	-0.1855026077769222	0.0178341841877463	0.0095549380996397	1.207608256178881	-18.17785979079944
ACVR2B	ENSG00000114739	4.1030e-01	3.2758e+00	0	0.0	-0.0096065827316408	0.0095485545131812	-0.5025162124173197	-0.0007723447490487	0.009496697091868	-0.0291034838748398	-0.0064844108611979	0.0095553060291946	-0.3032995607597267	NA
ACVRL1	ENSG00000139567	5.6008e-01	3.6119e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACY1	ENSG00000243989	9.3406e-01	1.0442e+00	0	0.0	-0.0019325198105556	0.0095490646343546	-0.0759145927691352	0.0004073350000214	0.0094989630376307	0.0151144451260616	-0.0159392475928688	0.0095541123862976	-1.0209866488698942	NA
ACY3	ENSG00000132744	1.1802e+00	7.7744e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACYP1	ENSG00000119640	1.3848e+00	9.5610e-01	0	0.0	0.0235696292121352	0.0095473368984551	1.867249844325453	0.0072962204909399	0.0094960650935897	0.354282177520142	0.0085759910041474	0.0095550293810368	0.4324414417443253	NA
ACYP2	ENSG00000170634	1.7432e+00	-1.3544e+00	0	0.0	0.0085126357050696	0.0095488579330242	0.4286518061469572	0.0117349004899617	0.00949846433229	0.6641638253800459	0.004146093789354	0.0095553986543981	0.1775904981292338	35.69079349023953
ADA	ENSG00000196839	1.1778e+00	5.3946e-01	1	0.0	-0.0022946193089135	0.0095488628174516	-0.0914613674809495	0.0249591669640225	0.0094942513643794	2.0665723692029623	0.0045327475156962	0.0095566502239294	0.1970256322635643	NA
ADA2	ENSG00000093072	8.9385e-01	1.3054e-01	1	0.0	-0.0004444408298875	0.009552444156171	-0.0164226242983587	0.0152800620010058	0.0094965762208564	0.9680121866986556	0.0296926585841972	0.0095519280673419	2.724702789433161	NA
ADAD1	ENSG00000164113	8.8109e-01	1.0578e+00	0	0.722442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAD2	ENSG00000140955	1.3643e+00	-4.5450e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAPDA	ENSG00000168803	1.1984e+00	8.3229e-01	0	0.0	0.0011710211455982	0.0095486204256514	0.0446027190832776	0.0019190432705769	0.00949586627089	0.0757992212720038	0.0081138496285141	0.009554850450636	0.4025282670988309	9.641216307088929
ADAM10	ENSG00000137845	2.8286e-01	4.2922e+00	0	0.0	0.0019695230467283	0.0095499702628468	0.0774756741225092	0.0176331649981495	0.0094948434966291	1.198463456527448	0.0195826426008541	0.0095539681020023	1.3934142509935294	14.159991926774175
ADAM11	ENSG00000073670	5.2220e-01	3.5649e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM12	ENSG00000148848	8.0297e-01	2.0168e+00	0	0.511876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM15	ENSG00000143537	8.1811e-01	2.0017e+00	0	0.549425	0.0265078736443432	0.0095465874423478	2.259554336193455	0.0087754196857704	0.0094992468993277	0.4490261070225965	0.0132303844040652	0.0095550392120417	0.7794002286543961	NA
ADAM17	ENSG00000151694	5.2668e-01	3.1650e+00	1	0.0	0.0094310136040892	0.0095491950599642	0.4903151770417361	0.0056545609482885	0.0094961403154441	0.2584158378423651	0.0047975063024714	0.0095552365648272	0.2106869390915192	NA
ADAM18	ENSG00000168619	1.4457e+00	-8.0553e-01	0	0.424051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM19	ENSG00000135074	6.9645e-01	1.7417e+00	0	0.0	-0.0053801562562426	0.0095492097398175	-0.2417204761506956	0.0407225391528404	0.009489658796879	4.7466820465207045	0.0165434714559622	0.0095543892376286	1.078884897724281	-19.475717528607053
ADAM2	ENSG00000104755	1.1998e+00	-9.9667e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM20	ENSG00000134007	NA	1.7527e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM21	ENSG00000139985	NA	2.8321e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM22	ENSG00000008277	5.5271e-01	2.6125e+00	0	0.0	0.0023433916169074	0.0095488840427612	0.093587571271232	0.0084691084784299	0.0094958851001723	0.4288953735377785	0.0045591410645514	0.0095578964961904	0.1983425662071628	NA
ADAM23	ENSG00000114948	3.6752e-01	2.5728e+00	0	0.620846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM28	ENSG00000042980	1.2199e+00	-1.1456e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM29	ENSG00000168594	NA	4.4165e-01	0	0.374974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM30	ENSG00000134249	NA	-8.5391e-03	0	0.236755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM32	ENSG00000197140	9.2358e-01	8.7628e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM33	ENSG00000149451	1.1419e+00	-3.0076e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM7	ENSG00000069206	1.1159e+00	-1.1649e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM8	ENSG00000151651	1.1956e+00	3.3844e-01	0	0.0	0.0076863867959217	0.009552832559105	0.3756586446552847	0.0398725803781641	0.0094888363603798	4.574136376390273	0.0112265905321499	0.0095553651569254	0.619678616040505	NA
ADAM9	ENSG00000168615	6.2656e-01	2.2642e+00	0	0.0	0.0009365489104267	0.0095489442640571	0.0353295914566823	-0.0082513607639278	0.0094962060244326	-0.4146355412797683	0.0020880983967828	0.0095576463951743	0.0824609699345451	-51.624360896117736
ADAMDEC1	ENSG00000134028	1.2691e+00	-5.3912e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS1	ENSG00000154734	3.1729e-01	2.2963e-01	0	0.66861	0.0237062304655886	0.0095464083670268	1.8849374643154069	0.0151636857289468	0.0094955539768388	0.9573800461308624	0.014146191692652	0.0095549110581585	0.8577204968119573	NA
ADAMTS10	ENSG00000142303	4.4927e-01	4.6803e+00	0	0.0	0.013423830867475	0.009556026646031	0.7955430005184697	0.0058505059422849	0.0094970452867186	0.2693108492425872	0.0250571654537823	0.0095524209207505	2.0592342456842903	NA
ADAMTS12	ENSG00000151388	8.1958e-01	7.9003e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS13	ENSG00000160323	8.3120e-01	1.8110e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS14	ENSG00000138316	9.1788e-01	1.0117e+00	0	0.414186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS15	ENSG00000166106	5.8692e-01	-6.2554e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS16	ENSG00000145536	7.6521e-01	6.9438e-02	0	0.408335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS17	ENSG00000140470	9.3393e-01	-1.5448e+00	0	0.610235	0.0125455306978861	0.0095482132462574	0.7237612274667051	-0.0045411497285906	0.0094980223050745	-0.1988861361791585	0.003411673523481	0.0095552402713132	0.1420266161581291	NA
ADAMTS18	ENSG00000140873	1.0805e+00	-5.5095e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS19	ENSG00000145808	7.2080e-01	7.5899e-01	0	0.04301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS2	ENSG00000087116	5.1439e-01	2.1815e+00	0	0.665633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS20	ENSG00000173157	9.6630e-01	-5.4951e-01	0	0.124405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
