gene	gene_id	pu_score	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
DOCK7	ENSG00000116641	0.881727	0.586480	4.409600	0	0.392645	-0.010814	0.009551	-0.589131	0.000120	0.009499	0.004394	-0.000560	0.009557	-0.020778	
DOCK8	ENSG00000107099	0.907134	0.660270	-3.022100	1	0.283083	0.006071	0.009549	0.279917	0.025310	0.009495	2.113700	0.033342	0.009552	3.315216	
DOCK9	ENSG00000088387	0.789291	0.403200	3.873700	0	0.398162	0.002076	0.009549	0.082015	0.026257	0.009494	2.244798	0.012588	0.009555	0.726507	
DOHH	ENSG00000129932	0.017992	1.219200	0.010973	0	0.000000	-0.015856	0.009548	-1.014074	-0.020822	0.009494	-1.547911	-0.005094	0.009555	-0.226244	-20.771963
DOK1	ENSG00000115325	0.011536	0.809130	0.508510	0	0.000000	0.001687	0.009549	0.065625	-0.005528	0.009498	-0.251369	0.008346	0.009555	0.417465	
DOK2	ENSG00000147443	0.820797	1.478300	-2.234800	0	0.843293	-0.002531	0.009551	-0.101823	0.012675	0.009496	0.740019	0.011106	0.009558	0.610378	
DOK3	ENSG00000146094	0.015608	1.242600	-0.145110	0	0.000000	-0.013460	0.009549	-0.799520	-0.005718	0.009499	-0.261870	0.007451	0.009556	0.360945	
DOK4	ENSG00000125170	0.576496	0.899330	0.922910	0	0.057273	0.007834	0.009549	0.385087	-0.005068	0.009497	-0.226484	0.002714	0.009556	0.109904	
DOK5	ENSG00000101134	0.016091	0.860420	0.428740	0	0.000000	-0.004302	0.009549	-0.185497	-0.008427	0.009500	-0.425875	-0.006233	0.009557	-0.288816	
DOK6	ENSG00000206052	0.836325	0.714300	1.597500	0	0.609753										
DOK7	ENSG00000175920	0.012850	1.399800	-4.965300	0	0.000000										
DOLK	ENSG00000175283	0.009795	0.917420	1.417700	0	0.000000	-0.006022	0.009549	-0.277158	-0.004438	0.009502	-0.193520	0.005193	0.009555	0.231488	15.066623
DOLPP1	ENSG00000167130	0.025802	0.676840	1.414100	0	0.000000	0.005036	0.009550	0.223303	-0.006679	0.009497	-0.317012	-0.007436	0.009555	-0.360017	24.562344
DONSON	ENSG00000159147	0.663091	0.892490	0.025065	0	0.059035	-0.000996	0.009550	-0.037657	0.005012	0.009496	0.223561	0.015683	0.009560	0.996000	
DOP1A	ENSG00000083097	0.570538	0.400810	3.669700	0	0.210663	0.003306	0.009549	0.137174	0.007573	0.009497	0.371340	0.024200	0.009554	1.945938	-3.064970
DOP1B	ENSG00000142197	0.567045	0.845180	1.555900	0	0.054952	0.028101	0.009546	2.488039	0.012820	0.009496	0.751999	0.016631	0.009556	1.087181	-11.964773
DOT1L	ENSG00000104885	0.480296	0.287870	2.527800	0	0.271424	0.013401	0.009555	0.793749	0.004055	0.009497	0.174332	0.014817	0.009555	0.917118	-14.406608
DPAGT1	ENSG00000172269	0.038881	0.888690	2.280100	0	0.000000										
DPCD	ENSG00000166171	0.693976	1.099900	1.388900	0	0.416122	-0.008943	0.009549	-0.457138	0.005809	0.009497	0.266996	-0.024492	0.009552	-1.984601	
DPEP1	ENSG00000015413	0.554695	1.497600	-1.994400	0	0.473995										
DPEP2	ENSG00000167261	0.016781	1.113900	0.473960	0	0.000000	0.013131	0.009548	0.771925	0.011956	0.009496	0.681823	0.017353	0.009554	1.159039	
DPEP2NB	ENSG00000263201	0.011267		1.205000	0	0.000000										
DPEP3	ENSG00000141096	0.014042	1.143400	1.269500	0	0.000000										
DPF1	ENSG00000011332	0.032024	0.373110	3.425100	0	0.000000										-34.693390
DPF2	ENSG00000133884	0.022850	0.284610	3.673100	0	0.000000	-0.011454	0.009549	-0.637646	-0.006865	0.009496	-0.328134	-0.009081	0.009556	-0.465978	1.152419
DPF3	ENSG00000205683	0.491996	0.470160	1.654200	0	0.219557	-0.013297	0.009548	-0.785782	-0.007162	0.009496	-0.346050	-0.009649	0.009555	-0.505004	
DPH1	ENSG00000108963	0.009618	1.325500	-0.761500	0	0.000000	0.003099	0.009549	0.127539	-0.019680	0.009495	-1.417768	0.002354	0.009555	0.093961	-24.283350
DPH2	ENSG00000132768	0.017618	0.903520	1.014800	0	0.000000	-0.008442	0.009549	-0.424027	-0.008832	0.009498	-0.452884	0.001353	0.009557	0.051874	4.630494
DPH3	ENSG00000154813	0.027464	1.420300	0.122670	0	0.000000	-0.015466	0.009548	-0.977563	-0.007591	0.009499	-0.372398	-0.016275	0.009556	-1.052772	
DPH5	ENSG00000117543	0.316791	1.322800	0.620700	0	0.069792	0.005447	0.009549	0.245324	-0.007485	0.009496	-0.365957	-0.006387	0.009555	-0.297674	-7.504538
DPH6	ENSG00000134146	0.006593	1.153600	-0.118400	0	0.000000	-0.007829	0.009549	-0.384833	-0.000815	0.009496	-0.030775	-0.005425	0.009555	-0.243978	-6.135285
DPH7	ENSG00000148399	0.202260	1.355500	-0.914950	0	0.071628	0.003778	0.009549	0.159641	-0.009340	0.009496	-0.487644	-0.002861	0.009555	-0.116534	-14.439801
DPM1	ENSG00000000419	0.473022	0.954960	0.205250	0	0.053638	0.001202	0.009549	0.045827	0.003830	0.009499	0.163157	-0.023845	0.009556	-1.899805	-17.742878
DPM2	ENSG00000136908	0.011256	1.190400	0.399870	0	0.000000	0.000880	0.009549	0.033116	-0.001904	0.009498	-0.075148	0.010714	0.009555	0.581344	28.127115
DPM3	ENSG00000179085	0.028871	1.479700	0.325060	0	0.000000	0.002866	0.009552	0.116844	0.015517	0.009498	0.989884	0.005252	0.009556	0.234613	
DPP10	ENSG00000175497	0.709125	0.365030	1.761000	0	0.406221										
DPP3	ENSG00000254986	0.720990	0.877650	1.880700	0	0.038144	0.005227	0.009550	0.233459	0.008645	0.009497	0.440484	-0.002151	0.009556	-0.085165	
DPP4	ENSG00000197635	0.699099	0.902450	-0.094724	0	0.473641	0.022692	0.009547	1.757540	0.029911	0.009502	2.782563	0.040258	0.009556	4.594538	
DPP6	ENSG00000130226	0.874523	0.687590	2.410900	0	0.584213										
DPP7	ENSG00000176978	0.017897	1.526000	-1.859600	0	0.000000	0.002900	0.009549	0.118392	-0.000237	0.009496	-0.008740	0.019624	0.009554	1.397959	
DPP8	ENSG00000074603	0.814793	0.389010	3.043200	0	0.401044	0.007109	0.009549	0.340477	-0.000993	0.009496	-0.037747	0.003580	0.009556	0.149999	
DPP9	ENSG00000142002	0.839826	0.571560	2.394200	1	0.000000	-0.015543	0.009549	-0.984512	-0.009747	0.009496	-0.516092	-0.014066	0.009554	-0.850809	
DPPA2	ENSG00000163530	0.013064	0.997860	0.092401	0	0.000000										
DPPA3	ENSG00000187569	0.012463	1.008400	1.424800	0	0.000000										
DPPA4	ENSG00000121570	0.017525	0.930960	0.418900	0	0.000000										
DPPA5	ENSG00000203909	0.017938	1.605200	0.683880	0	0.000000										
DPRX	ENSG00000204595	0.572175	2.168900	0.712360	0	0.123310										
DPT	ENSG00000143196	0.665551	0.967960	-0.084269	0	0.350472										
DPY19L1	ENSG00000173852	0.014708	0.479100	3.928500	0	0.000000	0.001525	0.009549	0.058942	0.013236	0.009496	0.786753	0.006424	0.009555	0.299840	19.227899
DPY19L2	ENSG00000177990	0.045712	0.462520	4.074300	0	0.000000										
DPY19L3	ENSG00000178904	0.549820	0.697670	2.184500	0	0.124504	-0.004446	0.009549	-0.192799	-0.006870	0.009497	-0.328417	-0.001043	0.009559	-0.039458	-7.987851
DPY19L4	ENSG00000156162	0.020017	1.117200	0.517680	0	0.000000	0.017782	0.009548	1.203638	0.017967	0.009495	1.233069	0.005218	0.009556	0.232825	15.684209
DPY30	ENSG00000162961	0.019463	0.731030	1.608500	0	0.000000	0.003644	0.009549	0.153197	-0.011618	0.009497	-0.655175	0.001989	0.009555	0.078262	
DPYD	ENSG00000188641	0.035131	1.099800	-0.572550	0	0.000000	-0.002049	0.009550	-0.080866	0.012350	0.009496	0.713464	0.018397	0.009554	1.266157	
DPYS	ENSG00000147647	0.673502	1.012300	0.357360	0	0.613870										
DPYSL2	ENSG00000092964	0.764395	0.295650	4.669000	0	0.198537	0.008341	0.009550	0.417422	0.021238	0.009496	1.596155	0.006181	0.009556	0.285872	
DPYSL3	ENSG00000113657	0.723840	0.367710	2.511300	0	0.204941										
DPYSL4	ENSG00000151640	0.021900	0.875280	1.287900	0	0.000000										
DPYSL5	ENSG00000157851	0.857832	0.268870	4.173100	0	0.152853										
DQX1	ENSG00000144045	0.015362	0.995910	1.011800	0	0.000000										
DR1	ENSG00000117505	0.825561	0.660630	3.157500	0	0.306842	-0.005577	0.009550	-0.252391	0.008595	0.009496	0.437226	-0.002329	0.009559	-0.092863	15.309396
DRAM1	ENSG00000136048	0.396923	1.225100	1.237700	0	0.443556	-0.007616	0.009549	-0.371446	-0.007445	0.009499	-0.363365	-0.004333	0.009556	-0.186947	7.106690
DRAM2	ENSG00000156171	0.427474	1.075800	0.169290	0	0.124590	-0.005523	0.009549	-0.249494	0.012092	0.009496	0.692686	0.011616	0.009555	0.649493	34.536334
DRAP1	ENSG00000175550	0.481359	0.703560	0.297760	0	0.034446	0.001035	0.009550	0.039196	0.012061	0.009505	0.689236	0.013849	0.009560	0.831292	16.524960
DRAXIN	ENSG00000162490	0.018504	1.097600	1.783200	0	0.000000										
DRC1	ENSG00000157856	0.024956	0.909320	0.157400	0	0.000000										
DRC3	ENSG00000171962	0.012461	1.002200	0.330840	0	0.000000										
DRC7	ENSG00000159625	0.017515	0.922700	1.351900	0	0.000000										
DRD1	ENSG00000184845	0.848790	0.264900	3.301700	0	0.258667										
DRD2	ENSG00000149295	0.925767	0.379760	3.542100	0	0.298138										
DRD3	ENSG00000151577	0.810447	0.767160	0.765000	0	0.416122										
DRD4	ENSG00000069696	0.469982	1.629900	-4.758900	0	0.166195										
DRD5	ENSG00000169676	0.013486		-1.665600	0	0.000000										
DRG1	ENSG00000185721	0.050274	0.717700	2.947600	0	0.000000										
DRG2	ENSG00000108591	0.032757	0.890560	2.706800	0	0.000000	-0.010420	0.009549	-0.560384	-0.003830	0.009496	-0.163204	0.000347	0.009556	0.012773	
DRGX	ENSG00000165606	0.525682	1.056300	-0.233400	0	0.251287										
DRICH1	ENSG00000189269	0.015564	1.259900	-0.222290	0	0.000000	0.005386	0.009549	0.242042	-0.012422	0.009496	-0.719292	-0.009916	0.009555	-0.523728	
DROSHA	ENSG00000113360	0.034396	0.384540	5.367100	0	0.000000	-0.007009	0.009552	-0.334287	-0.011743	0.009496	-0.665092	0.009988	0.009555	0.528871	
DSC1	ENSG00000134765	0.715529	0.964560	-0.507760	0	0.582946										
DSC2	ENSG00000134755	0.656512	0.735080	0.303740	0	0.052606										
DSC3	ENSG00000134762	0.479008	1.282300	-1.471400	0	0.092919										
DSCAM	ENSG00000171587	0.895567	0.275380	4.486900	0	0.503550										
DSCAML1	ENSG00000177103	0.887230	0.248440	5.071800	0	0.448382										
DSCC1	ENSG00000136982	0.020230	0.890860	0.995280	0	0.000000	-0.001208	0.009554	-0.046035	0.006501	0.009498	0.306521	-0.002449	0.009555	-0.098136	-9.684128
DSE	ENSG00000111817	0.695321	0.562990	3.835800	0	0.370904	-0.011089	0.009553	-0.609548	-0.006865	0.009498	-0.328044	0.006020	0.009555	0.276769	11.967341
DSEL	ENSG00000171451	0.683017	0.781290	1.248700	0	0.041749										7.582663
DSG1	ENSG00000134760	0.588722	0.522560	-0.184920	0	0.042802										
DSG2	ENSG00000046604	0.492426	0.763110	1.046500	0	0.070385	-0.009344	0.009552	-0.484147	-0.005955	0.009501	-0.275035	0.001591	0.009557	0.061591	
DSG3	ENSG00000134757	0.642838	0.904870	-0.001138	0	0.519399										
DSG4	ENSG00000175065	0.435938	1.117300	-1.038000	0	0.078581										
DSN1	ENSG00000149636	0.015007	0.916010	0.424310	0	0.000000	0.004449	0.009554	0.192817	-0.000391	0.009496	-0.014486	0.010891	0.009554	0.594552	
DSP	ENSG00000096696	0.022877	0.458400	1.917100	0	0.000000										
DSPP	ENSG00000152591	0.030910	1.318400	3.686100	0	0.000000										
DST	ENSG00000151914	0.826634	0.320800	3.684500	0	0.098969	-0.002718	0.009554	-0.110138	-0.006988	0.009498	-0.335410	-0.013478	0.009557	-0.799925	
DSTN	ENSG00000125868	0.655310	1.010200	1.693600	0	0.077950	-0.015419	0.009552	-0.972679	-0.004109	0.009496	-0.177003	-0.017888	0.009554	-1.213381	
DSTYK	ENSG00000133059	0.024370	0.458820	2.726200	0	0.000000	0.006262	0.009549	0.290758	-0.002092	0.009496	-0.083201	0.010326	0.009558	0.552781	
DTD1	ENSG00000125821	0.804984	0.807070	1.917000	0	0.388612	0.002501	0.009550	0.100509	0.005084	0.009499	0.227314	-0.023952	0.009555	-1.913561	
DTD2	ENSG00000129480	0.009304	1.254800	0.933930	0	0.000000	0.010807	0.009548	0.588823	-0.011677	0.009496	-0.659885	0.000915	0.009555	0.034467	
DTHD1	ENSG00000197057	0.501709	0.979550	0.188520	0	0.511916	0.006771	0.009553	0.320141	0.000169	0.009498	0.006212	0.007240	0.009555	0.348075	
DTL	ENSG00000143476	0.099391	0.676170	1.914700	0	0.000000	0.005034	0.009556	0.223053	0.001053	0.009497	0.040148	-0.010900	0.009554	-0.595218	
DTNA	ENSG00000134769	0.825868	0.550600	2.152400	0	0.363095										
DTNB	ENSG00000138101	0.649130	0.856400	0.948010	0	0.620755	0.000664	0.009550	0.024761	0.014268	0.009498	0.875956	0.002277	0.009555	0.090639	-4.505315
DTNBP1	ENSG00000047579	0.524572	1.085300	-0.678250	0	0.072088	0.010287	0.009548	0.550740	0.014218	0.009496	0.871789	-0.008358	0.009556	-0.418171	
DTWD1	ENSG00000104047	0.370011	1.234500	0.154820	0	0.035763	0.006106	0.009551	0.281841	0.015877	0.009495	1.024399	-0.002859	0.009555	-0.116464	-6.737226
DTWD2	ENSG00000169570	0.709887	1.599700	-2.915600	0	0.485797	-0.016593	0.009548	-1.084829	-0.017996	0.009495	-1.236069	-0.000413	0.009557	-0.015250	
DTX1	ENSG00000135144	0.041571	0.624190	2.727000	0	0.000000										
DTX2	ENSG00000091073	0.050552	0.714400	4.246000	0	0.000000										
DTX3	ENSG00000178498	0.854879	0.618570	2.867300	0	0.048685	-0.022387	0.009547	-1.720160	-0.006187	0.009497	-0.288404	-0.008861	0.009555	-0.451315	
DTX3L	ENSG00000163840	0.039058	0.743140	0.923730	0	0.000000	0.003644	0.009549	0.153181	0.013935	0.009495	0.846900	0.023641	0.009553	1.874374	
DTX4	ENSG00000110042	0.728751	0.666700	1.795500	0	0.344287										-2.209536
DTYMK	ENSG00000168393	0.266626	1.434500	-0.722730	0	0.035301	0.007767	0.009557	0.380483	-0.006472	0.009504	-0.304612	-0.001779	0.009556	-0.069393	
DUOX1	ENSG00000137857	0.041459	0.850610	2.350400	0	0.000000										
DUOX2	ENSG00000140279	0.014442	1.140400	0.226300	0	0.000000										
DUOXA1	ENSG00000140254	0.010514	1.048000	0.506190	0	0.000000										
DUOXA2	ENSG00000140274	0.011552	1.140200	-1.271400	0	0.000000										
DUS1L	ENSG00000169718	0.012978	1.143300	0.039875	0	0.000000	0.000691	0.009550	0.025819	-0.008162	0.009500	-0.408620	0.010576	0.009555	0.571221	
DUS2	ENSG00000167264	0.011397	0.918780	1.103600	0	0.000000	-0.010901	0.009548	-0.595787	-0.000647	0.009496	-0.024244	-0.005244	0.009555	-0.234212	
DUS3L	ENSG00000141994	0.011067	1.027100	0.566080	0	0.000000	-0.008855	0.009555	-0.450858	0.002467	0.009502	0.099526	0.001253	0.009555	0.047856	
DUS4L	ENSG00000105865	0.018461	1.237700	0.445420	0	0.000000	-0.015417	0.009548	-0.973030	-0.004125	0.009496	-0.177807	0.005684	0.009555	0.258113	
DUS4L-BCAP29	ENSG00000288558	0.017689	1.286900	-0.463280	0	0.000000										
DUSP1	ENSG00000120129	0.602358	0.619680	1.573000	0	0.455976	0.007247	0.009549	0.348809	-0.005703	0.009497	-0.261090	-0.003253	0.009555	-0.134584	
DUSP10	ENSG00000143507	0.775066	0.711360	1.188500	0	0.560052	-0.026135	0.009546	-2.207833	0.004909	0.009497	0.218089	0.014867	0.009554	0.921838	
DUSP11	ENSG00000144048	0.014336	0.899280	-0.077646	0	0.000000	0.000647	0.009549	0.024119	-0.017819	0.009495	-1.217652	-0.007414	0.009556	-0.358687	
DUSP12	ENSG00000081721	0.455232	0.898590	0.495400	0	0.075081	0.006766	0.009549	0.320028	0.005201	0.009496	0.233630	-0.008303	0.009555	-0.414654	13.343444
DUSP13B	ENSG00000079393	0.019487	1.340300	0.926520	0	0.000000										
DUSP14	ENSG00000276023	0.056348	0.799160	2.074600	0	0.000000	-0.001635	0.009549	-0.063448	-0.001562	0.009496	-0.060796	-0.011293	0.009557	-0.624560	
DUSP15	ENSG00000149599	0.012713	1.237400	-1.034700	0	0.000000										
DUSP16	ENSG00000111266	0.557732	0.518810	1.386700	0	0.449027	0.002545	0.009550	0.102426	-0.011023	0.009500	-0.609129	-0.005693	0.009558	-0.258500	
DUSP18	ENSG00000167065	0.013424	1.450900	0.344530	0	0.000000	0.003827	0.009550	0.162041	0.003674	0.009499	0.155552	0.009481	0.009555	0.493319	
DUSP19	ENSG00000162999	0.020323	1.318900	-0.056270	0	0.000000	-0.014038	0.009548	-0.849168	-0.021157	0.009494	-1.587164	-0.026085	0.009552	-2.198743	
DUSP2	ENSG00000158050	0.008618	1.248100	0.352220	0	0.000000	-0.008930	0.009548	-0.456334	-0.005015	0.009501	-0.223601	-0.006365	0.009555	-0.296393	23.684175
DUSP22	ENSG00000112679	0.705192	1.378900	-1.580800	0	0.694297	0.006828	0.009553	0.323498	0.017649	0.009496	1.199976	0.025833	0.009553	2.163724	
DUSP23	ENSG00000158716	0.354723	1.271300	-0.691190	0	0.429555	-0.000527	0.009549	-0.019544	-0.009818	0.009496	-0.521122	-0.007747	0.009556	-0.379285	-13.415520
DUSP26	ENSG00000133878	0.022100	0.971110	1.592600	0	0.000000										
DUSP28	ENSG00000188542	0.011368	2.173100	-2.660700	0	0.000000										
DUSP29	ENSG00000188716	0.527163	1.440700	-0.168710	0	0.041300										
DUSP3	ENSG00000108861	0.046979	0.847500	1.148600	0	0.000000	0.006227	0.009552	0.288632	-0.007796	0.009496	-0.385427	-0.026645	0.009553	-2.276451	
DUSP4	ENSG00000120875	0.025584	0.713630	1.876300	0	0.000000	-0.004212	0.009549	-0.181010	-0.016294	0.009495	-1.064585	-0.021318	0.009555	-1.590074	-4.874941
DUSP5	ENSG00000138166	0.598611	0.936090	-0.539970	0	0.653357	-0.006209	0.009557	-0.287437	0.002921	0.009500	0.120053	-0.000526	0.009555	-0.019479	
DUSP6	ENSG00000139318	0.056748	0.422710	0.899190	0	0.000000	-0.014359	0.009548	-0.877300	0.020224	0.009494	1.479084	0.017139	0.009568	1.134954	
DUSP7	ENSG00000164086	0.033051	0.441810	3.242400	0	0.000000	0.010024	0.009549	0.531899	-0.003205	0.009498	-0.133248	-0.003991	0.009555	-0.169955	
DUSP8	ENSG00000184545	0.029366	0.597130	2.072400	0	0.000000	-0.001385	0.009549	-0.053194	0.000301	0.009498	0.011129	-0.005237	0.009556	-0.233824	
DUT	ENSG00000128951	0.901412	1.049200	0.176810	1	0.057167	0.002426	0.009553	0.097161	-0.003157	0.009499	-0.130973	-0.022482	0.009552	-1.730173	
DUX4	ENSG00000260596	0.008520			0	0.000000										
DUXA	ENSG00000258873	0.013675	1.268800	-0.111620	0	0.000000										
DUXB	ENSG00000282757	0.011440	3.519100	-5.246800	0	0.000000										
DVL1	ENSG00000107404	0.028328	0.957010	-1.999100	0	0.000000	0.015020	0.009552	0.936114	-0.005766	0.009496	-0.264588	-0.012784	0.009556	-0.742379	10.453031
DVL2	ENSG00000004975	0.026463	0.713550	1.035800	0	0.000000	-0.014157	0.009548	-0.859528	-0.011505	0.009496	-0.646507	-0.006876	0.009556	-0.326221	
DVL3	ENSG00000161202	0.023516	0.552450	2.702300	0	0.000000	0.006782	0.009549	0.320952	-0.021868	0.009495	-1.671936	0.011050	0.009556	0.606301	
DXO	ENSG00000204348	0.008627	1.366600	0.338970	0	0.000000	0.011374	0.009549	0.631490	-0.006076	0.009496	-0.282078	0.001794	0.009555	0.070050	
DYDC1	ENSG00000170788	0.554105	1.083100	0.116280	0	0.075360										
DYDC2	ENSG00000133665	0.659560	1.492300	0.776850	0	0.059483										
DYM	ENSG00000141627	0.517545	1.010900	0.821490	0	0.072260	-0.001752	0.009549	-0.068308	-0.003482	0.009496	-0.146389	-0.002977	0.009557	-0.121806	
DYNAP	ENSG00000178690	0.011615	1.543400	-0.902040	0	0.000000										
DYNC1H1	ENSG00000197102	0.036911	0.122180	17.665000	0	0.000000										
DYNC1I1	ENSG00000158560	0.865305	0.640070	2.805700	0	0.057472										
DYNC1I2	ENSG00000077380	0.073438	0.752100	4.754000	0	0.000000	0.019401	0.009547	1.375072	-0.000255	0.009497	-0.009401	0.000083	0.009558	0.003021	
DYNC1LI1	ENSG00000144635	0.025909	0.437060	1.107500	0	0.000000	0.007187	0.009549	0.345173	-0.006260	0.009497	-0.292607	-0.005743	0.009556	-0.261359	
DYNC1LI2	ENSG00000135720	0.035669	0.482190	2.328600	0	0.000000	-0.011856	0.009549	-0.668688	-0.009146	0.009496	-0.474304	-0.022500	0.009553	-1.732326	
DYNC2H1	ENSG00000187240	0.029469	0.780500	1.088800	0	0.000000	-0.011926	0.009550	-0.674211	0.005604	0.009503	0.255399	-0.005761	0.009559	-0.262214	3.546249
DYNC2I1	ENSG00000126870	0.023312	0.795480	0.276510	0	0.000000	0.002179	0.009552	0.086440	0.017467	0.009499	1.180670	-0.000685	0.009555	-0.025567	
DYNC2I2	ENSG00000119333	0.023233	0.979600	-0.230460	0	0.000000	0.014012	0.009557	0.845759	0.004784	0.009497	0.211524	0.004717	0.009555	0.206494	
DYNC2LI1	ENSG00000138036	0.023804	1.112600	-1.515000	0	0.000000	-0.000605	0.009553	-0.022487	-0.011718	0.009498	-0.662882	-0.020553	0.009553	-1.502203	
DYNLL1	ENSG00000088986	0.037234	0.766740	2.610900	0	0.000000	-0.000288	0.009548	-0.010584	-0.004406	0.009496	-0.192002	-0.013167	0.009554	-0.774227	24.766322
DYNLL2	ENSG00000264364	0.045695	0.487630	3.107800	0	0.000000	-0.013647	0.009548	-0.815528	-0.015199	0.009495	-0.960801	0.001272	0.009560	0.048579	-27.873068
DYNLRB1	ENSG00000125971	0.040236	0.876750	1.293600	0	0.000000	-0.001848	0.009559	-0.072279	0.000279	0.009497	0.010300	0.015987	0.009554	1.025590	
DYNLRB2	ENSG00000168589	0.659857	1.734900	-0.954780	0	0.611804										
DYNLT1	ENSG00000146425	0.038927	1.363600	0.083638	0	0.000000	0.007633	0.009549	0.372534	0.011911	0.009496	0.678216	0.001728	0.009559	0.067260	
DYNLT2	ENSG00000184786	0.532497	1.387500	-0.321390	0	0.054708	0.009518	0.009549	0.496353	0.000661	0.009498	0.024779	-0.000119	0.009556	-0.004322	
DYNLT2B	ENSG00000213123	0.014074	1.123000	1.345600	0	0.000000	0.006417	0.009549	0.299653	0.026469	0.009494	2.274733	0.000815	0.009555	0.030553	-18.165536
DYNLT4	ENSG00000188396	0.020337	5.079200	-0.116000	0	0.000000	-0.008805	0.009554	-0.447634	0.000274	0.009501	0.010103	0.010621	0.009556	0.574457	
DYNLT5	ENSG00000152760	0.508502	1.813600	-0.407090	0	0.087844										
DYRK1A	ENSG00000157540	0.026496	0.197070	4.606700	0	0.000000	-0.000120	0.009549	-0.004381	-0.001528	0.009500	-0.059385	-0.005442	0.009556	-0.244836	
DYRK1B	ENSG00000105204	0.030585	0.509200	2.210000	0	0.000000	0.005387	0.009551	0.242019	0.007799	0.009498	0.385506	0.001866	0.009555	0.073071	
DYRK2	ENSG00000127334	0.016182	0.467440	1.816500	0	0.000000	-0.005000	0.009549	-0.221458	-0.005112	0.009496	-0.228863	0.006322	0.009556	0.293936	
DYRK3	ENSG00000143479	0.011109	0.997270	0.512640	0	0.000000	-0.009354	0.009549	-0.485073	-0.005122	0.009496	-0.229380	0.001759	0.009556	0.068550	-28.188869
DYRK4	ENSG00000010219	0.024582	1.153700	0.380540	0	0.000000	0.013922	0.009548	0.839111	-0.002969	0.009497	-0.122307	-0.010601	0.009555	-0.573120	
DYSF	ENSG00000135636	0.788567	0.864310	0.947750	0	0.572651										
