rank	gene	gene_id	pu_score	label_all	label_immune	label_status	family	gwas_present	perturbseq_measured	polarization_measured	oob_models
295	DCLRE1B	ENSG00000118655	0.923779	0	0	unlabeled	HGNC:2035	1	1	0	97
296	IFIH1	ENSG00000115267	0.923299	0	0	unlabeled	HGNC:959	1	1	0	97
297	MAPK10	ENSG00000109339	0.923282	0	0	unlabeled	HGNC:1691	1	0	0	99
298	STN1	ENSG00000107960	0.923243	0	0	unlabeled	HGNC:1343	1	1	1	99
299	RNGTT	ENSG00000111880	0.923232	0	0	unlabeled	HGNC:896	1	0	0	96
300	MDN1	ENSG00000112159	0.923218	0	0	unlabeled	HGNC:413	1	0	0	99
301	POLR1A	ENSG00000068654	0.923193	0	0	unlabeled	HGNC:726	1	0	0	99
302	GABRA5	ENSG00000186297	0.922924	1	1	positive	HGNC:563	1	0	0	0
303	RTEL1	ENSG00000258366	0.922406	0	0	unlabeled	HGNC:500	1	0	0	98
304	MMP16	ENSG00000156103	0.922382	0	0	unlabeled	HGNC:891	1	0	0	100
305	NUDT4	ENSG00000173598	0.922243	0	0	unlabeled	HGNC:667	1	0	0	98
306	IL6ST	ENSG00000134352	0.922189	1	1	positive	HGNC:471	1	1	1	0
307	TNFRSF13B	ENSG00000240505	0.922098	0	0	unlabeled	HGNC:471	1	0	0	100
308	MYLK	ENSG00000065534	0.921567	0	0	unlabeled	HGNC:555	1	0	0	97
309	TEAD3	ENSG00000007866	0.921536	0	0	unlabeled	HGNC:1183	1	0	0	100
310	ZDHHC11B	ENSG00000206077	0.921480	0	0	unlabeled	HGNC:76	1	0	0	99
311	CACNA1C	ENSG00000151067	0.921350	1	1	positive	HGNC:1512	1	0	0	0
312	MAB21L2	ENSG00000181541	0.921345	0	0	unlabeled	HGNC:1882	1	0	0	99
313	PPIAL4C	ENSG00000288867	0.921341	0	0	unlabeled	PFX:PPI	1	0	0	96
314	ABCC8	ENSG00000006071	0.921296	1	1	positive	HGNC:807	1	0	0	0
315	TLR9	ENSG00000239732	0.921184	1	1	positive	HGNC:471	1	0	0	0
316	CCZ1B	ENSG00000146574	0.921031	0	0	unlabeled	PFX:CCZ	1	0	0	98
317	SRC	ENSG00000197122	0.921008	1	1	positive	HGNC:741	1	1	0	0
318	KALRN	ENSG00000160145	0.920921	0	0	unlabeled	HGNC:555	1	0	0	99
319	WNK2	ENSG00000165238	0.920869	0	0	unlabeled	HGNC:1899	1	0	0	98
320	METTL16	ENSG00000127804	0.920644	0	0	unlabeled	HGNC:2061	1	0	0	100
321	PRKG2	ENSG00000138669	0.920549	0	0	unlabeled	HGNC:3510	1	0	0	100
322	ERBB2	ENSG00000141736	0.920452	1	1	positive	HGNC:471	1	0	0	0
323	RNASEL	ENSG00000135828	0.920398	0	0	unlabeled	HGNC:403	1	1	0	95
324	RGS7	ENSG00000182901	0.920386	0	0	unlabeled	HGNC:720	1	0	0	98
325	RYR2	ENSG00000198626	0.920366	0	0	unlabeled	HGNC:287	1	0	1	97
326	PTPRU	ENSG00000060656	0.920360	0	0	unlabeled	HGNC:555	1	0	0	99
327	ZNF417	ENSG00000173480	0.920131	0	0	unlabeled	HGNC:28	1	0	0	99
328	PLEKHM1	ENSG00000225190	0.920077	0	0	unlabeled	HGNC:682	1	1	0	97
329	KCNQ2	ENSG00000075043	0.919967	1	1	positive	HGNC:274	1	0	0	0
330	PTPN20	ENSG00000204179	0.919903	0	0	unlabeled	HGNC:812	1	0	0	98
331	PRKCE	ENSG00000171132	0.919815	1	1	positive	HGNC:835	1	1	0	0
332	PIP5K1B	ENSG00000107242	0.919776	0	0	unlabeled	PFX:PIP	1	0	1	100
333	GFPT1	ENSG00000198380	0.919721	0	0	unlabeled	HGNC:3519	1	1	0	99
334	KCNG1	ENSG00000026559	0.919708	1	1	positive	HGNC:274	1	1	0	0
335	ITPKB	ENSG00000143772	0.919569	0	0	unlabeled	PFX:ITP	1	1	1	96
336	SLC5A7	ENSG00000115665	0.919564	0	0	unlabeled	HGNC:2158	1	0	0	100
337	CFTR	ENSG00000001626	0.919549	1	1	positive	HGNC:309	1	0	0	0
338	CBLB	ENSG00000114423	0.919481	0	0	unlabeled	HGNC:58	1	1	1	98
339	FRG2C	ENSG00000172969	0.919326	0	0	unlabeled	PFX:FRG	1	0	0	98
340	CAMK2A	ENSG00000070808	0.919283	0	0	unlabeled	HGNC:3539	1	0	0	99
341	RAN	ENSG00000132341	0.919174	0	0	unlabeled	HGNC:391	1	0	0	95
342	PRKDC	ENSG00000253729	0.919028	0	0	unlabeled	HGNC:1492	1	1	1	100
343	PRKCZ	ENSG00000067606	0.918953	1	1	positive	HGNC:3523	1	1	0	0
344	ATP8B1	ENSG00000081923	0.918929	0	0	unlabeled	HGNC:1210	1	0	1	97
345	PDE4D	ENSG00000113448	0.918928	1	1	positive	HGNC:681	1	1	0	0
346	CUX2	ENSG00000111249	0.918657	0	0	unlabeled	HGNC:527	1	0	0	100
347	FAM25C	ENSG00000276430	0.918639	0	0	unlabeled	PFX:FAM	1	0	0	98
348	CFHR5	ENSG00000134389	0.918618	0	0	unlabeled	HGNC:1179	1	0	0	99
349	TOP1	ENSG00000198900	0.918518	1	1	positive	HGNC:1050	1	1	0	0
350	GABRG3	ENSG00000182256	0.918423	1	1	positive	HGNC:563	1	0	0	0
351	PRKCB	ENSG00000166501	0.918346	1	1	positive	HGNC:835	1	1	0	0
352	EPHB1	ENSG00000154928	0.918237	1	1	positive	HGNC:760	1	1	0	0
353	ASNS	ENSG00000070669	0.918157	0	0	unlabeled	PFX:ASN	1	0	0	98
354	THRB	ENSG00000151090	0.918131	1	1	positive	HGNC:2070	1	0	0	0
355	CRACR2A	ENSG00000130038	0.917970	0	0	unlabeled	HGNC:388	1	1	0	100
356	MFAP1	ENSG00000140259	0.917381	0	0	unlabeled	HGNC:1507	1	0	0	99
357	PDE4DIP	ENSG00000178104	0.917081	0	0	unlabeled	HGNC:396	1	0	0	99
358	GRIN2B	ENSG00000273079	0.916757	1	1	positive	HGNC:1201	1	0	0	0
359	ACTN1	ENSG00000072110	0.916753	0	0	unlabeled	HGNC:1112	1	1	0	97
360	SPATA31D4	ENSG00000189357	0.916594	0	0	unlabeled	PFX:SPA	1	0	0	94
361	STRC	ENSG00000242866	0.916551	0	0	unlabeled	PFX:STR	1	0	0	98
362	SCN5A	ENSG00000183873	0.916424	1	1	positive	HGNC:1203	1	0	0	0
363	PSMD14	ENSG00000115233	0.916398	1	1	positive	HGNC:690	1	1	0	0
364	KPNB1	ENSG00000108424	0.916295	0	0	unlabeled	HGNC:409	1	0	0	95
365	GJD2	ENSG00000159248	0.916173	0	0	unlabeled	HGNC:314	1	0	0	93
366	TLE3	ENSG00000140332	0.916061	0	0	unlabeled	HGNC:362	1	0	0	98
367	KCNJ3	ENSG00000162989	0.915725	0	0	unlabeled	HGNC:276	1	0	0	99
368	FANCA	ENSG00000187741	0.915717	0	0	unlabeled	HGNC:548	1	1	1	100
369	PSMG2	ENSG00000128789	0.915476	0	0	unlabeled	PFX:PSM	1	1	1	98
370	TENM3	ENSG00000218336	0.915381	0	0	unlabeled	HGNC:1691	1	0	0	99
371	KLHDC10	ENSG00000128607	0.915107	0	0	unlabeled	PFX:KLH	1	1	1	99
372	POLD1	ENSG00000062822	0.915093	1	1	positive	HGNC:535	0	1	0	0
373	KLHL29	ENSG00000119771	0.914906	0	0	unlabeled	HGNC:617	1	1	0	99
374	CADPS	ENSG00000163618	0.914796	0	0	unlabeled	HGNC:682	1	0	0	96
375	DNAH10	ENSG00000197653	0.914634	0	0	unlabeled	HGNC:2032	1	0	0	99
376	RNF145	ENSG00000145860	0.914505	0	0	unlabeled	HGNC:58	1	1	1	98
377	FRMPD2	ENSG00000170324	0.914449	0	0	unlabeled	HGNC:1220	1	0	0	94
378	GMPS	ENSG00000163655	0.914441	1	1	positive	HGNC:1408	1	0	0	0
379	LRRC4C	ENSG00000148948	0.914133	0	0	unlabeled	HGNC:593	1	0	0	98
380	C7	ENSG00000112936	0.914119	0	0	unlabeled	HGNC:1179	1	0	0	96
381	TENM2	ENSG00000145934	0.913956	0	0	unlabeled	HGNC:2150	1	0	0	97
382	NOTCH2NLC	ENSG00000286219	0.913860	0	0	unlabeled	PFX:NOT	1	0	0	98
383	KCNK2	ENSG00000082482	0.913759	1	1	positive	HGNC:277	1	0	0	0
384	FBN2	ENSG00000138829	0.913685	0	0	unlabeled	HGNC:1888	1	0	0	96
385	LRBA	ENSG00000198589	0.913600	0	0	unlabeled	HGNC:362	1	1	1	96
386	AP3B1	ENSG00000132842	0.913598	0	0	unlabeled	HGNC:1493	1	1	0	95
387	EPHA7	ENSG00000135333	0.913539	1	1	positive	HGNC:760	1	0	0	0
388	SF3A1	ENSG00000099995	0.913518	0	0	unlabeled	HGNC:1501	1	0	0	99
389	SH2B3	ENSG00000111252	0.913517	0	0	unlabeled	HGNC:682	1	1	0	98
390	TRIM9	ENSG00000100505	0.913402	0	0	unlabeled	HGNC:58	1	0	0	98
391	DENND4B	ENSG00000198837	0.913373	0	0	unlabeled	HGNC:504	1	1	0	97
392	PLCB4	ENSG00000101333	0.913346	0	0	unlabeled	HGNC:467	1	0	0	98
393	RPL10A	ENSG00000198755	0.913294	0	0	unlabeled	HGNC:729	1	0	0	99
394	CEMIP	ENSG00000103888	0.913255	0	0	unlabeled	HGNC:1448	1	0	0	100
395	KCNQ1	ENSG00000053918	0.913206	1	1	positive	HGNC:274	1	1	0	0
396	ANAPC1	ENSG00000153107	0.913171	0	0	unlabeled	HGNC:402	1	0	0	99
397	EPHB3	ENSG00000182580	0.913136	1	1	positive	HGNC:760	1	0	0	0
398	PDGFRA	ENSG00000134853	0.913003	1	1	positive	HGNC:471	1	0	0	0
399	NGEF	ENSG00000066248	0.912992	0	0	unlabeled	HGNC:722	1	0	0	98
400	TRIM49	ENSG00000168930	0.912974	0	0	unlabeled	HGNC:58	1	0	0	99
401	XPO1	ENSG00000082898	0.912759	1	1	positive	HGNC:547	1	1	0	0
402	OLFM1	ENSG00000130558	0.912440	0	0	unlabeled	HGNC:2314	1	0	0	98
403	RNF123	ENSG00000164068	0.912342	0	0	unlabeled	HGNC:58	1	0	0	98
404	FAAP24	ENSG00000131944	0.912206	0	0	unlabeled	PFX:FAA	1	1	1	98
405	DOCK1	ENSG00000150760	0.912171	0	0	unlabeled	HGNC:1492	1	0	0	97
406	SLC45A1	ENSG00000162426	0.912121	0	0	unlabeled	HGNC:2195	1	0	0	98
407	SPPL2A	ENSG00000138600	0.912092	0	0	unlabeled	HGNC:3619	1	1	0	99
408	ETF1	ENSG00000120705	0.912063	0	0	unlabeled	HGNC:1963	1	0	0	98
409	PMVK	ENSG00000163344	0.911989	0	0	unlabeled	PFX:PMV	1	1	1	100
410	TENM4	ENSG00000149256	0.911918	0	0	unlabeled	HGNC:1691	1	0	0	100
411	METTL2B	ENSG00000165055	0.911874	0	0	unlabeled	HGNC:3361	1	0	1	98
412	FANCE	ENSG00000112039	0.911869	0	0	unlabeled	HGNC:548	1	1	1	97
413	EBF1	ENSG00000164330	0.911485	0	0	unlabeled	HGNC:1646	1	0	0	99
414	DNM1L	ENSG00000087470	0.911351	0	0	unlabeled	HGNC:3567	1	1	0	98
415	ARHGAP42	ENSG00000165895	0.911112	0	0	unlabeled	HGNC:1923	1	0	0	98
416	CD3D	ENSG00000167286	0.911040	1	1	positive	HGNC:471	0	1	1	0
417	HCN1	ENSG00000164588	0.910811	0	0	unlabeled	HGNC:250	1	0	0	99
418	MYSM1	ENSG00000162601	0.910745	0	0	unlabeled	HGNC:532	1	1	1	98
419	KIT	ENSG00000157404	0.910610	1	1	positive	HGNC:471	1	0	0	0
420	GRM3	ENSG00000198822	0.910479	0	0	unlabeled	HGNC:281	1	0	0	97
421	GRM5	ENSG00000168959	0.910444	0	0	unlabeled	HGNC:281	1	0	0	99
422	UNC13D	ENSG00000092929	0.910400	0	0	unlabeled	HGNC:836	1	1	0	97
423	RPS23	ENSG00000186468	0.910354	0	0	unlabeled	HGNC:728	1	0	0	97
424	CD81	ENSG00000110651	0.910245	0	0	unlabeled	HGNC:471	1	1	0	99
425	CAD	ENSG00000084774	0.910130	0	0	unlabeled	HGNC:1408	1	1	0	99
426	RPS6KA4	ENSG00000162302	0.910014	0	0	unlabeled	HGNC:1156	1	0	0	99
427	ADCY3	ENSG00000138031	0.909953	0	0	unlabeled	HGNC:53	1	1	0	99
428	NR3C2	ENSG00000151623	0.909944	1	1	positive	HGNC:2076	1	1	0	0
429	RSPH10B2	ENSG00000169402	0.909792	0	0	unlabeled	HGNC:2046	1	0	0	99
430	RHCE	ENSG00000188672	0.909782	0	0	unlabeled	HGNC:454	1	0	0	96
431	EGFR	ENSG00000146648	0.909294	1	1	positive	HGNC:1096	1	0	0	0
432	KCNJ12	ENSG00000184185	0.908970	0	0	unlabeled	HGNC:276	1	0	0	97
433	CIITA	ENSG00000179583	0.908895	0	0	unlabeled	HGNC:666	1	1	0	97
434	ACTL6B	ENSG00000077080	0.908825	0	0	unlabeled	HGNC:1436	1	0	0	99
435	ALPI	ENSG00000163295	0.908552	0	0	unlabeled	HGNC:1072	1	0	0	97
436	DNAH8	ENSG00000124721	0.908394	0	0	unlabeled	HGNC:2031	1	0	0	96
437	GATA2	ENSG00000179348	0.908377	0	0	unlabeled	HGNC:82	1	0	1	98
438	UBE2T	ENSG00000077152	0.908215	0	0	unlabeled	HGNC:102	1	1	0	100
439	KCNMA1	ENSG00000156113	0.908157	0	0	unlabeled	HGNC:255	1	0	0	95
440	CFH	ENSG00000000971	0.907712	0	0	unlabeled	HGNC:1179	1	1	0	98
441	PSMA6	ENSG00000100902	0.907602	1	1	positive	HGNC:690	1	0	0	0
442	PBX1	ENSG00000185630	0.907514	0	0	unlabeled	HGNC:526	1	0	0	100
443	SZT2	ENSG00000198198	0.907511	0	0	unlabeled	HGNC:1393	1	0	0	98
444	NLGN1	ENSG00000169760	0.907292	0	0	unlabeled	HGNC:1583	1	0	0	100
445	PPFIA2	ENSG00000139220	0.907226	0	0	unlabeled	HGNC:760	1	0	0	100
446	ADCY5	ENSG00000173175	0.907192	0	0	unlabeled	HGNC:53	1	0	0	97
447	GAS7	ENSG00000007237	0.907181	0	0	unlabeled	HGNC:1288	1	0	0	97
448	SAMD9L	ENSG00000177409	0.907164	0	0	unlabeled	HGNC:760	1	1	0	99
449	DOCK8	ENSG00000107099	0.907134	0	0	unlabeled	HGNC:1492	1	1	0	100
450	SPDYE5	ENSG00000170092	0.907012	0	0	unlabeled	HGNC:756	1	0	0	97
451	RPS26	ENSG00000197728	0.906992	0	0	unlabeled	HGNC:728	1	0	0	98
452	SHARPIN	ENSG00000179526	0.906964	0	0	unlabeled	HGNC:89	1	1	0	98
453	LRRK1	ENSG00000154237	0.906190	0	0	unlabeled	HGNC:1421	1	0	0	96
454	NBPF4	ENSG00000196427	0.906125	0	0	unlabeled	HGNC:662	1	0	0	97
455	LMO3	ENSG00000048540	0.906008	0	0	unlabeled	HGNC:1218	1	0	0	98
456	KIRREL1	ENSG00000183853	0.906003	0	0	unlabeled	HGNC:592	1	0	0	98
457	C8A	ENSG00000157131	0.905996	0	0	unlabeled	HGNC:1638	1	0	0	98
458	CD3E	ENSG00000198851	0.905925	1	1	positive	HGNC:471	1	1	1	0
459	TLE4	ENSG00000106829	0.905916	0	0	unlabeled	HGNC:362	1	1	0	95
460	HDAC3	ENSG00000171720	0.905497	1	1	positive	HGNC:989	1	1	1	0
461	PLPPR4	ENSG00000117600	0.905319	0	0	unlabeled	HGNC:1127	1	0	0	99
462	VWF	ENSG00000110799	0.905238	1	1	positive	HGNC:542	1	0	1	0
463	THBS2	ENSG00000186340	0.905094	0	0	unlabeled	HGNC:2231	1	0	0	97
464	HK1	ENSG00000156515	0.905079	0	0	unlabeled	HGNC:3429	1	1	1	97
465	CAPZB	ENSG00000077549	0.905052	0	0	unlabeled	HGNC:943	1	0	0	98
466	ATG5	ENSG00000057663	0.904975	0	0	unlabeled	HGNC:1022	1	1	0	100
467	CELF3	ENSG00000159409	0.904915	0	0	unlabeled	HGNC:725	1	0	0	100
468	MACF1	ENSG00000127603	0.904783	0	0	unlabeled	HGNC:863	1	0	0	100
469	BRIP1	ENSG00000136492	0.904726	0	0	unlabeled	HGNC:500	1	1	1	98
470	RHOA	ENSG00000067560	0.904561	0	0	unlabeled	HGNC:390	1	1	0	98
471	CARMIL2	ENSG00000159753	0.904323	0	0	unlabeled	PFX:CAR	1	1	1	97
472	MEFV	ENSG00000103313	0.904296	0	0	unlabeled	HGNC:59	1	0	0	98
473	SOX5	ENSG00000134532	0.904218	0	0	unlabeled	HGNC:757	1	0	0	99
474	VSNL1	ENSG00000163032	0.903976	0	0	unlabeled	HGNC:863	1	0	0	99
475	GALNTL6	ENSG00000174473	0.903956	0	0	unlabeled	HGNC:433	1	0	0	97
476	SCN1A	ENSG00000144285	0.903878	1	1	positive	HGNC:1203	1	0	0	0
477	PAPPA	ENSG00000182752	0.903722	0	0	unlabeled	HGNC:897	1	0	0	99
478	RFX3	ENSG00000080298	0.903619	0	0	unlabeled	HGNC:1153	1	1	0	98
479	JAKMIP1	ENSG00000152969	0.903543	0	0	unlabeled	PFX:JAK	1	0	0	100
480	TGFB3	ENSG00000119699	0.903460	1	1	positive	HGNC:1664	1	1	0	0
481	KCNB1	ENSG00000158445	0.903384	1	1	positive	HGNC:274	1	0	0	0
482	NPAS2	ENSG00000170485	0.903026	0	0	unlabeled	HGNC:420	1	1	1	98
483	SLC6A3	ENSG00000142319	0.902914	1	1	positive	HGNC:2159	1	0	0	0
484	SPRYD3	ENSG00000167778	0.902800	0	0	unlabeled	PFX:SPR	1	1	0	94
485	ANKS1B	ENSG00000185046	0.902696	0	0	unlabeled	HGNC:403	1	0	0	100
486	RBM17	ENSG00000134453	0.902558	0	0	unlabeled	HGNC:579	1	1	0	99
487	TPTE2	ENSG00000132958	0.902509	0	0	unlabeled	HGNC:837	1	0	0	98
488	TGFBR2	ENSG00000163513	0.902454	0	0	unlabeled	HGNC:346	1	1	1	99
489	REL	ENSG00000162924	0.902416	0	0	unlabeled	HGNC:1254	1	1	1	98
490	SLC6A2	ENSG00000103546	0.902398	1	1	positive	HGNC:2159	1	0	0	0
491	MAPT	ENSG00000186868	0.902202	0	0	unlabeled	HGNC:694	1	1	0	98
492	SATB2	ENSG00000119042	0.901702	0	0	unlabeled	HGNC:527	1	0	0	98
493	HTT	ENSG00000197386	0.901590	0	0	unlabeled	HGNC:542	1	1	1	99
494	DUT	ENSG00000128951	0.901412	0	0	unlabeled	PFX:DUT	1	1	0	99
495	ELMO1	ENSG00000155849	0.901336	0	0	unlabeled	HGNC:543	1	1	0	100
496	MSH6	ENSG00000116062	0.901081	0	0	unlabeled	HGNC:1026	1	1	0	100
497	UNC13A	ENSG00000130477	0.901028	0	0	unlabeled	HGNC:836	1	0	0	99
498	SOX2	ENSG00000181449	0.900864	0	0	unlabeled	HGNC:757	1	0	0	99
499	EPG5	ENSG00000152223	0.900785	0	0	unlabeled	PFX:EPG	1	1	1	100
500	TRPC4	ENSG00000133107	0.900750	0	0	unlabeled	HGNC:249	1	0	0	96
501	KEAP1	ENSG00000079999	0.900740	1	1	positive	HGNC:617	1	1	1	0
502	C1QTNF9	ENSG00000240654	0.900627	0	0	unlabeled	HGNC:1372	1	0	0	99
503	ITGB1	ENSG00000150093	0.900609	1	1	positive	HGNC:471	1	1	0	0
504	ZNG1B	ENSG00000136682	0.900426	0	0	unlabeled	HGNC:3573	1	0	0	97
505	CRHR1	ENSG00000120088	0.900123	0	0	unlabeled	HGNC:266	1	0	0	97
506	ATP6V1B2	ENSG00000147416	0.900026	0	0	unlabeled	HGNC:415	1	0	0	100
507	NFKB2	ENSG00000077150	0.900005	0	0	unlabeled	HGNC:403	1	1	1	99
508	USP8	ENSG00000138592	0.899996	0	0	unlabeled	HGNC:366	1	0	0	98
509	CACNB4	ENSG00000182389	0.899873	1	1	positive	HGNC:904	1	0	1	0
510	SYMPK	ENSG00000125755	0.899815	0	0	unlabeled	HGNC:1492	1	0	0	100
511	ZC3H11A	ENSG00000058673	0.899783	0	0	unlabeled	HGNC:73	1	0	0	97
512	CLPB	ENSG00000162129	0.899745	0	0	unlabeled	HGNC:403	1	1	1	96
513	HCN4	ENSG00000138622	0.899516	0	0	unlabeled	HGNC:250	1	0	0	98
514	CD46	ENSG00000117335	0.899514	0	0	unlabeled	HGNC:471	1	1	0	98
515	ST7	ENSG00000004866	0.899296	0	0	unlabeled	HGNC:1691	1	1	0	100
516	RFWD3	ENSG00000168411	0.899223	0	0	unlabeled	HGNC:58	1	1	1	99
517	MEIS2	ENSG00000134138	0.898976	0	0	unlabeled	HGNC:526	1	0	0	97
518	CELF5	ENSG00000161082	0.898920	0	0	unlabeled	HGNC:725	1	0	0	99
519	IL17F	ENSG00000112116	0.898809	1	1	positive	HGNC:601	0	1	1	0
520	ZC3H11B	ENSG00000215817	0.898773	0	0	unlabeled	HGNC:73	1	0	0	97
521	RAG1	ENSG00000166349	0.898745	0	0	unlabeled	HGNC:58	1	0	0	98
522	DGKI	ENSG00000157680	0.898334	0	0	unlabeled	HGNC:403	1	1	0	98
523	ERBB4	ENSG00000178568	0.898319	1	1	positive	HGNC:1096	1	0	0	0
524	JAZF1	ENSG00000153814	0.898002	0	0	unlabeled	HGNC:28	1	1	0	99
525	SAMHD1	ENSG00000101347	0.897913	0	0	unlabeled	HGNC:760	0	1	0	96
526	EMSY	ENSG00000158636	0.897742	0	0	unlabeled	HGNC:1243	1	0	0	99
527	RUMY3	ENSG00000263513	0.897649	0	0	unlabeled	PFX:RUM	1	0	0	99
528	CDH8	ENSG00000150394	0.897574	0	0	unlabeled	HGNC:1186	1	0	0	96
529	HDAC2	ENSG00000196591	0.897494	1	1	positive	HGNC:989	1	1	1	0
530	PRKAA2	ENSG00000162409	0.897479	1	1	positive	HGNC:2134	1	0	0	0
531	DCLK1	ENSG00000133083	0.897447	0	0	unlabeled	HGNC:1369	1	0	0	98
532	NTRK2	ENSG00000148053	0.897169	1	1	positive	HGNC:593	1	1	0	0
533	NDST1	ENSG00000070614	0.896645	0	0	unlabeled	HGNC:763	1	1	0	98
534	NPIPB7	ENSG00000233232	0.896503	0	0	unlabeled	PFX:NPI	1	0	0	100
535	PRIM2	ENSG00000146143	0.896477	1	1	positive	HGNC:1691	1	1	0	0
536	TUBD1	ENSG00000108423	0.896374	0	0	unlabeled	HGNC:3668	1	1	0	96
537	ANKS1A	ENSG00000064999	0.896302	0	0	unlabeled	HGNC:403	1	1	0	98
538	ANK3	ENSG00000151150	0.896106	0	0	unlabeled	HGNC:403	1	1	0	97
539	GRIA2	ENSG00000120251	0.896036	1	1	positive	HGNC:1200	1	0	0	0
540	INSR	ENSG00000171105	0.895990	1	1	positive	HGNC:471	1	1	1	0
541	FYN	ENSG00000010810	0.895913	1	1	positive	HGNC:741	1	1	0	0
542	XRCC2	ENSG00000196584	0.895820	0	0	unlabeled	HGNC:548	1	1	1	97
543	SLC4A8	ENSG00000050438	0.895781	0	0	unlabeled	HGNC:2157	1	1	0	97
544	DSCAM	ENSG00000171587	0.895567	0	0	unlabeled	HGNC:555	1	0	0	99
545	TP53	ENSG00000141510	0.895318	0	0	unlabeled	PFX:TP5	1	1	1	98
546	ATG16L1	ENSG00000085978	0.895214	0	0	unlabeled	HGNC:362	1	1	0	98
547	PBRM1	ENSG00000163939	0.894994	0	0	unlabeled	HGNC:1232	1	1	0	98
548	SP110	ENSG00000135899	0.894675	0	0	unlabeled	HGNC:88	1	1	1	98
549	FCHO1	ENSG00000130475	0.894564	0	0	unlabeled	HGNC:1288	0	1	1	99
550	BTBD9	ENSG00000183826	0.894409	0	0	unlabeled	HGNC:861	1	0	0	97
551	PROX1	ENSG00000117707	0.894235	0	0	unlabeled	HGNC:528	1	0	0	99
552	MBOAT2	ENSG00000143797	0.894145	0	0	unlabeled	HGNC:1036	1	1	0	96
553	PACSIN1	ENSG00000124507	0.893941	0	0	unlabeled	HGNC:1288	1	0	0	97
554	NR2F1	ENSG00000175745	0.893918	0	0	unlabeled	HGNC:2075	1	0	0	98
555	SHH	ENSG00000164690	0.893888	0	0	unlabeled	HGNC:1373	1	0	0	99
556	LRP1	ENSG00000123384	0.893871	0	0	unlabeled	HGNC:471	1	0	0	99
557	CCR5	ENSG00000160791	0.893715	1	1	positive	HGNC:471	1	1	0	0
558	NBEA	ENSG00000172915	0.893576	0	0	unlabeled	HGNC:362	1	0	0	95
559	ESR1	ENSG00000091831	0.893191	1	1	positive	HGNC:2077	1	1	0	0
560	SGPL1	ENSG00000166224	0.893180	0	0	unlabeled	PFX:SGP	1	1	0	100
561	NR5A2	ENSG00000116833	0.893130	0	0	unlabeled	HGNC:2080	1	0	0	99
562	ZNF521	ENSG00000198795	0.893117	0	0	unlabeled	HGNC:28	1	0	0	99
563	ITCH	ENSG00000078747	0.893081	0	0	unlabeled	HGNC:823	0	1	0	97
564	C1orf167	ENSG00000215910	0.893061	0	0	unlabeled	PFX:C1O	1	0	0	98
565	EML5	ENSG00000165521	0.892995	0	0	unlabeled	HGNC:362	1	1	0	99
566	ARHGAP26	ENSG00000145819	0.892780	0	0	unlabeled	HGNC:1923	1	1	0	98
567	DEF6	ENSG00000023892	0.892770	0	0	unlabeled	HGNC:682	1	1	1	99
568	LRRC7	ENSG00000033122	0.892722	0	0	unlabeled	HGNC:1220	1	0	0	100
569	CHST1	ENSG00000175264	0.892553	0	0	unlabeled	HGNC:763	1	0	0	97
570	GNAS	ENSG00000087460	0.892530	0	0	unlabeled	HGNC:925	1	0	1	97
571	CAMK2G	ENSG00000148660	0.892516	0	0	unlabeled	HGNC:3539	1	1	0	98
572	IRF2BP2	ENSG00000168264	0.892364	0	0	unlabeled	PFX:IRF	1	1	1	97
573	PSMA7	ENSG00000101182	0.892328	1	1	positive	HGNC:690	1	1	0	0
574	ELL2	ENSG00000118985	0.892214	0	0	unlabeled	HGNC:1280	1	1	0	98
575	BCL11A	ENSG00000119866	0.892124	0	0	unlabeled	HGNC:28	1	0	0	99
576	MIDEAS	ENSG00000156030	0.891926	0	0	unlabeled	HGNC:532	1	1	0	97
577	ATP2B2	ENSG00000157087	0.891890	0	0	unlabeled	HGNC:1209	1	0	0	96
578	RBM46	ENSG00000151962	0.891867	0	0	unlabeled	HGNC:725	1	0	0	99
579	NPIPB6	ENSG00000198156	0.891726	0	0	unlabeled	PFX:NPI	1	0	0	97
580	IL2	ENSG00000109471	0.891680	0	0	unlabeled	HGNC:601	1	1	0	98
581	LRRN2	ENSG00000170382	0.891558	0	0	unlabeled	HGNC:593	1	0	0	99
582	XRCC5	ENSG00000079246	0.891405	0	0	unlabeled	HGNC:3928	1	0	0	98
583	PEPD	ENSG00000124299	0.891133	0	0	unlabeled	HGNC:1442	1	1	0	99
584	ABR	ENSG00000159842	0.890823	0	0	unlabeled	HGNC:682	1	1	0	97
585	NR2F2	ENSG00000185551	0.890809	0	0	unlabeled	HGNC:1691	1	0	0	98
586	OAS1	ENSG00000089127	0.890466	0	0	unlabeled	HGNC:2093	1	1	0	95
587	ZEB2	ENSG00000169554	0.890358	0	0	unlabeled	HGNC:28	1	1	0	95
588	SLC6A1	ENSG00000157103	0.890353	0	0	unlabeled	HGNC:2159	1	0	0	99
589	GUCY1A2	ENSG00000152402	0.890298	1	1	positive	HGNC:820	1	0	0	0
590	CHRM3	ENSG00000133019	0.890210	1	1	positive	HGNC:180	1	0	0	0
591	PPARD	ENSG00000112033	0.890193	0	0	unlabeled	HGNC:2071	1	1	0	99
592	FGFR1	ENSG00000077782	0.890148	1	1	positive	HGNC:471	1	1	0	0
