Target (Gene),Drug Name,maxClinicalStage
ADORA3,ADENOSINE,APPROVAL
ADORA3,CAFFEINE CITRATE,APPROVAL
ADORA3,AMINOPHYLLINE,APPROVAL
LAMB1,OCRIPLASMIN,APPROVAL
BCL2L1,NAVITOCLAX,APPROVAL
MT-ND3,METFORMIN,APPROVAL
MT-ND3,METFORMIN HYDROCHLORIDE,APPROVAL
PTGFR,TRAVOPROST,APPROVAL
PTGFR,DINOPROST TROMETHAMINE,APPROVAL
PTGFR,CARBOPROST TROMETHAMINE,APPROVAL
PTGFR,BIMATOPROST,APPROVAL
PTGFR,LATANOPROSTENE BUNOD,APPROVAL
PTGFR,LATANOPROST,APPROVAL
PTGFR,TAFLUPROST,APPROVAL
MMP13,DOXYCYCLINE HYCLATE,APPROVAL
MMP13,DOXYCYCLINE,APPROVAL
NDUFA1,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFA1,METFORMIN,APPROVAL
MT-ND2,METFORMIN HYDROCHLORIDE,APPROVAL
MT-ND2,METFORMIN,APPROVAL
NDUFA12,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFA12,METFORMIN,APPROVAL
NDUFAF3,METFORMIN,APPROVAL
NDUFAF3,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFB2,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFB2,METFORMIN,APPROVAL
GIPR,TIRZEPATIDE,APPROVAL
RAMP2,PRAMLINTIDE ACETATE,APPROVAL
RAMP2,PRAMLINTIDE,APPROVAL
PDE8A,PENTOXIFYLLINE,APPROVAL
PDE8A,FLAVOXATE HYDROCHLORIDE,APPROVAL
PDE8A,DIPYRIDAMOLE,APPROVAL
PDE8A,FLAVOXATE,APPROVAL
COXFA4L2,METFORMIN HYDROCHLORIDE,APPROVAL
COXFA4L2,METFORMIN,APPROVAL
NDUFB11,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFB11,METFORMIN,APPROVAL
GHR,SOMATREM,APPROVAL
GHR,PEGVISOMANT,APPROVAL
GHR,SOMAPACITAN,APPROVAL
GHR,LONAPEGSOMATROPIN,APPROVAL
GHR,SOMATROGON,APPROVAL
GHR,SOMATROPIN,APPROVAL
NDUFS7,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFS7,METFORMIN,APPROVAL
ODC1,EFLORNITHINE,APPROVAL
ODC1,EFLORNITHINE HYDROCHLORIDE,APPROVAL
MT-ND4L,METFORMIN HYDROCHLORIDE,APPROVAL
MT-ND4L,METFORMIN,APPROVAL
NDUFA3,METFORMIN,APPROVAL
NDUFA3,METFORMIN HYDROCHLORIDE,APPROVAL
RYR3,DANTROLENE SODIUM,APPROVAL
RYR3,DANTROLENE,APPROVAL
NDUFB5,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFB5,METFORMIN,APPROVAL
NDUFA2,METFORMIN,APPROVAL
NDUFA2,METFORMIN HYDROCHLORIDE,APPROVAL
PTGIR,TREPROSTINIL,APPROVAL
PTGIR,ILOPROST,APPROVAL
PTGIR,EPOPROSTENOL,APPROVAL
PTGIR,EPOPROSTENOL SODIUM,APPROVAL
PTGIR,TREPROSTINIL SODIUM,APPROVAL
PTGIR,ILOPROST TROMETHAMINE,APPROVAL
PTGIR,SELEXIPAG,APPROVAL
NDUFB8,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFB8,METFORMIN,APPROVAL
NDUFV3,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFV3,METFORMIN,APPROVAL
SNAP25,BOTULINUM TOXIN TYPE A,APPROVAL
SNAP25,INCOBOTULINUMTOXINA,APPROVAL
SNAP25,LETIBOTULINUMTOXINA,APPROVAL
SNAP25,PRABOTULINUMTOXIN A,APPROVAL
SNAP25,ABOBOTULINUMTOXINA,APPROVAL
SNAP25,DAXIBOTULINUMTOXINA,APPROVAL
NDUFAF4,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFAF4,METFORMIN,APPROVAL
GRIN3B,ACAMPROSATE CALCIUM,APPROVAL
GRIN3B,ACAMPROSATE,APPROVAL
GRIN3B,AMANTADINE,APPROVAL
GRIN3B,AMANTADINE HYDROCHLORIDE,APPROVAL
GRIN3B,ORPHENADRINE,APPROVAL
GRIN3B,ORPHENADRINE CITRATE,APPROVAL
GRIN3B,ORPHENADRINE HYDROCHLORIDE,APPROVAL
GRIN3B,FELBAMATE,APPROVAL
GRIN3B,MEMANTINE,APPROVAL
GRIN3B,ESKETAMINE,APPROVAL
GRIN3B,ESKETAMINE HYDROCHLORIDE,APPROVAL
GRIN3B,MEMANTINE HYDROCHLORIDE,APPROVAL
GRIN3B,KETAMINE,APPROVAL
MMP1,DOXYCYCLINE HYCLATE,APPROVAL
MMP1,DOXYCYCLINE,APPROVAL
ADORA2B,ADENOSINE,APPROVAL
ADORA2B,PENTOXIFYLLINE,APPROVAL
ADORA2B,CAFFEINE,APPROVAL
ADORA2B,THEOPHYLLINE,APPROVAL
ADORA2B,DEFIBROTIDE,APPROVAL
ADORA2B,CAFFEINE CITRATE,APPROVAL
ADORA2B,AMINOPHYLLINE,APPROVAL
ADORA2B,OXTRIPHYLLINE,APPROVAL
CALCR,CALCITONIN SALMON,APPROVAL
CALCR,PRAMLINTIDE ACETATE,APPROVAL
CALCR,CALCITONIN,APPROVAL
CALCR,CALCITONIN HUMAN,APPROVAL
CALCR,PRAMLINTIDE,APPROVAL
CALCR,SMC021,APPROVAL
RPS15,ATALUREN,APPROVAL
CHRNB4,MECAMYLAMINE,APPROVAL
CHRNB4,PENTOLINIUM,APPROVAL
CHRNB4,TRIMETHAPHAN,APPROVAL
MMP8,DOXYCYCLINE HYCLATE,APPROVAL
MMP8,DOXYCYCLINE,APPROVAL
SCN8A,DISOPYRAMIDE,APPROVAL
SCN8A,INDECAINIDE,APPROVAL
SCN8A,DRONEDARONE HYDROCHLORIDE,APPROVAL
SCN8A,ESLICARBAZEPINE ACETATE,APPROVAL
SCN8A,ARTICAINE,APPROVAL
SCN8A,QUINIDINE GLUCONATE,APPROVAL
SCN8A,PROPAFENONE HYDROCHLORIDE,APPROVAL
SCN8A,PROCAINAMIDE HYDROCHLORIDE,APPROVAL
SCN8A,ETIDOCAINE,APPROVAL
SCN8A,PROPOXYCAINE,APPROVAL
SCN8A,PROCAINAMIDE,APPROVAL
SCN8A,ROPIVACAINE,APPROVAL
SCN8A,QUINIDINE SULFATE,APPROVAL
SCN8A,RUFINAMIDE,APPROVAL
SCN8A,PRILOCAINE,APPROVAL
SCN8A,LIDOCAINE HYDROCHLORIDE,APPROVAL
SCN8A,FOSPHENYTOIN SODIUM,APPROVAL
SCN8A,ORPHENADRINE CITRATE,APPROVAL
SCN8A,MEXILETINE,APPROVAL
SCN8A,ROPIVACAINE HYDROCHLORIDE,APPROVAL
SCN8A,ZONISAMIDE,APPROVAL
SCN8A,QUINIDINE,APPROVAL
SCN8A,LAMOTRIGINE,APPROVAL
SCN8A,TETRACAINE,APPROVAL
SCN8A,PHENACEMIDE,APPROVAL
SCN8A,CENOBAMATE,APPROVAL
SCN8A,HEXYLCAINE,APPROVAL
SCN8A,ETHOTOIN,APPROVAL
SCN8A,PROPAFENONE,APPROVAL
SCN8A,TOCAINIDE,APPROVAL
SCN8A,DISOPYRAMIDE PHOSPHATE,APPROVAL
SCN8A,DRONEDARONE,APPROVAL
SCN8A,ORPHENADRINE,APPROVAL
SCN8A,RILUZOLE,APPROVAL
SCN8A,PHENYTOIN SODIUM,APPROVAL
SCN8A,ENCAINIDE,APPROVAL
SCN8A,COCAINE,APPROVAL
SCN8A,LIDOCAINE,APPROVAL
SCN8A,PHENYTOIN,APPROVAL
SCN8A,COCAINE HYDROCHLORIDE,APPROVAL
SCN8A,MORICIZINE,APPROVAL
SCN8A,BENOXINATE,APPROVAL
SCN8A,LACOSAMIDE,APPROVAL
SCN8A,MEPHENYTOIN,APPROVAL
SCN8A,OXCARBAZEPINE,APPROVAL
SCN8A,MEXILETINE HYDROCHLORIDE,APPROVAL
SCN8A,FOSPHENYTOIN,APPROVAL
SCN8A,PRIMIDONE,APPROVAL
SCN8A,DYCLONINE,APPROVAL
SCN8A,ORPHENADRINE HYDROCHLORIDE,APPROVAL
SCN8A,CHLOROPROCAINE,APPROVAL
SCN8A,MEPIVACAINE,APPROVAL
SCN8A,PROPARACAINE,APPROVAL
SCN8A,TOPIRAMATE,APPROVAL
SCN8A,PHENAZOPYRIDINE,APPROVAL
SCN8A,ESLICARBAZEPINE,APPROVAL
SCN8A,ARTICAINE HYDROCHLORIDE,APPROVAL
SCN8A,CARBAMAZEPINE,APPROVAL
SCN8A,PROCAINE,APPROVAL
KCNK2,HALOTHANE,APPROVAL
KCNK2,SEVOFLURANE,APPROVAL
KCNK2,DESFLURANE,APPROVAL
KCNK2,ENFLURANE,APPROVAL
KCNK2,ISOFLURANE,APPROVAL
RAMP1,PRAMLINTIDE,APPROVAL
RAMP1,ZAVEGEPANT,APPROVAL
RAMP1,PRAMLINTIDE ACETATE,APPROVAL
GRIN2C,ACAMPROSATE,APPROVAL
GRIN2C,AMANTADINE HYDROCHLORIDE,APPROVAL
GRIN2C,ACAMPROSATE CALCIUM,APPROVAL
GRIN2C,KETAMINE,APPROVAL
GRIN2C,FELBAMATE,APPROVAL
GRIN2C,ESKETAMINE HYDROCHLORIDE,APPROVAL
GRIN2C,MEMANTINE,APPROVAL
GRIN2C,ORPHENADRINE HYDROCHLORIDE,APPROVAL
GRIN2C,AMANTADINE,APPROVAL
GRIN2C,ORPHENADRINE,APPROVAL
GRIN2C,MEMANTINE HYDROCHLORIDE,APPROVAL
GRIN2C,ESKETAMINE,APPROVAL
GRIN2C,ORPHENADRINE CITRATE,APPROVAL
EML4,ALECTINIB HYDROCHLORIDE,APPROVAL
EML4,LORLATINIB,APPROVAL
EML4,CRIZOTINIB,APPROVAL
EML4,CERITINIB,APPROVAL
EML4,ALECTINIB,APPROVAL
RPLP1,ATALUREN,APPROVAL
RPL27,ATALUREN,APPROVAL
RPS3A,ATALUREN,APPROVAL
FNTA,LONAFARNIB,APPROVAL
SCN2A,HEXYLCAINE,APPROVAL
SCN2A,PROPAFENONE HYDROCHLORIDE,APPROVAL
SCN2A,PRIMIDONE,APPROVAL
SCN2A,MORICIZINE,APPROVAL
SCN2A,PROPOXYCAINE,APPROVAL
SCN2A,RILUZOLE,APPROVAL
SCN2A,PROCAINAMIDE HYDROCHLORIDE,APPROVAL
SCN2A,PROPAFENONE,APPROVAL
SCN2A,ETIDOCAINE,APPROVAL
SCN2A,PROCAINAMIDE,APPROVAL
SCN2A,FOSPHENYTOIN,APPROVAL
SCN2A,PHENAZOPYRIDINE,APPROVAL
SCN2A,ETHOTOIN,APPROVAL
SCN2A,PHENYTOIN SODIUM,APPROVAL
SCN2A,ORPHENADRINE,APPROVAL
SCN2A,LACOSAMIDE,APPROVAL
SCN2A,ESLICARBAZEPINE,APPROVAL
SCN2A,RUFINAMIDE,APPROVAL
SCN2A,TOPIRAMATE,APPROVAL
SCN2A,ARTICAINE HYDROCHLORIDE,APPROVAL
SCN2A,INDECAINIDE,APPROVAL
SCN2A,OXCARBAZEPINE,APPROVAL
SCN2A,ROPIVACAINE,APPROVAL
SCN2A,ENCAINIDE,APPROVAL
SCN2A,PROPARACAINE,APPROVAL
SCN2A,PROCAINE,APPROVAL
SCN2A,LAMOTRIGINE,APPROVAL
SCN2A,CHLOROPROCAINE,APPROVAL
SCN2A,PRILOCAINE,APPROVAL
SCN2A,COCAINE HYDROCHLORIDE,APPROVAL
SCN2A,DRONEDARONE,APPROVAL
SCN2A,DISOPYRAMIDE PHOSPHATE,APPROVAL
SCN2A,PHENYTOIN,APPROVAL
SCN2A,CARBAMAZEPINE,APPROVAL
SCN2A,ORPHENADRINE HYDROCHLORIDE,APPROVAL
SCN2A,ROPIVACAINE HYDROCHLORIDE,APPROVAL
SCN2A,QUINIDINE SULFATE,APPROVAL
SCN2A,PHENACEMIDE,APPROVAL
SCN2A,MEXILETINE HYDROCHLORIDE,APPROVAL
SCN2A,MEXILETINE,APPROVAL
SCN2A,ESLICARBAZEPINE ACETATE,APPROVAL
SCN2A,BENOXINATE,APPROVAL
SCN2A,ORPHENADRINE CITRATE,APPROVAL
SCN2A,ZONISAMIDE,APPROVAL
SCN2A,ARTICAINE,APPROVAL
SCN2A,FOSPHENYTOIN SODIUM,APPROVAL
SCN2A,TOCAINIDE,APPROVAL
SCN2A,LIDOCAINE,APPROVAL
SCN2A,CENOBAMATE,APPROVAL
SCN2A,DYCLONINE,APPROVAL
SCN2A,COCAINE,APPROVAL
SCN2A,MEPHENYTOIN,APPROVAL
SCN2A,DRONEDARONE HYDROCHLORIDE,APPROVAL
SCN2A,QUINIDINE,APPROVAL
SCN2A,TETRACAINE,APPROVAL
SCN2A,QUINIDINE GLUCONATE,APPROVAL
SCN2A,LIDOCAINE HYDROCHLORIDE,APPROVAL
SCN2A,MEPIVACAINE,APPROVAL
SCN2A,DISOPYRAMIDE,APPROVAL
COL7A1,BEREMAGENE GEPERPAVEC,APPROVAL
GRIN2D,ORPHENADRINE CITRATE,APPROVAL
GRIN2D,ESKETAMINE,APPROVAL
GRIN2D,ACAMPROSATE,APPROVAL
GRIN2D,ESKETAMINE HYDROCHLORIDE,APPROVAL
GRIN2D,ACAMPROSATE CALCIUM,APPROVAL
GRIN2D,ORPHENADRINE HYDROCHLORIDE,APPROVAL
GRIN2D,MEMANTINE,APPROVAL
GRIN2D,MEMANTINE HYDROCHLORIDE,APPROVAL
GRIN2D,KETAMINE,APPROVAL
GRIN2D,ORPHENADRINE,APPROVAL
GRIN2D,AMANTADINE HYDROCHLORIDE,APPROVAL
GRIN2D,FELBAMATE,APPROVAL
GRIN2D,AMANTADINE,APPROVAL
FNTB,LONAFARNIB,APPROVAL
SCN5A,MORICIZINE,APPROVAL
SCN5A,TETRACAINE,APPROVAL
SCN5A,VERNAKALANT HYDROCHLORIDE,APPROVAL
SCN5A,TOCAINIDE,APPROVAL
SCN5A,PROCAINE,APPROVAL
SCN5A,COCAINE,APPROVAL
SCN5A,PROPARACAINE,APPROVAL
SCN5A,LIDOCAINE HYDROCHLORIDE,APPROVAL
SCN5A,FOSPHENYTOIN SODIUM,APPROVAL
SCN5A,ESLICARBAZEPINE,APPROVAL
SCN5A,PROCAINAMIDE HYDROCHLORIDE,APPROVAL
SCN5A,RANOLAZINE,APPROVAL
SCN5A,ROPIVACAINE HYDROCHLORIDE,APPROVAL
SCN5A,RILUZOLE,APPROVAL
SCN5A,DRONEDARONE,APPROVAL
SCN5A,VERNAKALANT,APPROVAL
SCN5A,CHLOROPROCAINE,APPROVAL
SCN5A,ORPHENADRINE,APPROVAL
SCN5A,PHENACEMIDE,APPROVAL
SCN5A,DISOPYRAMIDE PHOSPHATE,APPROVAL
SCN5A,PHENYTOIN SODIUM,APPROVAL
SCN5A,PHENAZOPYRIDINE,APPROVAL
SCN5A,MEPIVACAINE,APPROVAL
SCN5A,LIDOCAINE,APPROVAL
SCN5A,ORPHENADRINE HYDROCHLORIDE,APPROVAL
SCN5A,PROCAINAMIDE,APPROVAL
SCN5A,ENCAINIDE,APPROVAL
SCN5A,DIBUCAINE,APPROVAL
SCN5A,OXCARBAZEPINE,APPROVAL
SCN5A,MEXILETINE HYDROCHLORIDE,APPROVAL
SCN5A,PRIMIDONE,APPROVAL
SCN5A,ORPHENADRINE CITRATE,APPROVAL
SCN5A,BENOXINATE,APPROVAL
SCN5A,PROPOXYCAINE,APPROVAL
SCN5A,FLECAINIDE ACETATE,APPROVAL
SCN5A,PROPAFENONE HYDROCHLORIDE,APPROVAL
SCN5A,QUINIDINE GLUCONATE,APPROVAL
SCN5A,ROPIVACAINE,APPROVAL
SCN5A,ETHOTOIN,APPROVAL
SCN5A,CARBAMAZEPINE,APPROVAL
SCN5A,PROPAFENONE,APPROVAL
SCN5A,ARTICAINE HYDROCHLORIDE,APPROVAL
SCN5A,TOPIRAMATE,APPROVAL
SCN5A,PHENYTOIN,APPROVAL
SCN5A,FOSPHENYTOIN,APPROVAL
SCN5A,CENOBAMATE,APPROVAL
SCN5A,LAMOTRIGINE,APPROVAL
SCN5A,QUINIDINE,APPROVAL
SCN5A,FLECAINIDE,APPROVAL
SCN5A,ARTICAINE,APPROVAL
SCN5A,COCAINE HYDROCHLORIDE,APPROVAL
SCN5A,MEXILETINE,APPROVAL
SCN5A,QUINIDINE SULFATE,APPROVAL
SCN5A,LACOSAMIDE,APPROVAL
SCN5A,ZONISAMIDE,APPROVAL
SCN5A,ETIDOCAINE,APPROVAL
SCN5A,RUFINAMIDE,APPROVAL
SCN5A,PRENYLAMINE,APPROVAL
SCN5A,HEXYLCAINE,APPROVAL
SCN5A,MEPHENYTOIN,APPROVAL
SCN5A,DYCLONINE,APPROVAL
SCN5A,PRILOCAINE,APPROVAL
SCN5A,DRONEDARONE HYDROCHLORIDE,APPROVAL
SCN5A,INDECAINIDE,APPROVAL
SCN5A,ESLICARBAZEPINE ACETATE,APPROVAL
SCN5A,DISOPYRAMIDE,APPROVAL
SCN4A,RILUZOLE,APPROVAL
SCN4A,TOCAINIDE,APPROVAL
SCN4A,PHENYTOIN,APPROVAL
SCN4A,MEXILETINE,APPROVAL
SCN4A,HEXYLCAINE,APPROVAL
SCN4A,LIDOCAINE,APPROVAL
SCN4A,ZONISAMIDE,APPROVAL
SCN4A,INDECAINIDE,APPROVAL
SCN4A,PROPAFENONE,APPROVAL
SCN4A,ETIDOCAINE,APPROVAL
SCN4A,LACOSAMIDE,APPROVAL
SCN4A,QUINIDINE GLUCONATE,APPROVAL
SCN4A,COCAINE HYDROCHLORIDE,APPROVAL
SCN4A,LEVOBUPIVACAINE,APPROVAL
SCN4A,OXCARBAZEPINE,APPROVAL
SCN4A,PROPAFENONE HYDROCHLORIDE,APPROVAL
SCN4A,MEPIVACAINE,APPROVAL
SCN4A,ETHOTOIN,APPROVAL
SCN4A,BUPIVACAINE,APPROVAL
SCN4A,MEPHENYTOIN,APPROVAL
SCN4A,DYCLONINE,APPROVAL
SCN4A,MEXILETINE HYDROCHLORIDE,APPROVAL
SCN4A,RANOLAZINE,APPROVAL
SCN4A,MORICIZINE,APPROVAL
SCN4A,PHENYTOIN SODIUM,APPROVAL
SCN4A,CENOBAMATE,APPROVAL
SCN4A,ORPHENADRINE,APPROVAL
SCN4A,ARTICAINE,APPROVAL
SCN4A,ENCAINIDE,APPROVAL
SCN4A,COCAINE,APPROVAL
SCN4A,TOPIRAMATE,APPROVAL
SCN4A,ARTICAINE HYDROCHLORIDE,APPROVAL
SCN4A,PROCAINE,APPROVAL
SCN4A,ESLICARBAZEPINE,APPROVAL
SCN4A,DISOPYRAMIDE,APPROVAL
SCN4A,CARBAMAZEPINE,APPROVAL
SCN4A,BENOXINATE,APPROVAL
SCN4A,PROCAINAMIDE,APPROVAL
SCN4A,RUFINAMIDE,APPROVAL
SCN4A,ESLICARBAZEPINE ACETATE,APPROVAL
SCN4A,ROPIVACAINE HYDROCHLORIDE,APPROVAL
SCN4A,PHENAZOPYRIDINE,APPROVAL
SCN4A,PRILOCAINE,APPROVAL
SCN4A,PHENACEMIDE,APPROVAL
SCN4A,FOSPHENYTOIN SODIUM,APPROVAL
SCN4A,DRONEDARONE,APPROVAL
SCN4A,LAMOTRIGINE,APPROVAL
SCN4A,DRONEDARONE HYDROCHLORIDE,APPROVAL
SCN4A,TETRACAINE,APPROVAL
SCN4A,QUINIDINE SULFATE,APPROVAL
SCN4A,LIDOCAINE HYDROCHLORIDE,APPROVAL
SCN4A,DISOPYRAMIDE PHOSPHATE,APPROVAL
SCN4A,QUINIDINE,APPROVAL
SCN4A,ROPIVACAINE,APPROVAL
SCN4A,FOSPHENYTOIN,APPROVAL
SCN4A,PROPARACAINE,APPROVAL
SCN4A,BUPIVACAINE HYDROCHLORIDE,APPROVAL
SCN4A,PROPOXYCAINE,APPROVAL
SCN4A,ORPHENADRINE CITRATE,APPROVAL
SCN4A,PROCAINAMIDE HYDROCHLORIDE,APPROVAL
SCN4A,CHLOROPROCAINE,APPROVAL
SCN4A,ORPHENADRINE HYDROCHLORIDE,APPROVAL
SCN4A,PRIMIDONE,APPROVAL
CASR,ETELCALCETIDE,APPROVAL
CASR,ETELCALCETIDE HYDROCHLORIDE,APPROVAL
CASR,CINACALCET HYDROCHLORIDE,APPROVAL
CASR,EVOCALCET,APPROVAL
CASR,CINACALCET,APPROVAL
SCN9A,PROPAFENONE HYDROCHLORIDE,APPROVAL
SCN9A,MORICIZINE,APPROVAL
SCN9A,FOSPHENYTOIN,APPROVAL
SCN9A,ROPIVACAINE HYDROCHLORIDE,APPROVAL
SCN9A,DISOPYRAMIDE PHOSPHATE,APPROVAL
SCN9A,BENOXINATE,APPROVAL
SCN9A,DISOPYRAMIDE,APPROVAL
SCN9A,PROCAINAMIDE,APPROVAL
SCN9A,PROPAFENONE,APPROVAL
SCN9A,PHENACEMIDE,APPROVAL
SCN9A,ETHOTOIN,APPROVAL
SCN9A,PHENYTOIN,APPROVAL
SCN9A,QUINIDINE SULFATE,APPROVAL
SCN9A,ORPHENADRINE HYDROCHLORIDE,APPROVAL
SCN9A,RUFINAMIDE,APPROVAL
SCN9A,ARTICAINE HYDROCHLORIDE,APPROVAL
SCN9A,DRONEDARONE HYDROCHLORIDE,APPROVAL
SCN9A,OXCARBAZEPINE,APPROVAL
SCN9A,PROPARACAINE,APPROVAL
SCN9A,INDECAINIDE,APPROVAL
SCN9A,ROPIVACAINE,APPROVAL
SCN9A,PHENAZOPYRIDINE,APPROVAL
SCN9A,COCAINE,APPROVAL
SCN9A,CENOBAMATE,APPROVAL
SCN9A,LIDOCAINE,APPROVAL
SCN9A,TOPIRAMATE,APPROVAL
SCN9A,PROCAINE,APPROVAL
SCN9A,PROPOXYCAINE,APPROVAL
SCN9A,PRIMIDONE,APPROVAL
SCN9A,CHLOROPROCAINE,APPROVAL
SCN9A,ESLICARBAZEPINE ACETATE,APPROVAL
SCN9A,ORPHENADRINE,APPROVAL
SCN9A,LACOSAMIDE,APPROVAL
SCN9A,PROCAINAMIDE HYDROCHLORIDE,APPROVAL
SCN9A,PHENYTOIN SODIUM,APPROVAL
SCN9A,DRONEDARONE,APPROVAL
SCN9A,ENCAINIDE,APPROVAL
SCN9A,MEPIVACAINE,APPROVAL
SCN9A,TOCAINIDE,APPROVAL
SCN9A,PRILOCAINE,APPROVAL
SCN9A,ARTICAINE,APPROVAL
SCN9A,RILUZOLE,APPROVAL
SCN9A,MEPHENYTOIN,APPROVAL
SCN9A,ZONISAMIDE,APPROVAL
SCN9A,ETIDOCAINE,APPROVAL
SCN9A,MEXILETINE,APPROVAL
SCN9A,LIDOCAINE HYDROCHLORIDE,APPROVAL
SCN9A,COCAINE HYDROCHLORIDE,APPROVAL
SCN9A,HEXYLCAINE,APPROVAL
SCN9A,QUINIDINE GLUCONATE,APPROVAL
SCN9A,QUINIDINE,APPROVAL
SCN9A,TETRACAINE,APPROVAL
SCN9A,MEXILETINE HYDROCHLORIDE,APPROVAL
SCN9A,ORPHENADRINE CITRATE,APPROVAL
SCN9A,LAMOTRIGINE,APPROVAL
SCN9A,ESLICARBAZEPINE,APPROVAL
SCN9A,FOSPHENYTOIN SODIUM,APPROVAL
SCN9A,CARBAMAZEPINE,APPROVAL
SCN9A,DYCLONINE,APPROVAL
RPS23,ATALUREN,APPROVAL
SCN11A,PRIMIDONE,APPROVAL
SCN11A,PROPAFENONE,APPROVAL
SCN11A,ESLICARBAZEPINE ACETATE,APPROVAL
SCN11A,PHENYTOIN,APPROVAL
SCN11A,PROCAINAMIDE HYDROCHLORIDE,APPROVAL
SCN11A,FOSPHENYTOIN SODIUM,APPROVAL
SCN11A,ORPHENADRINE,APPROVAL
SCN11A,CHLOROPROCAINE,APPROVAL
SCN11A,ROPIVACAINE HYDROCHLORIDE,APPROVAL
SCN11A,PROPARACAINE,APPROVAL
SCN11A,QUINIDINE,APPROVAL
SCN11A,LIDOCAINE,APPROVAL
SCN11A,PHENAZOPYRIDINE,APPROVAL
SCN11A,DRONEDARONE,APPROVAL
SCN11A,COCAINE HYDROCHLORIDE,APPROVAL
SCN11A,QUINIDINE GLUCONATE,APPROVAL
SCN11A,PRILOCAINE,APPROVAL
SCN11A,MEXILETINE HYDROCHLORIDE,APPROVAL
SCN11A,LACOSAMIDE,APPROVAL
SCN11A,MEPHENYTOIN,APPROVAL
SCN11A,BENOXINATE,APPROVAL
SCN11A,PROPAFENONE HYDROCHLORIDE,APPROVAL
SCN11A,OXCARBAZEPINE,APPROVAL
SCN11A,COCAINE,APPROVAL
SCN11A,FOSPHENYTOIN,APPROVAL
SCN11A,PHENACEMIDE,APPROVAL
SCN11A,MEXILETINE,APPROVAL
SCN11A,ZONISAMIDE,APPROVAL
SCN11A,ORPHENADRINE HYDROCHLORIDE,APPROVAL
SCN11A,RILUZOLE,APPROVAL
SCN11A,MORICIZINE,APPROVAL
SCN11A,ROPIVACAINE,APPROVAL
SCN11A,QUINIDINE SULFATE,APPROVAL
SCN11A,PROCAINE,APPROVAL
SCN11A,TOPIRAMATE,APPROVAL
SCN11A,DISOPYRAMIDE,APPROVAL
SCN11A,TETRACAINE,APPROVAL
SCN11A,PHENYTOIN SODIUM,APPROVAL
SCN11A,ETHOTOIN,APPROVAL
SCN11A,INDECAINIDE,APPROVAL
SCN11A,DISOPYRAMIDE PHOSPHATE,APPROVAL
SCN11A,ENCAINIDE,APPROVAL
SCN11A,HEXYLCAINE,APPROVAL
SCN11A,RUFINAMIDE,APPROVAL
SCN11A,PROPOXYCAINE,APPROVAL
SCN11A,ARTICAINE HYDROCHLORIDE,APPROVAL
SCN11A,TOCAINIDE,APPROVAL
SCN11A,CARBAMAZEPINE,APPROVAL
SCN11A,ETIDOCAINE,APPROVAL
SCN11A,LAMOTRIGINE,APPROVAL
SCN11A,ARTICAINE,APPROVAL
SCN11A,LIDOCAINE HYDROCHLORIDE,APPROVAL
SCN11A,CENOBAMATE,APPROVAL
SCN11A,PROCAINAMIDE,APPROVAL
SCN11A,ESLICARBAZEPINE,APPROVAL
SCN11A,ORPHENADRINE CITRATE,APPROVAL
SCN11A,DYCLONINE,APPROVAL
SCN11A,DRONEDARONE HYDROCHLORIDE,APPROVAL
SCN11A,MEPIVACAINE,APPROVAL
TPH2,TELOTRISTAT ETHYL,APPROVAL
TPH2,TELOTRISTAT ETIPRATE,APPROVAL
PROC,PROTEIN C CONCENTRATE (HUMAN),APPROVAL
BCL2L2,NAVITOCLAX,APPROVAL
TFPI,CONCIZUMAB,APPROVAL
TFPI,ANDEXANET ALFA,APPROVAL
TFPI,MARSTACIMAB,APPROVAL
CACNA1B,LEVETIRACETAM,APPROVAL
CACNA1B,ZICONOTIDE,APPROVAL
CACNA1B,PHLOROGLUCINOL,APPROVAL
CACNA1B,PREGABALIN,APPROVAL
CACNA1B,BEPRIDIL,APPROVAL
CACNA1B,SULOCTIDIL,APPROVAL
CACNA1B,GABAPENTIN ENACARBIL,APPROVAL
CACNA1B,ZICONOTIDE ACETATE,APPROVAL
CACNA1B,GABAPENTIN,APPROVAL
CACNA1B,TERODILINE,APPROVAL
ADORA2A,REGADENOSON,APPROVAL
ADORA2A,THEOPHYLLINE,APPROVAL
ADORA2A,PENTOXIFYLLINE,APPROVAL
ADORA2A,ISTRADEFYLLINE,APPROVAL
ADORA2A,DEFIBROTIDE,APPROVAL
ADORA2A,AMINOPHYLLINE,APPROVAL
ADORA2A,ADENOSINE,APPROVAL
ADORA2A,CAFFEINE CITRATE,APPROVAL
ADORA2A,OXTRIPHYLLINE,APPROVAL
ADORA2A,CAFFEINE,APPROVAL
RPL6,ATALUREN,APPROVAL
SSTR5,PASIREOTIDE,APPROVAL
